,,damage_$,damage_$,damage_$,damage_$,damage_$,damage_$,mortality,mortality,mortality,mortality,mortality,mortality
,,count,mean,std,min,50%,max,count,mean,std,min,50%,max
state_abbr,year,,,,,,,,,,,,
AL,2010,6.0,2528959652.56,1320489536.8254106,1204045881.6399999,2422029681.965,4497794809.44,6.0,364.78475000000003,190.47144437158818,173.67510000000001,349.3609,648.7756
AL,2015,6.0,606593361.7183334,341714251.6546543,270995700.28,576441996.12,1173257110.09,6.0,87.49686666666666,49.289878197076796,39.0893,83.14775,169.23409999999998
AL,2020,6.0,683934000.9,357449866.41187763,326394925.29999995,656399748.075,1218402338.58,6.0,98.6527,51.55964813875284,47.080200000000005,94.68105,175.74599999999998
AL,2023,6.0,1016153596.09,539660237.9917561,476001651.61,970677589.755,1845795195.0,6.0,146.57305,77.84222549765005,68.6599,140.0135,266.243
AL,2026,6.0,1506652544.5033333,782327492.2060331,722835420.6499999,1446346194.2649999,2660662192.96,6.0,217.32406666666668,112.84525187058013,104.2638,208.62535,383.7819
AL,2029,6.0,1238324177.8916667,684942294.2109126,560012045.1899999,1177051295.68,2351737239.8,6.0,178.61965,98.79818031232661,80.7779,169.7814,339.22180000000003
AL,2032,6.0,1348297255.695,746773142.7117778,609310220.39,1281719958.675,2564168766.32,6.0,194.48245,107.71680695556755,87.8888,184.8791,369.86350000000004
AL,2035,6.0,1843728538.3999999,961704464.9543592,879702039.96,1767447468.245,3275190458.38,6.0,265.945,138.71910522080222,126.89099999999999,254.942,472.4233
AL,2038,6.0,1309258541.6183333,681504481.1806756,622431768.66,1250561093.195,2317395599.8199997,6.0,188.8514,98.30228729713262,89.7814,180.3847,334.2681
AL,2041,6.0,1456437132.3483334,787679004.5592165,669089619.1800001,1384973720.855,2700128679.93,6.0,210.08084999999997,113.61720995630459,96.5115,199.7728,389.4747
AL,2044,6.0,965098148.1933333,515295518.6525681,450590954.49,922201234.435,1764433413.1,6.0,139.2086833333333,74.32780244448013,64.99459999999999,133.0211,254.5073
AL,2047,6.0,1472147195.4983332,766941877.4704822,705787106.1099999,1414994876.5749998,2612093736.43,6.0,212.34696666666665,110.62596197342948,101.8049,204.10315,376.7762
