,,damage_$,damage_$,damage_$,damage_$,damage_$,damage_$,mortality,mortality,mortality,mortality,mortality,mortality
,,count,mean,std,min,50%,max,count,mean,std,min,50%,max
state_abbr,year,,,,,,,,,,,,
AL,2010,6.0,4258204344.7166667,2186268324.0788803,2065792027.93,4094019524.665,7400925256.75,6.0,614.2162666666667,315.35393985062353,297.976,590.53385,1067.5318
AL,2015,6.0,621583129.1550001,350060741.6821333,277774523.45,590730721.65,1201933792.55,6.0,89.65906666666666,50.49384690560491,40.066900000000004,85.20885,173.3706
AL,2020,6.0,407713318.71000004,220185164.8471906,188651780.64,389300510.75,755156021.22,6.0,58.80981666666667,31.760142235413035,27.2118,56.1539,108.9259
AL,2023,6.0,1191738992.385,663152221.0397222,536536771.61,1132368411.085,2277094196.94,6.0,171.90003333333334,95.65500607982138,77.3917,163.3363,328.4548
AL,2026,6.0,1496482472.2266667,777079414.3609195,717911426.55,1436553474.785,2642845396.42,6.0,215.85714999999996,112.08828405207656,103.5537,207.21285,381.212
AL,2029,6.0,842214598.2199999,448711880.98249495,393761117.83000004,804702007.805,1535790462.42,6.0,121.48356666666666,64.72357517815797,56.7972,116.07265,221.5271
AL,2032,6.0,760737077.5316668,424256675.1740222,342026777.98,722871707.68,1456820862.1100001,6.0,109.73103333333331,61.19608425596091,49.3351,104.26915,210.1363
AL,2035,6.0,225165223.17999998,118371527.62980582,106230276.85,215050086.42,403820199.86,6.0,32.47846666666667,17.0742903305135,15.3229,31.0194,58.2483
AL,2038,6.0,246906147.14499998,131964944.41621643,114955419.66,235602851.185,451839529.91999996,6.0,35.61448333333333,19.035034647871452,16.5815,33.984049999999996,65.1747
AL,2041,6.0,253105213.74666667,135646669.64601693,117630936.96000001,241536326.78,464668086.02,6.0,36.50866666666667,19.566103281610946,16.9674,34.8399,67.0252
AL,2044,6.0,236233396.00833333,126718751.6965485,109666518.47,225361034.54,434123840.71,6.0,34.07505,18.27826265855155,15.8187,32.50675,62.619299999999996
AL,2047,6.0,157210927.72833332,85911132.6518885,72141219.95,150075477.125,294969089.48,6.0,22.676583333333337,12.392070210488104,10.4059,21.64735,42.547200000000004
