eall,r,t,Value_emit,Value_scc,product
CO2,p78,2047,1783977.159099,298,531625193.411502
CO2,p78,2050,1378602.845824,310,427366882.20544
CO2,p79,2010,29170241.528679,150,4375536229.301849
CO2,p79,2015,26340753.128621,170,4477928031.86557
CO2,p79,2020,8197119.904914,190,1557452781.93366
CO2,p79,2023,18885860.847893998,202,3814943891.2745876
CO2,p79,2026,12039774.193352,214,2576511677.3773284
CO2,p79,2029,8545965.798783,226,1931388270.5249581
CO2,p79,2032,6277066.1942799995,238,1493941754.2386398
CO2,p79,2035,1749599.318432,250,437399829.608
CO2,p79,2038,2449240.4576310003,262,641700999.899322
CO2,p79,2041,2756751.420663,274,755349889.261662
CO2,p79,2044,2761179.087214,286,789697218.943204
CO2,p79,2047,5017264.005361,298,1495144673.597578
CO2,p79,2050,4248638.027501,310,1317077788.52531
CO2,p8,2010,8504.16634,150,1275624.951
CO2,p8,2015,9504.419746,170,1615751.3568199999
CO2,p8,2020,9504.419746,190,1805839.75174
CO2,p8,2023,5578.135901,202,1126783.4520019998
CO2,p8,2026,5968.030242999999,214,1277158.4720019998
CO2,p8,2029,4311.033409,226,974293.550434
CO2,p8,2032,4377.625837,238,1041874.949206
CO2,p8,2035,1642.597236,250,410649.309
CO2,p8,2038,61106.560916,262,16009918.959992
CO2,p8,2041,61096.396946,274,16740412.763204
CO2,p8,2044,61096.574976,286,17473620.443136
CO2,p8,2047,61093.658698,298,18205910.292004
CO2,p8,2050,61094.244302,310,18939215.73362
CO2,p80,2010,17548452.528663,150,2632267879.29945
CO2,p80,2015,12467362.635931,170,2119451648.10827
CO2,p80,2020,10605486.385014,190,2015042413.15266
CO2,p80,2023,10547066.864364,202,2130507506.601528
CO2,p80,2026,12541451.588646,214,2683870639.970244
CO2,p80,2029,9966679.588658,226,2252469587.036708
CO2,p80,2032,7014909.256165,238,1669548402.96727
CO2,p80,2035,5478056.86204,250,1369514215.51
CO2,p80,2038,5744821.273651,262,1505143173.696562
CO2,p80,2041,5544483.299154,274,1519188423.9681962
CO2,p80,2044,5478088.740936,286,1566733379.907696
CO2,p80,2047,372.382063,298,110969.854774
CO2,p80,2050,361.899721,310,112188.91351
CO2,p81,2010,44687200.762037,150,6703080114.305551
CO2,p81,2015,32464584.920418,170,5518979436.471061
CO2,p81,2020,13087557.058842,190,2486635841.17998
CO2,p81,2023,16482267.578082,202,3329418050.772564
CO2,p81,2026,12941553.57506,214,2769492465.06284
CO2,p81,2029,2361248.098345,226,533642070.22597
CO2,p81,2032,1455724.820706,238,346462507.328028
CO2,p81,2035,1459492.242655,250,364873060.66375
CO2,p81,2038,1456149.8269739999,262,381511254.667188
CO2,p81,2041,1454205.629553,274,398452342.497522
CO2,p81,2044,1450374.162489,286,414807010.47185403
CO2,p82,2010,3104423.136941,150,465663470.54115
CO2,p82,2015,1823513.450217,170,309997286.53689
CO2,p82,2020,1478778.243358,190,280967866.23802
CO2,p82,2023,2144840.330479,202,433257746.75675803
CO2,p82,2026,1544515.277816,214,330526269.45262396
CO2,p82,2029,1903826.4412429999,226,430264775.72091794
CO2,p82,2032,1845104.4350410001,238,439134855.539758
CO2,p82,2035,775042.6510320001,250,193760662.75800002
CO2,p82,2038,771704.23439,262,202186509.41018
CO2,p82,2041,773939.5459700001,274,212059435.59578001
CO2,p82,2044,767455.078934,286,219492152.575124
CO2,p83,2010,19333581.656772,150,2900037248.5158
CO2,p83,2015,16041495.450358,170,2727054226.56086
CO2,p83,2020,9691086.332115,190,1841306403.10185
CO2,p83,2023,8183436.415689001,202,1653054155.9691782
CO2,p83,2026,9544389.916199,214,2042499442.066586
CO2,p83,2029,1187301.172165,226,268330064.90929002
CO2,p83,2032,780852.007304,238,185842777.738352
CO2,p83,2035,772865.870082,250,193216467.5205
CO2,p83,2038,770283.4553040001,262,201814265.28964803
CO2,p83,2041,768943.679169,274,210690568.092306
CO2,p83,2044,769560.165643,286,220094207.373898
CO2,p84,2010,8192598.23392,150,1228889735.0879998
CO2,p84,2015,8422653.904134,170,1431851163.70278
CO2,p84,2020,8497099.822576,190,1614448966.28944
CO2,p84,2023,7589953.721341999,202,1533170651.711084
CO2,p84,2026,8385747.131522,214,1794549886.145708
CO2,p84,2029,5343507.330406,226,1207632656.671756
CO2,p84,2032,1043314.922933,238,248308951.658054
CO2,p84,2035,897340.479998,250,224335119.99949998
CO2,p84,2038,946163.235305,262,247894767.64991
CO2,p84,2041,1231779.128211,274,337507481.129814
CO2,p84,2044,1228445.347408,286,351335369.358688
CO2,p84,2047,779304.4574259999,298,232232728.312948
CO2,p84,2050,720003.569403,310,223201106.51492998
CO2,p85,2010,35512530.364323996,150,5326879554.6486
CO2,p85,2015,25151693.811081,170,4275787947.88377
CO2,p85,2020,17229165.137919,190,3273541376.2046103
CO2,p85,2023,36611532.696821,202,7395529604.757841
CO2,p85,2026,24955828.64247,214,5340547329.48858
CO2,p85,2029,14348894.646958,226,3242850190.2125077
CO2,p85,2032,3809709.2795659998,238,906710808.536708
CO2,p85,2035,1869352.481313,250,467338120.32825
CO2,p85,2038,1867623.03432,262,489317234.99184
CO2,p85,2041,2094391.578673,274,573863292.556402
CO2,p85,2044,2544781.869227,286,727807614.598922
CO2,p85,2047,2484473.163171,298,740373002.6249579
CO2,p85,2050,2231547.9041879997,310,691779850.2982799
CO2,p86,2010,2560514.76979,150,384077215.46849996
CO2,p86,2015,4515521.179347,170,767638600.4889901
CO2,p86,2020,2601572.7364069996,190,494298819.9173299
CO2,p86,2023,2177356.345347,202,439825981.760094
CO2,p86,2026,2007098.6500950002,214,429519111.12033004
CO2,p86,2029,1684355.130457,226,380664259.483282
CO2,p86,2032,917764.038901,238,218427841.25843802
CO2,p86,2035,341089.152834,250,85272288.2085
CO2,p86,2038,345125.499992,262,90422880.997904
CO2,p86,2041,345571.369922,274,94686555.35862799
CO2,p86,2044,626204.211549,286,179094404.503014
CO2,p86,2047,626347.822872,298,186651651.21585602
CO2,p86,2050,626406.154061,310,194185907.75891
CO2,p87,2010,15930539.435529,150,2389580915.32935
CO2,p87,2015,12992799.525430001,170,2208775919.3231
CO2,p87,2020,11519680.496414,190,2188739294.3186603
CO2,p87,2023,16936231.66342,202,3421118796.01084
CO2,p87,2026,16706514.143946,214,3575194026.804444
CO2,p87,2029,11909667.285464,226,2691584806.514864
CO2,p87,2032,5413681.80528,238,1288456269.65664
CO2,p87,2035,2224785.0761599997,250,556196269.04
CO2,p87,2038,2231596.492676,262,584678281.081112
CO2,p87,2041,2233165.406232,274,611887321.307568
CO2,p87,2044,2033718.6191429999,286,581643525.074898
CO2,p87,2047,2037640.950427,298,607217003.2272459
CO2,p87,2050,1814845.4924839998,310,562602102.6700399
CO2,p88,2010,5755633.589577,150,863345038.4365499
CO2,p88,2015,11136934.292967001,170,1893278829.8043902
CO2,p88,2020,12566217.435709001,190,2387581312.7847104
CO2,p88,2023,10156381.143645,202,2051588991.01629
CO2,p88,2026,9942824.142109,214,2127764366.411326
CO2,p88,2029,8150476.110793,226,1842007601.039218
CO2,p88,2032,2761478.146156,238,657231798.785128
CO2,p88,2035,951124.519479,250,237781129.86975
CO2,p88,2038,956491.481813,262,250600768.235006
CO2,p88,2041,959194.822211,274,262819381.28581402
CO2,p88,2044,961901.948688,286,275103957.324768
CO2,p88,2047,968557.712568,298,288630198.34526396
CO2,p88,2050,972247.561926,310,301396744.19706
CO2,p89,2010,48940568.227321,150,7341085234.09815
CO2,p89,2015,17261394.482103,170,2934437061.95751
CO2,p89,2020,14271426.763565,190,2711571085.07735
CO2,p89,2023,26437529.599153,202,5340380979.028906
CO2,p89,2026,23870727.677738,214,5108335723.035932
CO2,p89,2029,21963227.790919002,226,4963689480.747694
CO2,p89,2032,16979243.911882002,238,4041060051.0279164
CO2,p89,2035,5204206.10788,250,1301051526.97
CO2,p89,2038,6330186.672654999,262,1658508908.2356098
CO2,p89,2041,6864736.488244,274,1880937797.778856
CO2,p89,2044,6357952.183934,286,1818374324.605124
CO2,p89,2047,5249046.658162,298,1564215904.1322758
CO2,p89,2050,2185574.917337,310,677528224.37447
CO2,p9,2010,26625598.016846,150,3993839702.5269003
CO2,p9,2015,25832297.801199,170,4391490626.20383
CO2,p9,2020,11525434.829659,190,2189832617.63521
CO2,p9,2023,15920144.80587,202,3215869250.78574
CO2,p9,2026,14403613.372244999,214,3082373261.66043
CO2,p9,2029,11598103.681491,226,2621171432.0169663
CO2,p9,2032,14325016.289968,238,3409353877.012384
CO2,p9,2035,12424767.267614998,250,3106191816.9037495
CO2,p9,2038,10830145.793071,262,2837498197.784602
CO2,p9,2041,8818779.853609001,274,2416345679.8888664
CO2,p9,2044,7026626.087837,286,2009615061.121382
CO2,p9,2047,6007823.253431,298,1790331329.522438
CO2,p9,2050,6566109.9367,310,2035494080.377
CO2,p90,2010,21011359.674026,150,3151703951.1039
CO2,p90,2015,20030915.894743998,170,3405255702.1064796
CO2,p90,2020,20474925.811522,190,3890235904.18918
CO2,p90,2023,18350940.537258,202,3706889988.526116
CO2,p90,2026,14683542.645335,214,3142278126.10169
CO2,p90,2029,14785075.272024,226,3341427011.477424
CO2,p90,2032,11608858.8846,238,2762908414.5348
CO2,p90,2035,3842101.1248780005,250,960525281.2195001
CO2,p90,2038,4402860.684837,262,1153549499.427294
