r,rr,trtype,t,Value
p36,p38,AC,2044,3694.892
p36,p38,AC,2047,3694.892
p36,p38,AC,2050,3694.892
p37,p36,AC,2010,1874.624
p37,p36,AC,2015,1874.624
p37,p36,AC,2020,1874.624
p37,p36,AC,2023,1874.624
p37,p36,AC,2026,1874.624
p37,p36,AC,2029,1874.624
p37,p36,AC,2032,1874.624
p37,p36,AC,2035,1874.624
p37,p36,AC,2038,1874.624
p37,p36,AC,2041,1874.624
p37,p36,AC,2044,1874.624
p37,p36,AC,2047,1874.624
p37,p36,AC,2050,1874.624
p37,p38,AC,2010,247.822
p37,p38,AC,2015,247.822
p37,p38,AC,2020,247.822
p37,p38,AC,2023,247.822
p37,p38,AC,2026,247.822
p37,p38,AC,2029,247.822
p37,p38,AC,2032,247.822
p37,p38,AC,2035,247.822
p37,p38,AC,2038,247.822
p37,p38,AC,2041,247.822
p37,p38,AC,2044,247.822
p37,p38,AC,2047,247.822
p37,p38,AC,2050,247.822
p37,p42,AC,2010,774.635
p37,p42,AC,2015,774.635
p37,p42,AC,2020,774.635
p37,p42,AC,2023,774.635
p37,p42,AC,2026,774.635
p37,p42,AC,2029,774.635
p37,p42,AC,2032,774.635
p37,p42,AC,2035,774.635
p37,p42,AC,2038,774.635
p37,p42,AC,2041,774.635
p37,p42,AC,2044,774.635
p37,p42,AC,2047,774.635
p37,p42,AC,2050,774.635
p37,p43,AC,2010,1530.021
p37,p43,AC,2015,1530.021
p37,p43,AC,2020,1530.021
p37,p43,AC,2023,1530.021
p37,p43,AC,2026,1530.021
p37,p43,AC,2029,1530.021
p37,p43,AC,2032,1530.021
p37,p43,AC,2035,2931.021
p37,p43,AC,2038,2931.021
p37,p43,AC,2041,2931.021
p37,p43,AC,2044,2931.021
p37,p43,AC,2047,2931.021
p37,p43,AC,2050,2931.021
p37,p43,LCC,2010,1500.0
p37,p43,LCC,2015,1500.0
p37,p43,LCC,2020,1500.0
p37,p43,LCC,2023,1500.0
p37,p43,LCC,2026,1500.0
p37,p43,LCC,2029,1500.0
p37,p43,LCC,2032,1500.0
p37,p43,LCC,2035,1500.0
p37,p43,LCC,2038,1500.0
p37,p43,LCC,2041,1500.0
p37,p43,LCC,2044,1500.0
p37,p43,LCC,2047,1500.0
p37,p43,LCC,2050,1500.0
p38,p32,B2B,2010,200.0
p38,p32,B2B,2015,200.0
p38,p32,B2B,2020,200.0
p38,p32,B2B,2023,200.0
p38,p32,B2B,2026,200.0
p38,p32,B2B,2029,200.0
p38,p32,B2B,2032,200.0
p38,p32,B2B,2035,393.925104
p38,p32,B2B,2038,393.925104
p38,p32,B2B,2041,462.347792
p38,p32,B2B,2044,509.669202
p38,p32,B2B,2047,583.657528
p38,p32,B2B,2050,586.320748
p38,p36,AC,2010,2355.45
p38,p36,AC,2015,2355.45
p38,p36,AC,2020,2355.45
p38,p36,AC,2023,2355.45
p38,p36,AC,2026,2355.45
p38,p36,AC,2029,2355.45
p38,p36,AC,2032,2355.45
p38,p36,AC,2035,2355.45
p38,p36,AC,2038,2355.45
p38,p36,AC,2041,2355.45
p38,p36,AC,2044,2355.45
p38,p36,AC,2047,2355.45
p38,p36,AC,2050,2355.45
p38,p37,AC,2010,259.0
p38,p37,AC,2015,259.0
p38,p37,AC,2020,259.0
p38,p37,AC,2023,259.0
p38,p37,AC,2026,259.0
p38,p37,AC,2029,259.0
p38,p37,AC,2032,259.0
p38,p37,AC,2035,259.0
p38,p37,AC,2038,259.0
p38,p37,AC,2041,259.0
p38,p37,AC,2044,259.0
p38,p37,AC,2047,259.0
p38,p37,AC,2050,259.0
p38,p39,AC,2010,9.851
p38,p39,AC,2015,9.851
p38,p39,AC,2020,9.851
p38,p39,AC,2023,9.851
p38,p39,AC,2026,9.851
p38,p39,AC,2029,9.851
p38,p39,AC,2032,9.851
p38,p39,AC,2035,95.690679
p38,p39,AC,2038,95.690679
p38,p39,AC,2041,349.844627
p38,p39,AC,2044,384.789005
p38,p39,AC,2047,655.98526
p38,p39,AC,2050,908.862853
p38,p40,AC,2010,1036.443
p38,p40,AC,2015,1036.443
p38,p40,AC,2020,1036.443
p38,p40,AC,2023,1036.443
p38,p40,AC,2026,1036.443
p38,p40,AC,2029,1036.443
p38,p40,AC,2032,1036.443
p38,p40,AC,2035,1154.603271
p38,p40,AC,2038,1493.138468
p38,p40,AC,2041,1964.835936
p38,p40,AC,2044,1964.835936
p38,p40,AC,2047,2405.216213
p38,p40,AC,2050,2405.216213
p38,p43,AC,2010,209.875
p38,p43,AC,2015,209.875
p38,p43,AC,2020,209.875
p38,p43,AC,2023,209.875
p38,p43,AC,2026,209.875
p38,p43,AC,2029,209.875
p38,p43,AC,2032,209.875
p38,p43,AC,2035,209.875
p38,p43,AC,2038,209.875
p38,p43,AC,2041,209.875
p38,p43,AC,2044,209.875
p38,p43,AC,2047,209.875
p38,p43,AC,2050,209.875
p38,p44,AC,2010,3128.909
p38,p44,AC,2015,3128.909
p38,p44,AC,2020,3128.909
p38,p44,AC,2023,3128.909
p38,p44,AC,2026,3128.909
p38,p44,AC,2029,3128.909
p38,p44,AC,2032,3128.909
p38,p44,AC,2035,3128.909
p38,p44,AC,2038,3128.909
p38,p44,AC,2041,3128.909
p38,p44,AC,2044,3128.909
p38,p44,AC,2047,3128.909
p38,p44,AC,2050,3128.909
p38,p45,AC,2010,1564.881
p38,p45,AC,2015,1564.881
p38,p45,AC,2020,1564.881
p38,p45,AC,2023,1564.881
p38,p45,AC,2026,1564.881
p38,p45,AC,2029,1564.881
p38,p45,AC,2032,1564.881
p38,p45,AC,2035,1564.881
p38,p45,AC,2038,1564.881
p38,p45,AC,2041,1564.881
p38,p45,AC,2044,1564.881
p38,p45,AC,2047,1564.881
p38,p45,AC,2050,1564.881
p38,p68,AC,2035,4994.0
p38,p68,AC,2038,4994.0
p38,p68,AC,2041,4994.0
p38,p68,AC,2044,4994.0
p38,p68,AC,2047,4994.0
p38,p68,AC,2050,4994.0
p39,p24,B2B,2010,310.0
p39,p24,B2B,2015,310.0
p39,p24,B2B,2020,310.0
p39,p24,B2B,2023,310.0
p39,p24,B2B,2026,310.0
p39,p24,B2B,2029,310.0
p39,p24,B2B,2032,320.760744
p39,p24,B2B,2035,607.642965
p39,p24,B2B,2038,619.221455
p39,p24,B2B,2041,1049.438944
p39,p24,B2B,2044,1333.071279
p39,p24,B2B,2047,2089.371588
p39,p24,B2B,2050,2705.490239
p39,p38,AC,2010,21.099
p39,p38,AC,2015,21.099
p39,p38,AC,2020,21.099
p39,p38,AC,2023,21.099
p39,p38,AC,2026,21.099
p39,p38,AC,2029,21.099
p39,p38,AC,2032,21.099
p39,p38,AC,2035,106.938679
p39,p38,AC,2038,106.938679
p39,p38,AC,2041,361.092627
p39,p38,AC,2044,396.037005
p39,p38,AC,2047,667.23326
p39,p38,AC,2050,920.110853
p39,p40,AC,2010,1001.263
p39,p40,AC,2015,1001.263
p39,p40,AC,2020,1001.263
p39,p40,AC,2023,1001.263
p39,p40,AC,2026,1001.263
p39,p40,AC,2029,1001.263
p39,p40,AC,2032,1001.263
p39,p40,AC,2035,1211.981649
p39,p40,AC,2038,1211.981649
p39,p40,AC,2041,1565.509292
p39,p40,AC,2044,1811.536765
p39,p40,AC,2047,2274.653741
p39,p40,AC,2050,2615.692084
p40,p38,AC,2010,904.007
p40,p38,AC,2015,904.007
p40,p38,AC,2020,904.007
p40,p38,AC,2023,904.007
p40,p38,AC,2026,904.007
p40,p38,AC,2029,904.007
p40,p38,AC,2032,904.007
p40,p38,AC,2035,1022.167271
p40,p38,AC,2038,1360.702468
p40,p38,AC,2041,1832.399936
p40,p38,AC,2044,1832.399936
p40,p38,AC,2047,2272.780213
p40,p38,AC,2050,2272.780213
p40,p39,AC,2010,324.717
p40,p39,AC,2015,324.717
p40,p39,AC,2020,324.717
p40,p39,AC,2023,324.717
p40,p39,AC,2026,324.717
p40,p39,AC,2029,324.717
p40,p39,AC,2032,324.717
p40,p39,AC,2035,535.435649
p40,p39,AC,2038,535.435649
p40,p39,AC,2041,888.963292
p40,p39,AC,2044,1134.990765
p40,p39,AC,2047,1598.107741
p40,p39,AC,2050,1939.146084
p40,p41,AC,2010,2415.526
p40,p41,AC,2015,2415.526
p40,p41,AC,2020,2415.526
p40,p41,AC,2023,2415.526
p40,p41,AC,2026,2415.526
p40,p41,AC,2029,2415.526
p40,p41,AC,2032,2415.526
p40,p41,AC,2035,2415.526
p40,p41,AC,2038,2725.941651
p40,p41,AC,2041,3238.805527
p40,p41,AC,2044,4014.220675
p40,p41,AC,2047,4278.651823
p40,p41,AC,2050,4882.767697
p40,p45,AC,2010,1262.628
p40,p45,AC,2015,1262.628
p40,p45,AC,2020,1262.628
p40,p45,AC,2023,1262.628
p40,p45,AC,2026,1262.628
p40,p45,AC,2029,1262.628
p40,p45,AC,2032,1262.628
p40,p45,AC,2035,1262.628
p40,p45,AC,2038,1262.628
p40,p45,AC,2041,1262.628
p40,p45,AC,2044,1262.628
p40,p45,AC,2047,1262.628
p40,p45,AC,2050,1262.628
p40,p52,AC,2010,785.0
p40,p52,AC,2015,785.0
p40,p52,AC,2020,785.0
p40,p52,AC,2023,785.0
p40,p52,AC,2026,785.0
p40,p52,AC,2029,785.0
p40,p52,AC,2032,785.0
p40,p52,AC,2035,785.0
p40,p52,AC,2038,785.0
p40,p52,AC,2041,785.0
p40,p52,AC,2044,785.0
p40,p52,AC,2047,966.337523
p40,p52,AC,2050,1072.183561
p40,p53,AC,2010,1248.418
p40,p53,AC,2015,1248.418
p40,p53,AC,2020,1248.418
p40,p53,AC,2023,1248.418
p40,p53,AC,2026,1248.418
p40,p53,AC,2029,1248.418
p40,p53,AC,2032,1248.418
p40,p53,AC,2035,1248.418
p40,p53,AC,2038,1274.873424
p40,p53,AC,2041,1722.056791
p40,p53,AC,2044,2001.703569
p40,p53,AC,2047,2339.529494
p40,p53,AC,2050,2695.750569
p41,p40,AC,2010,2637.466
p41,p40,AC,2015,2637.466
p41,p40,AC,2020,2637.466
p41,p40,AC,2023,2637.466
p41,p40,AC,2026,2637.466
p41,p40,AC,2029,2637.466
p41,p40,AC,2032,2637.466
p41,p40,AC,2035,2637.466
p41,p40,AC,2038,2947.881651
p41,p40,AC,2041,3460.745527
p41,p40,AC,2044,4236.160675
p41,p40,AC,2047,4500.591823
p41,p40,AC,2050,5104.707697
p41,p45,AC,2010,1912.0
p41,p45,AC,2015,1912.0
p41,p45,AC,2020,1912.0
p41,p45,AC,2023,1912.0
p41,p45,AC,2026,1912.0
p41,p45,AC,2029,1912.0
p41,p45,AC,2032,1912.0
p41,p45,AC,2035,1912.0
p41,p45,AC,2038,1912.0
p41,p45,AC,2041,1912.0
p41,p45,AC,2044,1912.0
p41,p45,AC,2047,1912.0
p41,p45,AC,2050,1912.0
p41,p53,AC,2010,134.649
p41,p53,AC,2015,134.649
p41,p53,AC,2020,134.649
p41,p53,AC,2023,134.649
p41,p53,AC,2026,134.649
p41,p53,AC,2029,134.649
p41,p53,AC,2032,134.649
p41,p53,AC,2035,134.649
p41,p53,AC,2038,134.649
p41,p53,AC,2041,134.649
p41,p53,AC,2044,134.649
p41,p53,AC,2047,134.649
p41,p53,AC,2050,134.649
p41,p54,AC,2010,3785.197
p41,p54,AC,2015,3785.197
p41,p54,AC,2020,3785.197
p41,p54,AC,2023,3785.197
p41,p54,AC,2026,3785.197
p41,p54,AC,2029,3785.197
p41,p54,AC,2032,3785.197
p41,p54,AC,2035,3785.197
p41,p54,AC,2038,3785.197
p41,p54,AC,2041,3785.197
p41,p54,AC,2044,3785.197
p41,p54,AC,2047,3785.197
p41,p54,AC,2050,3785.197
p42,p37,AC,2010,676.933
p42,p37,AC,2015,676.933
p42,p37,AC,2020,676.933
p42,p37,AC,2023,676.933
p42,p37,AC,2026,676.933
p42,p37,AC,2029,676.933
p42,p37,AC,2032,676.933
p42,p37,AC,2035,676.933
p42,p37,AC,2038,676.933
p42,p37,AC,2041,676.933
p42,p37,AC,2044,676.933
p42,p37,AC,2047,676.933
p42,p37,AC,2050,676.933
p42,p43,AC,2010,1149.052
p42,p43,AC,2015,1149.052
p42,p43,AC,2020,1149.052
p42,p43,AC,2023,1149.052
p42,p43,AC,2026,1149.052
p42,p43,AC,2029,1149.052
p42,p43,AC,2032,1149.052
p42,p43,AC,2035,1149.052
p42,p43,AC,2038,1149.052
p42,p43,AC,2041,1149.052
p42,p43,AC,2044,1149.052
p42,p43,AC,2047,1149.052
p42,p43,AC,2050,1149.052
p43,p37,AC,2010,1432.559
p43,p37,AC,2015,1432.559
p43,p37,AC,2020,1432.559
p43,p37,AC,2023,1432.559
p43,p37,AC,2026,1432.559
p43,p37,AC,2029,1432.559
p43,p37,AC,2032,1432.559
p43,p37,AC,2035,2833.559
p43,p37,AC,2038,2833.559
p43,p37,AC,2041,2833.559
p43,p37,AC,2044,2833.559
p43,p37,AC,2047,2833.559
p43,p37,AC,2050,2833.559
p43,p37,LCC,2010,1500.0
p43,p37,LCC,2015,1500.0
p43,p37,LCC,2020,1500.0
p43,p37,LCC,2023,1500.0
p43,p37,LCC,2026,1500.0
p43,p37,LCC,2029,1500.0
p43,p37,LCC,2032,1500.0
p43,p37,LCC,2035,1500.0
p43,p37,LCC,2038,1500.0
p43,p37,LCC,2041,1500.0
p43,p37,LCC,2044,1500.0
p43,p37,LCC,2047,1500.0
p43,p37,LCC,2050,1500.0
p43,p38,AC,2010,299.633
p43,p38,AC,2015,299.633
p43,p38,AC,2020,299.633
p43,p38,AC,2023,299.633
p43,p38,AC,2026,299.633
p43,p38,AC,2029,299.633
p43,p38,AC,2032,299.633
p43,p38,AC,2035,299.633
p43,p38,AC,2038,299.633
p43,p38,AC,2041,299.633
p43,p38,AC,2044,299.633
p43,p38,AC,2047,299.633
p43,p38,AC,2050,299.633
p43,p42,AC,2010,1142.785
p43,p42,AC,2015,1142.785
p43,p42,AC,2020,1142.785
p43,p42,AC,2023,1142.785
p43,p42,AC,2026,1142.785
p43,p42,AC,2029,1142.785
p43,p42,AC,2032,1142.785
p43,p42,AC,2035,1142.785
p43,p42,AC,2038,1142.785
p43,p42,AC,2041,1142.785
p43,p42,AC,2044,1142.785
p43,p42,AC,2047,1142.785
p43,p42,AC,2050,1142.785
p43,p44,AC,2010,1533.518
p43,p44,AC,2015,1533.518
p43,p44,AC,2020,1533.518
p43,p44,AC,2023,1533.518
p43,p44,AC,2026,1533.518
p43,p44,AC,2029,1533.518
p43,p44,AC,2032,2310.92069
p43,p44,AC,2035,2310.92069
p43,p44,AC,2038,2310.92069
p43,p44,AC,2041,2310.92069
p43,p44,AC,2044,2310.92069
p43,p44,AC,2047,2310.92069
p43,p44,AC,2050,2310.92069
p43,p46,AC,2010,3324.176
p43,p46,AC,2015,3324.176
p43,p46,AC,2020,3324.176
p43,p46,AC,2023,3324.176
p43,p46,AC,2026,3324.176
p43,p46,AC,2029,3324.176
p43,p46,AC,2032,3324.176
p43,p46,AC,2035,3324.176
p43,p46,AC,2038,3324.176
p43,p46,AC,2041,3324.176
p43,p46,AC,2044,3324.176
p43,p46,AC,2047,3324.176
p43,p46,AC,2050,3324.176
p43,p68,AC,2010,2318.538
p43,p68,AC,2015,2318.538
p43,p68,AC,2020,2318.538
p43,p68,AC,2023,2318.538
p43,p68,AC,2026,2318.538
p43,p68,AC,2029,2318.538
p43,p68,AC,2032,3510.86633
p43,p68,AC,2035,11928.86633
p43,p68,AC,2038,11928.86633
p43,p68,AC,2041,11928.86633
p43,p68,AC,2044,11928.86633
p43,p68,AC,2047,11928.86633
p43,p68,AC,2050,11928.86633
p43,p76,AC,2035,3139.0
p43,p76,AC,2038,3139.0
p43,p76,AC,2041,3139.0
p43,p76,AC,2044,3139.0
p43,p76,AC,2047,3139.0
p43,p76,AC,2050,3139.0
p44,p38,AC,2010,2345.994
p44,p38,AC,2015,2345.994
p44,p38,AC,2020,2345.994
p44,p38,AC,2023,2345.994
p44,p38,AC,2026,2345.994
p44,p38,AC,2029,2345.994
p44,p38,AC,2032,2345.994
p44,p38,AC,2035,2345.994
p44,p38,AC,2038,2345.994
p44,p38,AC,2041,2345.994
p44,p38,AC,2044,2345.994
p44,p38,AC,2047,2345.994
p44,p38,AC,2050,2345.994
p44,p43,AC,2010,2165.168
p44,p43,AC,2015,2165.168
p44,p43,AC,2020,2165.168
p44,p43,AC,2023,2165.168
p44,p43,AC,2026,2165.168
p44,p43,AC,2029,2165.168
p44,p43,AC,2032,2942.57069
p44,p43,AC,2035,2942.57069
p44,p43,AC,2038,2942.57069
p44,p43,AC,2041,2942.57069
p44,p43,AC,2044,2942.57069
p44,p43,AC,2047,2942.57069
p44,p43,AC,2050,2942.57069
p44,p45,AC,2010,13.751
p44,p45,AC,2015,13.751
p44,p45,AC,2020,13.751
p44,p45,AC,2023,13.751
p44,p45,AC,2026,13.751
p44,p45,AC,2029,13.751
p44,p45,AC,2032,13.751
p44,p45,AC,2035,13.751
p44,p45,AC,2038,13.751
p44,p45,AC,2041,13.751
p44,p45,AC,2044,13.751
p44,p45,AC,2047,13.751
p44,p45,AC,2050,13.751
p44,p68,AC,2010,1405.1
p44,p68,AC,2015,1405.1
p44,p68,AC,2020,1405.1
p44,p68,AC,2023,1405.1
p44,p68,AC,2026,1405.1
p44,p68,AC,2029,1405.1
p44,p68,AC,2032,1405.1
p44,p68,AC,2035,1405.1
p44,p68,AC,2038,1405.1
p44,p68,AC,2041,1405.1
p44,p68,AC,2044,1686.466234
p44,p68,AC,2047,1686.466234
p44,p68,AC,2050,1686.466234
p45,p38,AC,2010,1261.096
p45,p38,AC,2015,1261.096
p45,p38,AC,2020,1261.096
p45,p38,AC,2023,1261.096
p45,p38,AC,2026,1261.096
p45,p38,AC,2029,1261.096
p45,p38,AC,2032,1261.096
p45,p38,AC,2035,1261.096
p45,p38,AC,2038,1261.096
p45,p38,AC,2041,1261.096
p45,p38,AC,2044,1261.096
p45,p38,AC,2047,1261.096
p45,p38,AC,2050,1261.096
p45,p40,AC,2010,931.622
p45,p40,AC,2015,931.622
p45,p40,AC,2020,931.622
p45,p40,AC,2023,931.622
p45,p40,AC,2026,931.622
p45,p40,AC,2029,931.622
p45,p40,AC,2032,931.622
p45,p40,AC,2035,931.622
p45,p40,AC,2038,931.622
p45,p40,AC,2041,931.622
p45,p40,AC,2044,931.622
p45,p40,AC,2047,931.622
p45,p40,AC,2050,931.622
p45,p41,AC,2010,1912.0
p45,p41,AC,2015,1912.0
p45,p41,AC,2020,1912.0
p45,p41,AC,2023,1912.0
p45,p41,AC,2026,1912.0
p45,p41,AC,2029,1912.0
p45,p41,AC,2032,1912.0
p45,p41,AC,2035,1912.0
p45,p41,AC,2038,1912.0
p45,p41,AC,2041,1912.0
p45,p41,AC,2044,1912.0
p45,p41,AC,2047,1912.0
p45,p41,AC,2050,1912.0
p45,p44,AC,2010,10.939
p45,p44,AC,2015,10.939
p45,p44,AC,2020,10.939
p45,p44,AC,2023,10.939
p45,p44,AC,2026,10.939
p45,p44,AC,2029,10.939
p45,p44,AC,2032,10.939
p45,p44,AC,2035,10.939
p45,p44,AC,2038,10.939
p45,p44,AC,2041,10.939
p45,p44,AC,2044,10.939
p45,p44,AC,2047,10.939
p45,p44,AC,2050,10.939
p45,p54,AC,2010,130.357
p45,p54,AC,2015,130.357
p45,p54,AC,2020,130.357
p45,p54,AC,2023,130.357
p45,p54,AC,2026,130.357
p45,p54,AC,2029,130.357
p45,p54,AC,2032,130.357
p45,p54,AC,2035,130.357
p45,p54,AC,2038,130.357
p45,p54,AC,2041,130.357
p45,p54,AC,2044,130.357
p45,p54,AC,2047,130.357
p45,p54,AC,2050,130.357
p45,p68,AC,2010,2016.746
p45,p68,AC,2015,2016.746
p45,p68,AC,2020,2016.746
p45,p68,AC,2023,2016.746
p45,p68,AC,2026,2016.746
p45,p68,AC,2029,2016.746
p45,p68,AC,2032,2016.746
p45,p68,AC,2035,2016.746
p45,p68,AC,2038,2016.746
p45,p68,AC,2041,2016.746
p45,p68,AC,2044,2016.746
p45,p68,AC,2047,2016.746
p45,p68,AC,2050,2016.746
p45,p69,AC,2010,1634.868
p45,p69,AC,2015,1634.868
p45,p69,AC,2020,1634.868
p45,p69,AC,2023,1634.868
p45,p69,AC,2026,1634.868
p45,p69,AC,2029,1634.868
p45,p69,AC,2032,1634.868
p45,p69,AC,2035,1634.868
p45,p69,AC,2038,1634.868
p45,p69,AC,2041,1634.868
p45,p69,AC,2044,1634.868
p45,p69,AC,2047,1634.868
p45,p69,AC,2050,1634.868
p45,p70,AC,2010,2751.577
p45,p70,AC,2015,2751.577
p45,p70,AC,2020,2751.577
p45,p70,AC,2023,2751.577
p45,p70,AC,2026,2751.577
p45,p70,AC,2029,2751.577
p45,p70,AC,2032,5124.577
p45,p70,AC,2035,5124.577
p45,p70,AC,2038,5124.577
p45,p70,AC,2041,5124.577
p45,p70,AC,2044,5124.577
p45,p70,AC,2047,5124.577
p45,p70,AC,2050,5124.577
p46,p43,AC,2010,3595.422
p46,p43,AC,2015,3595.422
p46,p43,AC,2020,3595.422
p46,p43,AC,2023,3595.422
p46,p43,AC,2026,3595.422
p46,p43,AC,2029,3595.422
p46,p43,AC,2032,3595.422
p46,p43,AC,2035,3595.422
p46,p43,AC,2038,3595.422
p46,p43,AC,2041,3595.422
p46,p43,AC,2044,3595.422
p46,p43,AC,2047,3595.422
p46,p43,AC,2050,3595.422
p46,p68,AC,2010,22.296
p46,p68,AC,2015,22.296
p46,p68,AC,2020,22.296
p46,p68,AC,2023,22.296
p46,p68,AC,2026,22.296
p46,p68,AC,2029,22.296
p46,p68,AC,2032,560.111937
p46,p68,AC,2035,560.111937
p46,p68,AC,2038,560.111937
p46,p68,AC,2041,560.111937
p46,p68,AC,2044,560.111937
p46,p68,AC,2047,560.111937
p46,p68,AC,2050,560.111937
p46,p74,AC,2010,22.929
p46,p74,AC,2015,22.929
p46,p74,AC,2020,22.929
p46,p74,AC,2023,22.929
p46,p74,AC,2026,22.929
p46,p74,AC,2029,22.929
p46,p74,AC,2032,22.929
p46,p74,AC,2035,22.929
p46,p74,AC,2038,22.929
p46,p74,AC,2041,22.929
p46,p74,AC,2044,22.929
p46,p74,AC,2047,22.929
p46,p74,AC,2050,22.929
p46,p75,AC,2010,1092.0
p46,p75,AC,2015,1092.0
p46,p75,AC,2020,1092.0
p46,p75,AC,2023,1092.0
p46,p75,AC,2026,1092.0
p46,p75,AC,2029,1092.0
p46,p75,AC,2032,1092.0
p46,p75,AC,2035,1092.0
p46,p75,AC,2038,1092.0
p46,p75,AC,2041,1092.0
p46,p75,AC,2044,1092.0
p46,p75,AC,2047,1092.0
p46,p75,AC,2050,1092.0
p46,p76,AC,2010,1195.1
p46,p76,AC,2015,1195.1
p46,p76,AC,2020,1195.1
p46,p76,AC,2023,1195.1
p46,p76,AC,2026,1195.1
p46,p76,AC,2029,1195.1
p46,p76,AC,2032,1195.1
p46,p76,AC,2035,1195.1
p46,p76,AC,2038,1195.1
p46,p76,AC,2041,1195.1
p46,p76,AC,2044,1195.1
p46,p76,AC,2047,1195.1
p46,p76,AC,2050,1195.1
p46,p77,AC,2010,338.226
p46,p77,AC,2015,338.226
p46,p77,AC,2020,338.226
p46,p77,AC,2023,338.226
p46,p77,AC,2026,338.226
p46,p77,AC,2029,338.226
p46,p77,AC,2032,937.670078
p46,p77,AC,2035,937.670078
p46,p77,AC,2038,937.670078
p46,p77,AC,2041,1206.171227
p46,p77,AC,2044,1476.320214
p46,p77,AC,2047,1476.320214
p46,p77,AC,2050,1658.977731
p46,p78,AC,2010,1232.377
p46,p78,AC,2015,1232.377
p46,p78,AC,2020,1232.377
p46,p78,AC,2023,1232.377
p46,p78,AC,2026,1232.377
p46,p78,AC,2029,1232.377
p46,p78,AC,2032,1232.377
p46,p78,AC,2035,1232.377
p46,p78,AC,2038,1232.377
p46,p78,AC,2041,1232.377
p46,p78,AC,2044,1232.377
p46,p78,AC,2047,1232.377
p46,p78,AC,2050,1232.377
p47,p31,B2B,2010,200.0
p47,p31,B2B,2015,200.0
p47,p31,B2B,2020,200.0
p47,p31,B2B,2023,200.0
p47,p31,B2B,2026,200.0
p47,p31,B2B,2029,200.0
p47,p31,B2B,2032,439.08371
p47,p31,B2B,2035,851.101328
p47,p31,B2B,2038,851.101328
p47,p31,B2B,2041,1140.605502
p47,p31,B2B,2044,1140.605502
p47,p31,B2B,2047,1216.927551
p47,p31,B2B,2050,1234.907892
p47,p48,AC,2010,1293.736
p47,p48,AC,2015,1293.736
p47,p48,AC,2020,1293.736
p47,p48,AC,2023,1293.736
p47,p48,AC,2026,1293.736
p47,p48,AC,2029,1293.736
p47,p48,AC,2032,1293.736
p47,p48,AC,2035,1293.736
p47,p48,AC,2038,1293.736
p47,p48,AC,2041,1293.736
p47,p48,AC,2044,1293.736
p47,p48,AC,2047,1303.492386
p47,p48,AC,2050,1315.353352
p48,p31,B2B,2010,200.0
p48,p31,B2B,2015,200.0
p48,p31,B2B,2020,200.0
p48,p31,B2B,2023,200.0
p48,p31,B2B,2026,200.0
p48,p31,B2B,2029,200.0
p48,p31,B2B,2032,200.0
p48,p31,B2B,2035,496.093828
p48,p31,B2B,2038,496.093828
p48,p31,B2B,2041,1779.611347
p48,p31,B2B,2044,1779.611347
p48,p31,B2B,2047,1779.611347
p48,p31,B2B,2050,2028.483882
p48,p47,AC,2010,820.277
p48,p47,AC,2015,820.277
p48,p47,AC,2020,820.277
p48,p47,AC,2023,820.277
p48,p47,AC,2026,820.277
p48,p47,AC,2029,820.277
p48,p47,AC,2032,820.277
p48,p47,AC,2035,820.277
p48,p47,AC,2038,820.277
p48,p47,AC,2041,820.277
p48,p47,AC,2044,820.277
p48,p47,AC,2047,830.033386
p48,p47,AC,2050,841.894352
p48,p49,AC,2010,562.819
p48,p49,AC,2015,562.819
p48,p49,AC,2020,562.819
p48,p49,AC,2023,562.819
p48,p49,AC,2026,562.819
p48,p49,AC,2029,562.819
p48,p49,AC,2032,721.692682
p48,p49,AC,2035,1216.773039
p48,p49,AC,2038,1248.052986
p48,p49,AC,2041,1471.730644
p48,p49,AC,2044,1471.730644
p48,p49,AC,2047,1539.522641
p48,p49,AC,2050,1740.10027
p48,p50,AC,2010,1170.579
p48,p50,AC,2015,1170.579
p48,p50,AC,2020,1170.579
p48,p50,AC,2023,1170.579
p48,p50,AC,2026,1170.579
p48,p50,AC,2029,1170.579
p48,p50,AC,2032,1170.579
p48,p50,AC,2035,1170.579
p48,p50,AC,2038,1170.579
p48,p50,AC,2041,1492.650044
p48,p50,AC,2044,1591.571371
p48,p50,AC,2047,1596.241467
p48,p50,AC,2050,1596.241467
p49,p48,AC,2010,684.164
p49,p48,AC,2015,684.164
p49,p48,AC,2020,684.164
p49,p48,AC,2023,684.164
p49,p48,AC,2026,684.164
p49,p48,AC,2029,684.164
p49,p48,AC,2032,843.037682
p49,p48,AC,2035,1338.118039
p49,p48,AC,2038,1369.397986
p49,p48,AC,2041,1593.075644
p49,p48,AC,2044,1593.075644
p49,p48,AC,2047,1660.867641
p49,p48,AC,2050,1861.44527
p49,p50,AC,2010,3432.0
p49,p50,AC,2015,3432.0
p49,p50,AC,2020,3432.0
p49,p50,AC,2023,3432.0
p49,p50,AC,2026,3432.0
p49,p50,AC,2029,3432.0
p49,p50,AC,2032,3432.0
p49,p50,AC,2035,3432.0
p49,p50,AC,2038,3432.0
p49,p50,AC,2041,3432.0
p49,p50,AC,2044,3432.0
p49,p50,AC,2047,3432.0
p49,p50,AC,2050,3432.0
p49,p52,AC,2010,956.1
p49,p52,AC,2015,956.1
p49,p52,AC,2020,956.1
p49,p52,AC,2023,956.1
p49,p52,AC,2026,956.1
p49,p52,AC,2029,956.1
p49,p52,AC,2032,956.1
