eall,r,t,dr,Value
CH4,p1,2020,2.5,586312207.221
CH4,p1,2020,2.0,721615024.272
CH4,p1,2020,1.5,1037321597.3909999
CH4,p1,2023,2.5,243359435.15883997
CH4,p1,2023,2.0,302554973.44071996
CH4,p1,2023,1.5,422590370.51230997
CH4,p1,2026,2.5,755602199.3313999
CH4,p1,2026,2.0,946778659.4031999
CH4,p1,2026,1.5,1292717015.7236
CH4,p1,2029,2.5,512875381.6500799
CH4,p1,2029,2.0,646668959.4718399
CH4,p1,2029,1.5,866870889.6368198
CH4,p1,2032,2.5,344146059.19504
CH4,p1,2032,2.0,431017879.96272004
CH4,p1,2032,1.5,568008058.8656
CH4,p1,2035,2.5,270357680.96760005
CH4,p1,2035,2.0,335008430.76420003
CH4,p1,2035,1.5,434923225.90440005
CH4,p1,2038,2.5,2535212427.60666
CH4,p1,2038,2.0,3114119202.41448
CH4,p1,2038,1.5,3992460515.916
CH4,p1,2041,2.5,4250087780.7594
CH4,p1,2041,2.0,5182660998.8397
CH4,p1,2041,1.5,6589164868.731299
CH4,p1,2044,2.5,4543734529.75268
CH4,p1,2044,2.0,5506645158.57444
CH4,p1,2044,1.5,6981102058.95776
CH4,p1,2047,2.5,4587387421.29186
CH4,p1,2047,2.0,5530194038.5512295
CH4,p1,2047,1.5,6993655056.38667
CH4,p1,2050,2.5,5021007512.5105
CH4,p1,2050,2.0,6025209015.0126
CH4,p1,2050,1.5,7603239947.5159
CH4,p10,2020,2.5,3363647659.0755997
CH4,p10,2020,2.0,4139874041.9392
CH4,p10,2020,1.5,5951068935.2876
CH4,p10,2023,2.5,6152381499.653641
CH4,p10,2023,2.0,7648906729.299121
CH4,p10,2023,1.5,10683527333.858011
CH4,p10,2026,2.5,5125553957.714621
CH4,p10,2026,2.0,6422380862.678561
CH4,p10,2026,1.5,8769020024.041882
CH4,p10,2029,2.5,6898637011.37776
CH4,p10,2029,2.0,8698281449.12848
CH4,p10,2029,1.5,11660196252.92654
CH4,p10,2032,2.5,16145043864.781599
CH4,p10,2032,2.0,20220491830.6488
CH4,p10,2032,1.5,26647159776.823997
CH4,p10,2035,2.5,16525265116.157
CH4,p10,2035,2.0,20476958948.281498
CH4,p10,2035,1.5,26584122143.383
CH4,p10,2038,2.5,20172412118.003384
CH4,p10,2038,2.0,24778710948.098644
CH4,p10,2038,1.5,31767578138.588005
CH4,p10,2041,2.5,19654887136.58398
CH4,p10,2041,2.0,23967650141.37399
CH4,p10,2041,1.5,30472145164.99171
CH4,p10,2044,2.5,19073171037.052856
CH4,p10,2044,2.0,23115167548.216377
CH4,p10,2044,1.5,29304474705.935516
CH4,p10,2047,2.5,19853180272.296642
CH4,p10,2047,2.0,23933435113.535522
CH4,p10,2047,1.5,30266965016.35408
CH4,p10,2050,2.5,20591272743.436497
CH4,p10,2050,2.0,24709527292.1238
CH4,p10,2050,1.5,31181070154.3467
CH4,p100,2020,2.5,798081179.0523
CH4,p100,2020,2.0,982253758.8336
CH4,p100,2020,1.5,1411989778.3233001
CH4,p100,2023,2.5,913102777.7388
CH4,p100,2023,2.0,1135208858.8104
CH4,p100,2023,1.5,1585590634.3167002
CH4,p100,2026,2.5,1242698261.07144
CH4,p100,2026,2.0,1557115893.39072
CH4,p100,2026,1.5,2126062085.20656
CH4,p100,2029,2.5,921528716.19496
CH4,p100,2029,2.0,1161927511.72408
CH4,p100,2029,1.5,1557583862.69909
CH4,p100,2032,2.5,651457632.2018
CH4,p100,2032,2.0,815903248.0974001
CH4,p100,2032,1.5,1075221334.7020001
CH4,p100,2035,2.5,223745170.71840003
CH4,p100,2035,2.0,277249450.6728
CH4,p100,2035,1.5,359937883.32960004
CH4,p100,2038,2.5,173707479.73446003
CH4,p100,2038,2.0,213372967.23288003
CH4,p100,2038,1.5,273555086.19600004
CH4,p100,2041,2.5,258426604.01684
CH4,p100,2041,2.0,315131722.16442
CH4,p100,2041,1.5,400654195.43618
CH4,p100,2044,2.5,356572357.38530004
CH4,p100,2044,2.0,432137360.2749
CH4,p100,2044,1.5,547846270.9496
CH4,p101,2020,2.5,20378385178.353798
CH4,p101,2020,2.0,25081089450.2816
CH4,p101,2020,1.5,36054066084.7798
CH4,p101,2023,2.5,21451059037.183838
CH4,p101,2023,2.0,26668884208.390717
CH4,p101,2023,1.5,37249474138.893555
CH4,p101,2026,2.5,20349797452.1065
CH4,p101,2026,2.0,25498541385.771996
CH4,p101,2026,1.5,34815316122.881
CH4,p101,2029,2.5,17731954957.096
CH4,p101,2029,2.0,22357682337.208
CH4,p101,2029,1.5,29970858650.309
CH4,p101,2032,2.5,16119936393.88758
CH4,p101,2032,2.0,20189046551.567944
CH4,p101,2032,1.5,26605720261.756203
CH4,p101,2035,2.5,16009931710.581799
CH4,p101,2035,2.0,19838393641.3731
CH4,p101,2035,1.5,25755107534.4142
CH4,p101,2038,2.5,18279030895.603977
CH4,p101,2038,2.0,22452982832.39544
CH4,p101,2038,1.5,28785875426.148
CH4,p101,2041,2.5,21504303423.616657
CH4,p101,2041,2.0,26222873599.302326
CH4,p101,2041,1.5,33339405667.549564
CH4,p101,2044,2.5,24324602761.20026
CH4,p101,2044,2.0,29479485465.56058
CH4,p101,2044,1.5,37372899606.61232
CH4,p101,2047,2.5,24202553221.6802
CH4,p101,2047,2.0,29176697595.461098
CH4,p101,2047,1.5,36897757518.9419
CH4,p101,2050,2.5,24030630419.3165
CH4,p101,2050,2.0,28836756503.179802
CH4,p101,2050,1.5,36389240349.2507
CH4,p102,2020,2.5,8159827869.7117
CH4,p102,2020,2.0,10042865070.4144
CH4,p102,2020,1.5,14436618538.7207
CH4,p102,2023,2.5,9082660801.58068
CH4,p102,2023,2.0,11291956672.23544
CH4,p102,2023,1.5,15771917743.28537
CH4,p102,2026,2.5,8345169748.05932
CH4,p102,2026,2.0,10456598238.53216
CH4,p102,2026,1.5,14277278364.14968
CH4,p102,2029,2.5,7818167143.1192
CH4,p102,2029,2.0,9857689006.5416
CH4,p102,2029,1.5,13214402073.4243
CH4,p102,2032,2.5,7939005995.72964
CH4,p102,2032,2.0,9943026926.69052
CH4,p102,2032,1.5,13103213779.3596
CH4,p102,2035,2.5,9052450490.6246
CH4,p102,2035,2.0,11217166912.295698
CH4,p102,2035,1.5,14562637745.7874
CH4,p102,2038,2.5,11645946829.502478
CH4,p102,2038,2.0,14305257522.853437
CH4,p102,2038,1.5,18340073747.247997
CH4,p102,2041,2.5,14209946362.455078
CH4,p102,2041,2.0,17327956175.799538
CH4,p102,2041,1.5,22030528353.302658
CH4,p102,2044,2.5,17567325469.51462
CH4,p102,2044,2.0,21290202390.20646
CH4,p102,2044,1.5,26990857675.01584
CH4,p102,2047,2.5,19283949993.35752
CH4,p102,2047,2.0,23247215789.53836
CH4,p102,2047,1.5,29399150756.744442
CH4,p102,2050,2.5,21463079727.827503
CH4,p102,2050,2.0,25755695673.393
CH4,p102,2050,1.5,32501235016.424503
CH4,p103,2020,2.5,6798940208.398
CH4,p103,2020,2.0,8367926410.3359995
CH4,p103,2020,1.5,12028894214.858
CH4,p103,2023,2.5,6649241041.1656
CH4,p103,2023,2.0,8266623997.1248
CH4,p103,2023,1.5,11546317213.3754
CH4,p103,2026,2.5,6420734897.08098
CH4,p103,2026,2.0,8045258184.29424
CH4,p103,2026,1.5,10984871751.63252
CH4,p103,2029,2.5,5243335305.24952
CH4,p103,2029,2.0,6611161906.61896
CH4,p103,2029,1.5,8862376521.37283
CH4,p103,2032,2.5,4421715270.40794
CH4,p103,2032,2.0,5537876406.62742
CH4,p103,2032,1.5,7297976659.896601
CH4,p103,2035,2.5,2658049626.173
CH4,p103,2035,2.0,3293670188.9535
CH4,p103,2035,1.5,4275992876.8869996
CH4,p103,2038,2.5,8513046490.6801815
CH4,p103,2038,2.0,10456970492.489042
CH4,p103,2038,1.5,13406372426.268002
CH4,p103,2041,2.5,12933782079.79066
CH4,p103,2041,2.0,15771770233.98933
CH4,p103,2041,1.5,20052014663.27257
CH4,p103,2044,2.5,16910429351.179178
CH4,p103,2044,2.0,20494096498.44894
CH4,p103,2044,1.5,25981586817.705757
CH4,p103,2047,2.5,20618633422.216442
CH4,p103,2047,2.0,24856205321.874424
CH4,p103,2047,1.5,31433928867.612183
CH4,p103,2050,2.5,25572674699.981503
CH4,p103,2050,2.0,30687209639.977802
CH4,p103,2050,1.5,38724335974.257706
CH4,p104,2020,2.5,798722582.4227
CH4,p104,2020,2.0,983043178.3664001
CH4,p104,2020,1.5,1413124568.9017003
CH4,p104,2023,2.5,995549363.6504399
CH4,p104,2023,2.0,1237710019.6735198
CH4,p104,2023,1.5,1728758016.6092098
CH4,p104,2026,2.5,1130180319.07656
CH4,p104,2026,2.0,1416129556.43328
CH4,p104,2026,1.5,1933561509.74544
CH4,p104,2029,2.5,605966575.0807999
CH4,p104,2029,2.0,764044812.0584
CH4,p104,2029,1.5,1024215243.7507
CH4,p104,2032,2.5,252525303.38792002
CH4,p104,2032,2.0,316269554.72856003
CH4,p104,2032,1.5,416789335.68880004
CH4,p104,2035,2.5,315695340.87799996
CH4,p104,2035,2.0,391187705.001
CH4,p104,2035,1.5,507857722.282
CH4,p104,2038,2.5,314414262.36148
CH4,p104,2038,2.0,386209645.10544
CH4,p104,2038,1.5,495140570.648
CH4,p104,2041,2.5,511695759.82879996
CH4,p104,2041,2.0,623974325.8343999
CH4,p104,2041,1.5,793312490.9575999
CH4,p104,2044,2.5,1000842329.39566
CH4,p104,2044,2.0,1212941366.08878
CH4,p104,2044,1.5,1537718016.02512
CH4,p104,2047,2.5,1509988448.79936
CH4,p104,2047,2.0,1820323498.0924802
CH4,p104,2047,1.5,2302037604.45792
CH4,p104,2050,2.5,2064756269.6425
CH4,p104,2050,2.0,2477707523.571
CH4,p104,2050,1.5,3126630922.6015
CH4,p105,2020,2.5,2970376335.6995
CH4,p105,2020,2.0,3655847797.784
CH4,p105,2020,1.5,5255281209.3145
CH4,p105,2023,2.5,2460213552.6511197
CH4,p105,2023,2.0,3058643876.26896
CH4,p105,2023,1.5,4272127588.04958
CH4,p105,2026,2.5,3391501345.8589
CH4,p105,2026,2.0,4249592047.8232
CH4,p105,2026,1.5,5802327603.7586
CH4,p105,2029,2.5,2728175181.3415203
CH4,p105,2029,2.0,3439873054.73496
CH4,p105,2029,1.5,4611209138.028331
CH4,p105,2032,2.5,1607041664.3783
CH4,p105,2032,2.0,2012702667.0369
CH4,p105,2032,1.5,2652398863.537
CH4,p105,2035,2.5,1242489692.7792
CH4,p105,2035,2.0,1539606793.2264
CH4,p105,2035,1.5,1998787766.6448
CH4,p105,2038,2.5,1268588667.4912
CH4,p105,2038,2.0,1558266394.7136
CH4,p105,2038,1.5,1997777429.12
CH4,p105,2041,2.5,1402378836.4196799
CH4,p105,2041,2.0,1710095055.92184
CH4,p105,2041,1.5,2174191649.26936
CH4,p105,2044,2.5,2137650983.6447601
CH4,p105,2044,2.0,2590663112.6290803
CH4,p105,2044,1.5,3284337935.13632
CH4,p105,2047,2.5,4704258308.812079
CH4,p105,2047,2.0,5671084402.954439
CH4,p105,2047,1.5,7171829384.906759
CH4,p105,2050,2.5,5927338936.907499
CH4,p105,2050,2.0,7112806724.289
CH4,p105,2050,1.5,8975684675.8885
CH4,p106,2020,2.5,942271879.2434999
CH4,p106,2020,2.0,1159719235.9919999
CH4,p106,2020,1.5,1667096401.7384999
CH4,p106,2023,2.5,186519356.54775998
CH4,p106,2023,2.0,231888929.76207998
CH4,p106,2023,1.5,323888342.11333996
CH4,p106,2026,2.5,178214326.7705
CH4,p106,2026,2.0,223304698.604
CH4,p106,2026,1.5,304896800.017
CH4,p106,2029,2.5,142936162.14512
CH4,p106,2029,2.0,180223856.61776
CH4,p106,2029,1.5,241593187.10397997
CH4,p106,2032,2.5,133811857.26384
CH4,p106,2032,2.0,167589607.64112002
CH4,p106,2032,1.5,220854521.6976
CH4,p106,2035,2.5,143748892.987
CH4,p106,2035,2.0,178123628.2665
CH4,p106,2035,1.5,231248219.153
CH4,p106,2038,2.5,2282524537.70278
CH4,p106,2038,2.0,2803730928.20184
CH4,p106,2038,1.5,3594526831.028
CH4,p106,2041,2.5,3791664028.3975205
CH4,p106,2041,2.0,4623647861.966761
CH4,p106,2041,1.5,5878443151.940041
CH4,p106,2044,2.5,4361277845.0152
CH4,p106,2044,2.0,5285522156.5416
CH4,p106,2044,1.5,6700771258.5664
CH4,p106,2047,2.5,4663646831.675839
CH4,p106,2047,2.0,5622126395.241119
CH4,p106,2047,1.5,7109915568.536479
CH4,p106,2050,2.5,5770120367.854501
CH4,p106,2050,2.0,6924144441.425401
CH4,p106,2050,1.5,8737610842.751102
CH4,p107,2020,2.5,2680207315.4414997
CH4,p107,2020,2.0,3298716695.928
CH4,p107,2020,1.5,4741905250.3965
CH4,p107,2023,2.5,4681222309.69024
CH4,p107,2023,2.0,5819898006.64192
CH4,p107,2023,1.5,8128879281.01616
CH4,p107,2026,2.5,4558920290.50068
CH4,p107,2026,2.0,5712382050.74784
CH4,p107,2026,1.5,7799598569.29032
CH4,p107,2029,2.5,3164820606.9640803
CH4,p107,2029,2.0,3990425982.69384
CH4,p107,2029,1.5,5349234830.24907
CH4,p107,2032,2.5,1371522863.44946
CH4,p107,2032,2.0,1717732518.30078
CH4,p107,2032,1.5,2263678512.4894
CH4,p107,2035,2.5,1167968678.0606
CH4,p107,2035,2.0,1447265535.8577
CH4,p107,2035,1.5,1878906134.2714
CH4,p107,2038,2.5,1277549959.23076
CH4,p107,2038,2.0,1569273965.66928
CH4,p107,2038,1.5,2011889699.576
CH4,p107,2041,2.5,1715504343.24612
CH4,p107,2041,2.0,2091927958.13106
CH4,p107,2041,1.5,2659648819.92474
CH4,p107,2044,2.5,1710772461.46812
CH4,p107,2044,2.0,2073320267.8719602
CH4,p107,2044,1.5,2628471596.42784
CH4,p107,2047,2.5,1950763159.9055803
CH4,p107,2047,2.0,2351686876.8186903
CH4,p107,2047,1.5,2974016228.44501
CH4,p107,2050,2.5,1489654943.5215
CH4,p107,2050,2.0,1787585932.2258
CH4,p107,2050,1.5,2255763200.1897
CH4,p108,2020,2.5,1187267397.5708
CH4,p108,2020,2.0,1461252181.6255999
CH4,p108,2020,1.5,2100550011.0867999
CH4,p108,2023,2.5,972232861.8905599
CH4,p108,2023,2.0,1208721936.40448
CH4,p108,2023,1.5,1688269226.3910398
CH4,p108,2026,2.5,1245157117.12752
CH4,p108,2026,2.0,1560196869.6537602
CH4,p108,2026,1.5,2130268802.7964802
CH4,p108,2029,2.5,783563308.51696
CH4,p108,2029,2.0,987971128.1300801
CH4,p108,2029,1.5,1324392331.24334
CH4,p108,2032,2.5,584947927.6160799
CH4,p108,2032,2.0,732604686.0434399
CH4,p108,2032,1.5,965448035.8711998
CH4,p108,2035,2.5,504804776.6548
CH4,p108,2035,2.0,625518962.3766
CH4,p108,2035,1.5,812077249.4011999
CH4,p108,2038,2.5,529522365.07557994
CH4,p108,2038,2.0,650436920.88024
CH4,p108,2038,1.5,833893488.308
CH4,p108,2041,2.5,575222792.1854401
CH4,p108,2041,2.0,701440742.98872
CH4,p108,2041,1.5,891802242.5608801
CH4,p108,2044,2.5,619206044.9444
CH4,p108,2044,2.0,750428518.0452
CH4,p108,2044,1.5,951362929.9807999
CH4,p108,2047,2.5,664290421.23338
CH4,p108,2047,2.0,800816366.7015901
CH4,p108,2047,1.5,1012737237.2791101
CH4,p108,2050,2.5,653812626.6315
CH4,p108,2050,2.0,784575151.9578
CH4,p108,2050,1.5,990059120.3277
CH4,p109,2020,2.5,6669819421.8123
CH4,p109,2020,2.0,8209008519.1536
CH4,p109,2020,1.5,11800449746.283298
CH4,p109,2023,2.5,5663311979.9576
CH4,p109,2023,2.0,7040874353.460799
CH4,p109,2023,1.5,9834264721.9534
CH4,p109,2026,2.5,6128325456.34434
CH4,p109,2026,2.0,7678865632.045919
CH4,p109,2026,1.5,10484604997.60116
CH4,p109,2029,2.5,7683329774.57248
CH4,p109,2029,2.0,9687676672.28704
CH4,p109,2029,1.5,12986497608.10892
CH4,p109,2032,2.5,5282631025.652101
CH4,p109,2032,2.0,6616110702.030301
CH4,p109,2032,1.5,8718905576.319
CH4,p109,2035,2.5,2310256776.1953
CH4,p109,2035,2.0,2862709483.54635
CH4,p109,2035,1.5,3716500031.2707
CH4,p109,2038,2.5,2497194909.77596
CH4,p109,2038,2.0,3067420519.0948796
CH4,p109,2038,1.5,3932590409.0959997
CH4,p109,2041,2.5,2608422375.19706
CH4,p109,2041,2.0,3180774047.45253
CH4,p109,2041,1.5,4043992962.9853697
CH4,p109,2044,2.5,3760542837.46878
CH4,p109,2044,2.0,4557479067.92574
CH4,p109,2044,1.5,5777787670.812961
CH4,p109,2047,2.5,3535051783.7605996
CH4,p109,2047,2.0,4261580831.3433
CH4,p109,2047,1.5,5389327412.6657
CH4,p109,2050,2.5,3968806460.8009996
CH4,p109,2050,2.0,4762567752.9612
CH4,p109,2050,1.5,6009906926.3558
CH4,p11,2020,2.5,424428761.1434
CH4,p11,2020,2.0,522373859.8688
CH4,p11,2020,1.5,750912423.5613999
CH4,p11,2023,2.5,896021272.27028
CH4,p11,2023,2.0,1113972392.5522401
CH4,p11,2023,1.5,1555928830.90177
CH4,p11,2026,2.5,794195834.45782
CH4,p11,2026,2.0,995136949.20016
CH4,p11,2026,1.5,1358744680.63868
CH4,p11,2029,2.5,1099880003.0172
CH4,p11,2029,2.0,1386805221.1956
CH4,p11,2029,1.5,1859036309.4475498
CH4,p11,2032,2.5,2096295602.4905999
CH4,p11,2032,2.0,2625457599.2358
CH4,p11,2032,1.5,3459905363.334
CH4,p11,2035,2.5,2820697066.3687997
CH4,p11,2035,2.0,3495211582.2395997
CH4,p11,2035,1.5,4537643106.7671995
CH4,p11,2038,2.5,4005294854.2253604
CH4,p11,2038,2.0,4919889742.198081
CH4,p11,2038,1.5,6307550951.536
CH4,p11,2041,2.5,4828772383.5879
CH4,p11,2041,2.0,5888323158.40395
CH4,p11,2041,1.5,7486334163.04455
CH4,p11,2044,2.5,4484703176.571899
CH4,p11,2044,2.0,5435103849.7527
CH4,p11,2044,1.5,6890404880.5608
CH4,p11,2047,2.5,4700731408.983701
CH4,p11,2047,2.0,5666832649.4803505
CH4,p11,2047,1.5,7166452485.47515
CH4,p11,2050,2.5,4935074022.5325
CH4,p11,2050,2.0,5922088827.0390005
CH4,p11,2050,1.5,7473112091.2635
CH4,p110,2020,2.5,515137336.3201
CH4,p110,2020,2.0,634015183.1632
CH4,p110,2020,1.5,911396825.7971001
CH4,p110,2023,2.5,122689829.43792
CH4,p110,2023,2.0,152533301.46336
CH4,p110,2023,1.5,213049230.84828
CH4,p110,2026,2.5,159992544.98369998
CH4,p110,2026,2.0,200472586.4856
CH4,p110,2026,1.5,273722185.39379996
CH4,p110,2029,2.5,185925454.5588
CH4,p110,2029,2.0,234427747.05240002
CH4,p110,2029,1.5,314254436.78145003
CH4,p110,2032,2.5,1170472280.82716
CH4,p110,2032,2.0,1465931303.1718798
CH4,p110,2032,1.5,1931847453.7924
CH4,p110,2035,2.5,1075981933.8806
CH4,p110,2035,2.0,1333281961.5477
CH4,p110,2035,1.5,1730927458.8514
CH4,p110,2038,2.5,1195320741.72102
CH4,p110,2038,2.0,1468267997.70456
CH4,p110,2038,1.5,1882394868.852
CH4,p110,2041,2.5,1339415372.7742798
CH4,p110,2041,2.0,1633315868.23914
CH4,p110,2041,1.5,2076575631.8910599
CH4,p110,2044,2.5,1610490668.5401602
CH4,p110,2044,2.0,1951786704.25728
CH4,p110,2044,1.5,2474396258.94912
CH4,p110,2047,2.5,1730986369.5356798
CH4,p110,2047,2.0,2086741236.89424
CH4,p110,2047,1.5,2638957747.42096
CH4,p110,2050,2.5,1781703524.9895
CH4,p110,2050,2.0,2138044229.9874
CH4,p110,2050,1.5,2698008194.9841
CH4,p111,2020,2.5,4027425346.3132005
CH4,p111,2020,2.0,4956831195.4624
CH4,p111,2020,1.5,7125444843.4772005
CH4,p111,2023,2.5,4128070089.782
CH4,p111,2023,2.0,5132195246.756
CH4,p111,2023,1.5,7168337926.1755
CH4,p111,2026,2.5,5161744252.857181
CH4,p111,2026,2.0,6467727738.51984
CH4,p111,2026,1.5,8830935950.67132
CH4,p111,2029,2.5,6473840619.482321
CH4,p111,2029,2.0,8162668607.173361
CH4,p111,2029,1.5,10942198003.581532
CH4,p111,2032,2.5,5067825975.307061
CH4,p111,2032,2.0,6347083017.617581
CH4,p111,2032,1.5,8364372968.953402
CH4,p111,2035,2.5,5153990449.534299
CH4,p111,2035,2.0,6386466426.596849
CH4,p111,2035,1.5,8291202027.511699
CH4,p111,2038,2.5,7846355754.343721
CH4,p111,2038,2.0,9638043288.800161
CH4,p111,2038,1.5,12356465754.872002
CH4,p111,2041,2.5,9422989912.0229
CH4,p111,2041,2.0,11490624389.121449
CH4,p111,2041,1.5,14609023928.352049
CH4,p111,2044,2.5,12185463948.19904
CH4,p111,2044,2.0,14767813923.976318
CH4,p111,2044,1.5,18722037324.385277
CH4,p111,2047,2.5,13601931722.100962
CH4,p111,2047,2.0,16397420757.011282
CH4,p111,2047,1.5,20736687318.66312
CH4,p111,2050,2.5,14974203403.162502
CH4,p111,2050,2.0,17969044083.795002
CH4,p111,2050,1.5,22675222296.217503
CH4,p112,2020,2.5,9474786830.8587
CH4,p112,2020,2.0,11661276099.5184
CH4,p112,2020,1.5,16763084393.057701
CH4,p112,2023,2.5,11765218530.499159
CH4,p112,2023,2.0,14627028443.32328
CH4,p112,2023,1.5,20430142988.77219
CH4,p112,2026,2.5,12139491017.83808
CH4,p112,2026,2.0,15210928504.27904
CH4,p112,2026,1.5,20768767765.45792
CH4,p112,2029,2.5,11005998594.526241
CH4,p112,2029,2.0,13877128662.66352
CH4,p112,2029,1.5,18602530233.13946
CH4,p112,2032,2.5,15383659685.30234
CH4,p112,2032,2.0,19266913586.446617
CH4,p112,2032,1.5,25390506276.712597
CH4,p112,2035,2.5,15989323944.0341
CH4,p112,2035,2.0,19812857930.650948
CH4,p112,2035,1.5,25721955909.9679
CH4,p112,2038,2.5,21531239093.20658
CH4,p112,2038,2.0,26447821248.34824
CH4,p112,2038,1.5,33907463138.907997
CH4,p112,2041,2.5,26750007594.82272
CH4,p112,2041,2.0,32619613577.85936
CH4,p112,2041,1.5,41472134076.86544
CH4,p112,2044,2.5,29408242015.331963
CH4,p112,2044,2.0,35640452243.74668
CH4,p112,2044,1.5,45183524156.00672
CH4,p112,2047,2.5,31177686093.27776
CH4,p112,2047,2.0,37585370044.96368
CH4,p112,2047,1.5,47531625731.16272
CH4,p112,2050,2.5,35222401772.988495
CH4,p112,2050,2.0,42266882127.5862
CH4,p112,2050,1.5,53336779827.6683
CH4,p113,2020,2.5,187574981.3951
CH4,p113,2020,2.0,230861515.5632
CH4,p113,2020,1.5,331863428.6221
CH4,p113,2023,2.5,99239268.00672
CH4,p113,2023,2.0,123378549.41376
CH4,p113,2023,1.5,172327647.82248002
CH4,p113,2026,2.5,82977044.55387999
CH4,p113,2026,2.0,103971236.54944
CH4,p113,2026,1.5,141960726.82712
CH4,p113,2029,2.5,82189539.54392
CH4,p113,2029,2.0,103630288.99016
CH4,p113,2029,1.5,138918189.12043
CH4,p113,2032,2.5,4141982193.4681797
CH4,p113,2032,2.0,5187531096.673739
CH4,p113,2032,1.5,6836281290.1902
CH4,p113,2035,2.5,3069175914.679
CH4,p113,2035,2.0,3803109285.5805
CH4,p113,2035,1.5,4937369949.701
CH4,p113,2038,2.5,3531477785.36406
CH4,p113,2038,2.0,4337878224.54168
CH4,p113,2038,1.5,5561382339.156
CH4,p113,2041,2.5,4252733007.6465397
CH4,p113,2041,2.0,5185886653.20927
CH4,p113,2041,1.5,6593265921.926829
CH4,p113,2044,2.5,4877910634.60478
CH4,p113,2044,2.0,5911640040.61374
CH4,p113,2044,1.5,7494538193.5649605
CH4,p113,2047,2.5,5174983672.758019
CH4,p113,2047,2.0,6238553936.791109
CH4,p113,2047,1.5,7889468973.499189
CH4,p113,2050,2.5,5861538474.3055
CH4,p113,2050,2.0,7033846169.1666
CH4,p113,2050,1.5,8876043975.3769
CH4,p114,2020,2.5,1957418374.7768
CH4,p114,2020,2.0,2409130307.4175997
CH4,p114,2020,1.5,3463124816.9128
CH4,p114,2023,2.5,1145886842.98388
CH4,p114,2023,2.0,1424616075.06104
CH4,p114,2023,1.5,1989817017.88417
CH4,p114,2026,2.5,1195957329.36992
CH4,p114,2026,2.0,1498548942.82496
CH4,p114,2026,1.5,2046095671.9340801
CH4,p114,2029,2.5,625100323.4452001
CH4,p114,2029,2.0,788169973.0396
CH4,p114,2029,1.5,1056555437.99705
CH4,p114,2032,2.5,2291775071.99014
CH4,p114,2032,2.0,2870281400.84202
CH4,p114,2032,1.5,3782541380.9546
CH4,p114,2035,2.5,1662371363.1814997
CH4,p114,2035,2.0,2059894950.0292497
CH4,p114,2035,1.5,2674249584.2485
CH4,p114,2038,2.5,4078818009.05836
CH4,p114,2038,2.0,5010201648.92208
CH4,p114,2038,1.5,6423335447.336
CH4,p114,2041,2.5,4471160211.86714
CH4,p114,2041,2.0,5452242128.85957
CH4,p114,2041,1.5,6931906659.40553
CH4,p114,2044,2.5,5874168639.98374
CH4,p114,2044,2.0,7119025570.3114195
CH4,p114,2044,1.5,9025212744.875679
CH4,p114,2047,2.5,6294052286.628941
CH4,p114,2047,2.0,7587615179.89317
CH4,p114,2047,1.5,9595533700.78093
CH4,p114,2050,2.5,6710515720.926499
CH4,p114,2050,2.0,8052618865.111799
CH4,p114,2050,1.5,10161638091.6887
CH4,p115,2020,2.5,3494343405.8182
CH4,p115,2020,2.0,4300730345.6224
CH4,p115,2020,1.5,6182299871.8322
CH4,p115,2023,2.5,3025736574.15236
CH4,p115,2023,2.0,3761726551.64888
CH4,p115,2023,1.5,5254150672.68349
CH4,p115,2026,2.5,3536562436.0677605
CH4,p115,2026,2.0,4431355341.57888
CH4,p115,2026,1.5,6050504408.694241
CH4,p115,2029,2.5,3196712310.31808
CH4,p115,2029,2.0,4030637260.8358397
CH4,p115,2029,1.5,5403138741.896319
