i,r,t,Value
battery_4,p6,2026,-111.629448
battery_4,p6,2029,-246.392434
battery_4,p6,2032,-401.552985
battery_4,p6,2035,-665.914123
battery_4,p6,2038,-537.232169
battery_4,p6,2041,-792.580809
battery_4,p6,2044,-804.863405
battery_4,p6,2047,-861.366111
battery_4,p6,2050,-840.830486
battery_4,p7,2026,-10.694011
battery_4,p7,2029,-26.913541
battery_4,p7,2032,-46.604653
battery_4,p7,2035,-68.434583
battery_4,p7,2038,-62.819769
battery_4,p7,2050,-139213.001629
battery_4,p8,2029,-46400.766977
battery_4,p8,2032,-45322.104909
battery_4,p8,2035,-49830.933442
battery_4,p8,2038,-52687.210419
battery_4,p8,2041,-50444.892721
battery_4,p8,2044,-65524.926639
battery_4,p8,2047,-61785.352047
battery_4,p8,2050,-56029.754247
battery_4,p9,2020,-111.923066
battery_4,p9,2023,-162465.043657
battery_4,p9,2026,-371075.636134
battery_4,p9,2029,-513964.68986
battery_4,p9,2032,-522797.878278
battery_4,p9,2035,-540786.091058
battery_4,p9,2038,-254294.615112
battery_4,p9,2041,-223937.214514
battery_4,p9,2044,-283554.022083
battery_4,p9,2047,-436865.808602
battery_4,p9,2050,-601317.688185
battery_4,p10,2020,-3215.947338
battery_4,p10,2023,-731911.035788
battery_4,p10,2026,-1319068.984221
battery_4,p10,2029,-1521393.41296
battery_4,p10,2032,-1668671.329233
battery_4,p10,2035,-1766889.263045
battery_4,p10,2038,-945158.272054
battery_4,p10,2041,-941040.72625
battery_4,p10,2044,-939389.818414
battery_4,p10,2047,-926293.607338
battery_4,p10,2050,-924600.603431
battery_4,p11,2020,-6557.783147
battery_4,p11,2023,-53115.683157
battery_4,p11,2026,-134392.06306
battery_4,p11,2029,-180344.211736
battery_4,p11,2032,-184243.413006
battery_4,p11,2035,-122285.512955
battery_4,p11,2038,-70660.518109
battery_4,p11,2041,-63805.839215
battery_4,p11,2044,-131385.619563
battery_4,p11,2047,-186112.796673
battery_4,p11,2050,-181934.560325
battery_4,p12,2044,-105013.250429
battery_4,p12,2047,-104090.941058
battery_4,p12,2050,-103996.453287
battery_4,p13,2023,-11850.682951
battery_4,p13,2026,-152752.463265
battery_4,p13,2029,-622893.812346
battery_4,p13,2032,-570005.843057
battery_4,p13,2035,-741393.894532
battery_4,p13,2038,-669952.558141
battery_4,p13,2041,-494720.983031
battery_4,p13,2044,-28133.103286
battery_4,p13,2047,-29105.73726
battery_4,p13,2050,-29081.974611
battery_4,p15,2023,-2779.846336
battery_4,p15,2026,-9852.020871
battery_4,p15,2029,-16131.151268
battery_4,p15,2032,-25647.463248
battery_4,p15,2035,-43010.039904
battery_4,p16,2023,-79.40302
battery_4,p16,2026,-217.865002
battery_4,p16,2029,-296.54569
battery_4,p16,2032,-417.056009
battery_4,p16,2035,-673.812022
battery_4,p18,2026,-939.227183
battery_4,p18,2029,-15323.579581
battery_4,p18,2032,-21649.590607
battery_4,p18,2035,-34666.405176
battery_4,p18,2038,-34325.671416
battery_4,p21,2044,-64029.500831
battery_4,p21,2047,-68586.893728
battery_4,p21,2050,-65286.347752
battery_4,p24,2044,-49121.046422
battery_4,p24,2047,-48633.596098
battery_4,p24,2050,-42444.907457
battery_4,p25,2029,-71063.667664
battery_4,p25,2032,-69226.212309
battery_4,p25,2035,-85828.181983
battery_4,p25,2038,-74130.035836
battery_4,p25,2041,-370541.387758
battery_4,p25,2044,-428933.583898
battery_4,p25,2047,-485084.145014
battery_4,p25,2050,-470816.977079
battery_4,p26,2041,-79144.506604
battery_4,p26,2044,-94390.822231
battery_4,p26,2047,-190309.050468
battery_4,p26,2050,-198906.667662
battery_4,p28,2023,-143249.962201
battery_4,p28,2026,-166062.089125
battery_4,p28,2029,-364276.168341
battery_4,p28,2032,-453117.168486
battery_4,p28,2035,-559448.232694
battery_4,p28,2038,-674921.86792
battery_4,p28,2041,-609924.1868
battery_4,p28,2044,-477501.779729
battery_4,p28,2047,-505420.590303
battery_4,p28,2050,-544582.536342
