i,v,r,t,Value
battery_4,new1,p6,2026,400.644991
battery_4,new1,p6,2029,578.784662
battery_4,new1,p6,2032,1060.907899
battery_4,new1,p6,2035,2107.228036
battery_4,new1,p6,2038,2310.636114
battery_4,new1,p7,2026,35.334415
battery_4,new1,p7,2029,55.129101
battery_4,new1,p7,2032,129.109484
battery_4,new1,p7,2035,218.852781
battery_4,new1,p7,2038,246.565813
battery_4,new1,p7,2041,3235.498196
battery_4,new1,p7,2044,3483.506956
battery_4,new1,p7,2047,3759.843773
battery_4,new1,p7,2050,3367.459113
battery_4,new1,p8,2038,195641.218446
battery_4,new1,p8,2041,274032.525291
battery_4,new1,p8,2044,402731.933607
battery_4,new1,p8,2047,1828102.547631
battery_4,new1,p8,2050,1750999.986805
battery_4,new1,p9,2020,1381.32331
battery_4,new1,p9,2023,1187412.562757
battery_4,new1,p9,2026,2031742.05413
battery_4,new1,p9,2029,2324223.375967
battery_4,new1,p9,2032,2748750.625472
battery_4,new1,p9,2035,2582120.269638
battery_4,new1,p9,2038,238389.344292
battery_4,new1,p9,2041,1771948.032674
battery_4,new1,p9,2044,2181676.494483
battery_4,new1,p9,2047,2047773.789499
battery_4,new1,p9,2050,2113938.301
battery_4,new1,p10,2020,30761.422718
battery_4,new1,p10,2023,4501382.776775
battery_4,new1,p10,2026,7283483.617272
battery_4,new1,p10,2029,8509984.622756
battery_4,new1,p10,2032,9009912.172282
battery_4,new1,p10,2035,8322837.123901
battery_4,new1,p10,2038,2568706.640687
battery_4,new1,p10,2041,842600.005009
battery_4,new1,p10,2044,2163893.193701
battery_4,new1,p10,2047,2179851.665232
battery_4,new1,p10,2050,2056299.365199
battery_4,new1,p11,2020,65144.163147
battery_4,new1,p11,2023,379564.360835
battery_4,new1,p11,2026,685554.556493
battery_4,new1,p11,2029,866711.26266
battery_4,new1,p11,2032,994425.157254
battery_4,new1,p11,2035,645040.834879
battery_4,new1,p11,2038,368777.865686
battery_4,new1,p11,2041,878583.137115
battery_4,new1,p11,2044,1295764.970494
battery_4,new1,p11,2047,1236746.909223
battery_4,new1,p11,2050,1250605.791006
battery_4,new1,p12,2026,455974.229313
battery_4,new1,p12,2029,724670.140885
battery_4,new1,p12,2032,674349.990761
battery_4,new1,p12,2035,776649.859386
battery_4,new1,p12,2038,915815.952921
battery_4,new1,p12,2041,573592.536874
battery_4,new1,p12,2044,369831.751002
battery_4,new1,p12,2047,382606.698343
battery_4,new1,p12,2050,368442.61974
battery_4,new1,p13,2023,54322.445868
battery_4,new1,p13,2026,313510.624741
battery_4,new1,p13,2029,358710.071656
battery_4,new1,p13,2032,584308.474268
battery_4,new1,p13,2035,634615.412112
battery_4,new1,p13,2038,476557.940675
battery_4,new1,p13,2041,726169.585975
battery_4,new1,p13,2044,839066.722993
battery_4,new1,p13,2047,607229.92773
battery_4,new1,p13,2050,580345.490672
battery_4,new1,p15,2023,17977.16265
battery_4,new1,p15,2026,23515.832389
battery_4,new1,p15,2029,59572.384557
battery_4,new1,p15,2032,93817.134963
battery_4,new1,p15,2035,113463.528629
battery_4,new1,p16,2023,355.3593
battery_4,new1,p16,2026,369.543749
battery_4,new1,p16,2029,1244.7708
battery_4,new1,p16,2032,1499.574262
battery_4,new1,p16,2035,1780.997659
battery_4,new1,p18,2026,12054.5
battery_4,new1,p18,2029,33859.028539
battery_4,new1,p18,2032,46204.273897
battery_4,new1,p18,2035,99593.089052
battery_4,new1,p18,2038,109613.069931
battery_4,new1,p21,2038,107533.617981
battery_4,new1,p21,2041,108759.14091
battery_4,new1,p21,2044,102021.575129
battery_4,new1,p21,2047,120696.909272
battery_4,new1,p21,2050,123472.570236
battery_4,new1,p22,2041,42355.694153
battery_4,new1,p22,2044,206929.150476
battery_4,new1,p22,2047,314499.563717
battery_4,new1,p22,2050,321727.041824
battery_4,new1,p23,2038,427657.415363
battery_4,new1,p23,2041,379011.516556
battery_4,new1,p23,2044,468293.354608
battery_4,new1,p23,2047,522569.371417
battery_4,new1,p23,2050,463615.953164
battery_4,new1,p25,2041,357391.085218
battery_4,new1,p25,2044,864977.237205
battery_4,new1,p25,2047,1991764.946345
battery_4,new1,p25,2050,2086825.223853
battery_4,new1,p26,2041,13444.028159
battery_4,new1,p26,2044,356044.527399
battery_4,new1,p26,2047,1241502.912648
battery_4,new1,p26,2050,1274194.858665
battery_4,new1,p27,2038,0.0
battery_4,new1,p28,2023,962528.865326
battery_4,new1,p28,2026,1398407.08706
battery_4,new1,p28,2029,1433574.378639
battery_4,new1,p28,2032,1548634.767416
battery_4,new1,p28,2035,2190476.496273
battery_4,new1,p28,2038,1019457.451684
battery_4,new1,p28,2041,625819.189503
battery_4,new1,p28,2044,1627212.855437
battery_4,new1,p28,2047,1625960.422687
battery_4,new1,p28,2050,1110779.026916
battery_4,new1,p30,2029,311494.415706
battery_4,new1,p30,2032,355425.769239
battery_4,new1,p30,2035,513886.646652
battery_4,new1,p30,2038,2030580.257855
battery_4,new1,p30,2041,2043619.809317
battery_4,new1,p30,2044,3546284.958426
battery_4,new1,p30,2047,3394765.248676
battery_4,new1,p30,2050,3378182.705978
battery_4,new1,p31,2023,91568.802838
battery_4,new1,p31,2026,282813.971073
battery_4,new1,p31,2029,293518.510828
battery_4,new1,p31,2032,332564.810093
battery_4,new1,p31,2035,368745.615223
battery_4,new1,p31,2038,463608.507111
battery_4,new1,p31,2041,196651.73753
battery_4,new1,p31,2044,193781.507246
battery_4,new1,p31,2047,211860.249545
battery_4,new1,p31,2050,212332.363922
battery_4,new1,p33,2023,5355.51214
battery_4,new1,p33,2026,5557.465493
battery_4,new1,p33,2029,6298.536155
battery_4,new1,p33,2032,7071.302094
battery_4,new1,p33,2035,7033.754952
battery_4,new1,p34,2023,252282.224725
battery_4,new1,p34,2026,252960.102994
battery_4,new1,p34,2029,286721.221652
battery_4,new1,p34,2032,319458.553958
battery_4,new1,p34,2035,324363.975085
battery_4,new1,p34,2041,786522.041441
battery_4,new1,p34,2044,1308622.671428
battery_4,new1,p34,2047,1524726.771357
battery_4,new1,p34,2050,1898996.670693
battery_4,new1,p39,2035,158059.662271
battery_4,new1,p39,2038,202457.473942
battery_4,new1,p39,2041,357247.83305
battery_4,new1,p39,2044,372072.739608
battery_4,new1,p39,2047,424587.020139
battery_4,new1,p39,2050,291131.017402
battery_4,new1,p40,2023,1473.551803
battery_4,new1,p40,2026,1488.5855
battery_4,new1,p40,2029,1596.893172
battery_4,new1,p40,2032,1616.461423
battery_4,new1,p40,2035,1865.149134
battery_4,new1,p40,2047,214061.495062
battery_4,new1,p40,2050,256250.128845
battery_4,new1,p41,2032,308004.084921
battery_4,new1,p41,2035,338589.422025
battery_4,new1,p41,2038,341353.381774
battery_4,new1,p41,2041,325197.891195
battery_4,new1,p41,2044,355582.077004
battery_4,new1,p41,2047,665447.93626
battery_4,new1,p41,2050,824763.112208
battery_4,new1,p42,2038,287907.969469
battery_4,new1,p42,2041,271407.761983
battery_4,new1,p42,2044,302345.481589
battery_4,new1,p42,2047,325108.414155
battery_4,new1,p42,2050,325085.552654
battery_4,new1,p43,2023,988.261862
battery_4,new1,p43,2026,1014.473228
battery_4,new1,p43,2029,49750.261341
battery_4,new1,p43,2032,46397.807869
battery_4,new1,p43,2035,64023.489246
battery_4,new1,p43,2038,61669.804697
battery_4,new1,p43,2041,58953.562357
battery_4,new1,p44,2029,4564.463428
battery_4,new1,p44,2032,13601.378524
battery_4,new1,p44,2035,17441.493372
battery_4,new1,p44,2038,1377051.514921
battery_4,new1,p44,2041,1354440.608216
battery_4,new1,p44,2044,1551916.955099
battery_4,new1,p44,2047,1522485.294319
battery_4,new1,p44,2050,1607505.864224
battery_4,new1,p45,2029,149266.483242
battery_4,new1,p45,2032,140968.169127
battery_4,new1,p45,2035,160677.603416
battery_4,new1,p45,2038,159210.016494
battery_4,new1,p45,2041,152245.621081
battery_4,new1,p46,2032,44272.937602
battery_4,new1,p46,2035,60931.323588
battery_4,new1,p46,2038,61409.298588
battery_4,new1,p46,2041,57559.1683
battery_4,new1,p46,2044,68296.071311
battery_4,new1,p47,2035,141642.607758
battery_4,new1,p47,2038,291635.008441
battery_4,new1,p47,2041,888873.549906
battery_4,new1,p47,2044,1367825.717403
battery_4,new1,p47,2047,1698465.608662
battery_4,new1,p47,2050,1800484.026031
battery_4,new1,p48,2026,406723.238606
battery_4,new1,p48,2029,338866.593524
battery_4,new1,p48,2032,515078.732608
battery_4,new1,p48,2035,986040.718393
battery_4,new1,p48,2038,1831781.564479
battery_4,new1,p48,2041,1578796.490919
battery_4,new1,p48,2044,1473755.292003
battery_4,new1,p48,2047,2052700.636527
battery_4,new1,p48,2050,2631840.125765
battery_4,new1,p49,2035,230763.810436
battery_4,new1,p49,2038,333919.374712
battery_4,new1,p49,2041,350894.945296
battery_4,new1,p49,2044,356924.79704
battery_4,new1,p49,2047,440794.807539
battery_4,new1,p49,2050,207902.309268
