eall,r,t,Value_emit,dr,Value_scc,dtau,Value
CH4,p1,2023,121616.652052,2.5,1457.0,1.025,132609119.55153319
CH4,p1,2023,121616.652052,2.0,1874.0,1.02,169730438.3148566
CH4,p1,2023,121616.652052,1.5,2564.0,1.015,231086214.08378932
CH4,p1,2024,121616.652052,2.5,1524.0,1.0,135324035.82137474
CH4,p1,2024,121616.652052,2.0,1950.0,1.0,173150833.236011
CH4,p1,2024,121616.652052,1.5,2650.0,1.0,235307542.60278416
CH4,p1,2025,127886.770972,2.5,1590.0,0.9756097560975612,144842433.11516845
CH4,p1,2025,127886.770972,2.0,2025.0,0.9803921568627452,185373396.9877121
CH4,p1,2025,127886.770972,1.5,2737.0,0.9852216748768474,251785843.12180278
CH4,p1,2026,127886.770972,2.5,1657.0,0.9518143961927424,147264250.1437853
CH4,p1,2026,127886.770972,2.0,2101.0,0.9611687812379854,188559432.13322833
CH4,p1,2026,127886.770972,1.5,2823.0,0.9706617486471404,255859381.881514
CH4,p1,2027,127886.770972,2.5,1724.0,0.928599410919749,149481765.31073546
CH4,p1,2027,127886.770972,2.0,2176.0,0.9423223345470444,191461266.9605999
CH4,p1,2027,127886.770972,1.5,2910.0,0.9563169937410252,259846825.1729568
CH4,p1,2028,200923.60843000002,2.5,1791.0,0.9059506447997552,238027987.2111533
CH4,p1,2028,200923.60843000002,2.0,2252.0,0.9238454260265142,305207779.3564192
CH4,p1,2028,200923.60843000002,1.5,2996.0,0.9421842302867244,414100295.043645
CH4,p1,2029,200923.60843000002,2.5,1857.0,0.8838542876095173,240780036.90599984
CH4,p1,2029,200923.60843000002,2.0,2327.0,0.905730809829916,309188565.5288491
CH4,p1,2029,200923.60843000002,1.5,3083.0,0.9282603254056396,419827819.5622266
CH4,p1,2030,200923.60843000002,2.5,1924.0,0.8622968659605048,243382739.53906438
CH4,p1,2030,200923.60843000002,2.0,2403.0,0.887971382186192,313026164.70159525
CH4,p1,2030,200923.60843000002,1.5,3169.0,0.914542192517872,425161455.9399142
CH4,p1,2031,160854.160465,2.5,2002.0,0.8412652350834192,197799980.52193254
CH4,p1,2031,160854.160465,2.0,2490.0,0.8705601786139138,254581812.34001023
CH4,p1,2031,160854.160465,1.5,3270.0,0.9010267906580018,346030743.58680516
CH4,p1,2032,160854.160465,2.5,2080.0,0.8207465708130922,200494120.2629662
CH4,p1,2032,160854.160465,2.0,2578.0,0.8534903711901114,258410863.93123326
CH4,p1,2032,160854.160465,1.5,3371.0,0.887711123800987,351446840.70174307
CH4,p1,2033,160854.160465,2.5,2157.0,0.8007283617688704,202845130.11595592
CH4,p1,2033,160854.160465,2.0,2666.0,0.8367552658726582,261991878.20040914
CH4,p1,2033,160854.160465,1.5,3471.0,0.874592240198017,356524568.165664
CH4,p1,2034,175226.044239,2.5,2235.0,0.7811984017257273,223374946.2955294
CH4,p1,2034,175226.044239,2.0,2754.0,0.8203482998751551,289039905.0215012
CH4,p1,2034,175226.044239,1.5,3572.0,0.8616672317221843,393773617.3732561
CH4,p1,2035,175226.044239,2.5,2313.0,0.7621447821714413,225532275.12699714
CH4,p1,2035,175226.044239,2.0,2842.0,0.8042630390932893,292427203.94972956
CH4,p1,2035,175226.044239,1.5,3673.0,0.848933233223827,398923895.38004124
CH4,p1,2036,175226.044239,2.5,2391.0,0.7435558850453087,227451486.2246898
CH4,p1,2036,175226.044239,2.0,2929.0,0.7884931755816562,295469663.8547688
CH4,p1,2036,175226.044239,1.5,3774.0,0.836387421895396,403835948.69880605
CH4,p1,2037,321545.557516,2.5,2468.0,0.7254203756539598,420314477.9489482
CH4,p1,2037,321545.557516,2.0,3017.0,0.773032525080055,547535801.8602552
CH4,p1,2037,321545.557516,1.5,3875.0,0.8240270166457105,749639741.2578934
CH4,p1,2038,321545.557516,2.5,2546.0,0.7077271957599608,423022754.02538735
CH4,p1,2038,321545.557516,2.0,3105.0,0.7578750245882894,552457208.1005327
CH4,p1,2038,321545.557516,1.5,3975.0,0.8118492774834588,757620968.4411572
CH4,p1,2039,321545.557516,2.5,2624.0,0.6904655568389862,425348880.71680737
CH4,p1,2039,321545.557516,2.0,3193.0,0.7430147299885189,556975108.2899183
CH4,p1,2039,321545.557516,1.5,4076.0,0.7998515049098116,765390356.5675017
CH4,p1,2040,335886.549004,2.5,2702.0,0.67362493350145,446367988.6009836
CH4,p1,2040,335886.549004,2.0,3280.0,0.7284458137142342,585950107.9513737
CH4,p1,2040,335886.549004,1.5,4177.0,0.7880310393200115,807230090.439102
CH4,p1,2041,335886.549004,2.5,2786.0,0.6571950570745855,449019232.8148402
