ba,state_abbr,year,pollutant,tons,model,cr,md,damage_$,mortality
p1,WA,2010,NOX,426.12,AP2,ACS,559.4,238371.36,0.0344
p1,WA,2010,NOX,426.12,AP2,H6C,1436.07,611939.45,0.0883
p1,WA,2010,NOX,426.12,EASIUR,ACS,7504.37,3197765.96,0.4613
p1,WA,2010,NOX,426.12,EASIUR,H6C,19279.96,8215589.51,1.185
p1,WA,2010,NOX,426.12,InMAP,ACS,1978.42,843046.97,0.1216
p1,WA,2010,NOX,426.12,InMAP,H6C,5082.01,2165548.32,0.3124
p1,WA,2015,NOX,289.57,AP2,ACS,559.4,161985.94,0.0234
p1,WA,2015,NOX,289.57,AP2,H6C,1436.07,415845.21,0.06
p1,WA,2015,NOX,289.57,EASIUR,ACS,7504.37,2173051.03,0.3134
p1,WA,2015,NOX,289.57,EASIUR,H6C,19279.96,5582927.43,0.8053
p1,WA,2015,NOX,289.57,InMAP,ACS,1978.42,572894.99,0.0826
p1,WA,2015,NOX,289.57,InMAP,H6C,5082.01,1471604.58,0.2123
p1,WA,2020,NOX,433.15,AP2,ACS,559.4,242302.99,0.035
p1,WA,2020,NOX,433.15,AP2,H6C,1436.07,622032.6,0.0897
p1,WA,2020,NOX,433.15,EASIUR,ACS,7504.37,3250508.97,0.4689
p1,WA,2020,NOX,433.15,EASIUR,H6C,19279.96,8351095.03,1.2046
p1,WA,2020,NOX,433.15,InMAP,ACS,1978.42,856951.94,0.1236
p1,WA,2020,NOX,433.15,InMAP,H6C,5082.01,2201266.24,0.3175
p1,WA,2023,NOX,273.43,AP2,ACS,559.4,152957.88,0.0221
p1,WA,2023,NOX,273.43,AP2,H6C,1436.07,392668.66,0.0566
p1,WA,2023,NOX,273.43,EASIUR,ACS,7504.37,2051939.09,0.296
p1,WA,2023,NOX,273.43,EASIUR,H6C,19279.96,5271770.83,0.7604
p1,WA,2023,NOX,273.43,InMAP,ACS,1978.42,540965.49,0.078
p1,WA,2023,NOX,273.43,InMAP,H6C,5082.01,1389586.77,0.2004
p1,WA,2026,NOX,287.53,AP2,ACS,559.4,160846.67,0.0232
p1,WA,2026,NOX,287.53,AP2,H6C,1436.07,412920.51,0.0596
p1,WA,2026,NOX,287.53,EASIUR,ACS,7504.37,2157767.66,0.3112
p1,WA,2026,NOX,287.53,EASIUR,H6C,19279.96,5543661.91,0.7996
p1,WA,2026,NOX,287.53,InMAP,ACS,1978.42,568865.73,0.0821
p1,WA,2026,NOX,287.53,InMAP,H6C,5082.01,1461254.57,0.2108
p1,WA,2029,NOX,309.76,AP2,ACS,559.4,173280.14,0.025
p1,WA,2029,NOX,309.76,AP2,H6C,1436.07,444839.32,0.0642
p1,WA,2029,NOX,309.76,EASIUR,ACS,7504.37,2324563.41,0.3353
p1,WA,2029,NOX,309.76,EASIUR,H6C,19279.96,5972187.77,0.8614
p1,WA,2029,NOX,309.76,InMAP,ACS,1978.42,612839.14,0.0884
p1,WA,2029,NOX,309.76,InMAP,H6C,5082.01,1574209.76,0.2271
p1,WA,2032,NOX,267.82,AP2,ACS,559.4,149818.66,0.0216
p1,WA,2032,NOX,267.82,AP2,H6C,1436.07,384609.75,0.0555
p1,WA,2032,NOX,267.82,EASIUR,ACS,7504.37,2009826.24,0.2899
p1,WA,2032,NOX,267.82,EASIUR,H6C,19279.96,5163575.93,0.7448
p1,WA,2032,NOX,267.82,InMAP,ACS,1978.42,529863.02,0.0764
p1,WA,2032,NOX,267.82,InMAP,H6C,5082.01,1361067.66,0.1963
p1,WA,2035,NOX,283.29,AP2,ACS,559.4,158473.33,0.0229
p1,WA,2035,NOX,283.29,AP2,H6C,1436.07,406827.75,0.0587
p1,WA,2035,NOX,283.29,EASIUR,ACS,7504.37,2125929.18,0.3067
p1,WA,2035,NOX,283.29,EASIUR,H6C,19279.96,5461863.6,0.7878
p1,WA,2035,NOX,283.29,InMAP,ACS,1978.42,560471.96,0.0808
p1,WA,2035,NOX,283.29,InMAP,H6C,5082.01,1439693.34,0.2077
p1,WA,2038,NOX,375.29,AP2,ACS,559.4,209938.09,0.0303
p1,WA,2038,NOX,375.29,AP2,H6C,1436.07,538946.46,0.0777
p1,WA,2038,NOX,375.29,EASIUR,ACS,7504.37,2816331.99,0.4062
p1,WA,2038,NOX,375.29,EASIUR,H6C,19279.96,7235622.57,1.0437
p1,WA,2038,NOX,375.29,InMAP,ACS,1978.42,742487.15,0.1071
p1,WA,2038,NOX,375.29,InMAP,H6C,5082.01,1907238.71,0.2751
p1,WA,2041,NOX,334.44,AP2,ACS,559.4,187085.58,0.027
p1,WA,2041,NOX,334.44,AP2,H6C,1436.07,480280.19,0.0693
p1,WA,2041,NOX,334.44,EASIUR,ACS,7504.37,2509764.1,0.362
p1,WA,2041,NOX,334.44,EASIUR,H6C,19279.96,6447998.96,0.9301
p1,WA,2041,NOX,334.44,InMAP,ACS,1978.42,661664.75,0.0954
p1,WA,2041,NOX,334.44,InMAP,H6C,5082.01,1699628.89,0.2452
p1,WA,2044,NOX,260.86,AP2,ACS,559.4,145925.59,0.021
p1,WA,2044,NOX,260.86,AP2,H6C,1436.07,374615.58,0.054
p1,WA,2044,NOX,260.86,EASIUR,ACS,7504.37,1957600.48,0.2824
p1,WA,2044,NOX,260.86,EASIUR,H6C,19279.96,5029399.34,0.7255
p1,WA,2044,NOX,260.86,InMAP,ACS,1978.42,516094.42,0.0744
p1,WA,2044,NOX,260.86,InMAP,H6C,5082.01,1325700.04,0.1912
p1,WA,2047,NOX,180.2,AP2,ACS,559.4,100806.22,0.0145
p1,WA,2047,NOX,180.2,AP2,H6C,1436.07,258786.54,0.0373
p1,WA,2047,NOX,180.2,EASIUR,ACS,7504.37,1352321.37,0.1951
p1,WA,2047,NOX,180.2,EASIUR,H6C,19279.96,3474337.22,0.5011
p1,WA,2047,NOX,180.2,InMAP,ACS,1978.42,356520.91,0.0514
p1,WA,2047,NOX,180.2,InMAP,H6C,5082.01,915801.0,0.1321
p1,WA,2050,NOX,83.82,AP2,ACS,559.4,46890.86,0.0068
p1,WA,2050,NOX,83.82,AP2,H6C,1436.07,120376.73,0.0174
p1,WA,2050,NOX,83.82,EASIUR,ACS,7504.37,629043.64,0.0907
p1,WA,2050,NOX,83.82,EASIUR,H6C,19279.96,1616117.12,0.2331
p1,WA,2050,NOX,83.82,InMAP,ACS,1978.42,165838.69,0.0239
p1,WA,2050,NOX,83.82,InMAP,H6C,5082.01,425992.52,0.0614
p10,CA,2010,NOX,10742.09,AP2,ACS,1239.89,13319046.24,1.9212
p10,CA,2010,NOX,10742.09,AP2,H6C,3184.48,34208008.44,4.9343
p10,CA,2010,NOX,10742.09,EASIUR,ACS,4455.39,47860141.25,6.9035
p10,CA,2010,NOX,10742.09,EASIUR,H6C,11446.13,122955348.75,17.7355
p10,CA,2010,NOX,10742.09,InMAP,ACS,4145.86,44535190.73,6.4239
p10,CA,2010,NOX,10742.09,InMAP,H6C,10650.86,114412466.28,16.5032
p10,CA,2015,NOX,9616.48,AP2,ACS,1239.89,11923415.83,1.7199
p10,CA,2015,NOX,9616.48,AP2,H6C,3184.48,30623537.29,4.4172
p10,CA,2015,NOX,9616.48,EASIUR,ACS,4455.39,42845137.36,6.1801
p10,CA,2015,NOX,9616.48,EASIUR,H6C,11446.13,110071526.49,15.877
p10,CA,2015,NOX,9616.48,InMAP,ACS,4145.86,39868590.31,5.7508
p10,CA,2015,NOX,9616.48,InMAP,H6C,10650.86,102423806.22,14.7739
