,,damage_$,damage_$,damage_$,damage_$,damage_$,damage_$,mortality,mortality,mortality,mortality,mortality,mortality
,,count,mean,std,min,50%,max,count,mean,std,min,50%,max
state_abbr,year,,,,,,,,,,,,
AL,2010,6.0,2485324857.0433335,1297639634.2279654,1183234008.73,2380124987.625,4419845250.559999,6.0,358.4907666666666,187.17547286969696,170.6732,343.31645000000003,637.5318
AL,2015,6.0,510376633.8883333,273648605.7589755,237628810.95,487739032.61,937688605.38,6.0,73.61831666666666,39.471896841596894,34.2763,70.35305,135.2551
AL,2020,6.0,455372836.7633333,259188434.0208955,201715046.04,432206628.275,889415536.87,6.0,65.68435,37.38611440386658,29.095999999999997,62.34275,128.292
AL,2023,6.0,1169842884.365,651163556.169773,526576281.89000005,1111563428.72,2235935277.59,6.0,168.74165000000002,93.92580786905695,75.9549,160.3352,322.5181
AL,2026,6.0,873279879.62,465042904.77900136,408354162.02,834291174.655,1591507513.66,6.0,125.9645,67.0791745013607,58.90219999999999,120.34065000000001,229.5638
AL,2029,6.0,788815138.7616667,419936998.86558384,368950411.48,753617004.635,1437062760.1,6.0,113.78111666666668,60.572960430918904,53.2186,108.70405,207.2863
AL,2032,6.0,797488567.1233333,414496958.4998437,382318689.09,765566103.815,1410202151.26,6.0,115.03218333333332,59.78832674365178,55.1468,110.42755,203.4119
AL,2035,6.0,147293261.18166664,78550052.45623533,68716746.14999999,140594575.065,268854753.42,6.0,21.246016666666666,11.330339427292841,9.9119,20.2798,38.780499999999996
AL,2038,6.0,173479366.47833335,94116753.00312212,79678964.71000001,165176855.405,322813831.32,6.0,25.02316666666667,13.575689143121489,11.4931,23.8256,46.5636
AL,2041,6.0,169297003.60666665,90735351.23919702,78615463.87,161472179.12,310794830.11,6.0,24.419916666666666,13.087948327131592,11.3397,23.29125,44.83
AL,2044,6.0,157173193.20666668,84247000.42881562,72949096.96,149866393.22,288561597.81,6.0,22.67115,12.152041838761091,10.522499999999999,21.61715,41.623000000000005
AL,2047,6.0,118603955.31333333,64837586.21987593,54415475.05,113225742.44,222621777.09,6.0,17.107833333333335,9.352369785175663,7.8491,16.332050000000002,32.1117
