r,t,Value
p1,2010,41550618.936897
p1,2015,36246961.443508
p1,2020,31923039.947628
p1,2023,37785589.135788
p1,2026,39560755.483201
p1,2029,43286908.118355
p1,2032,42373730.101258
p1,2035,37714225.580321
p1,2038,27821903.65343
p1,2041,29980283.570788
p1,2044,35193803.254421
p1,2047,45476180.125467
p1,2050,51286484.930306
p2,2010,-8452288.697235
p2,2015,830278.065623
p2,2020,-7801173.641101
p2,2023,-4661046.215585
p2,2026,-4392867.263963
p2,2029,-10623791.884358
p2,2032,-14542382.772011
p2,2035,-14174518.134749
p2,2038,-11030576.846693
p2,2041,-15417617.075255
p2,2044,-21525853.136589
p2,2047,-32522942.745923
p2,2050,-37298029.889149
p3,2010,7958131.463475
p3,2015,4601346.366927
p3,2020,4005171.938891
p3,2023,3890340.8859
p3,2026,5086590.892415
p3,2029,6424692.477618
p3,2032,6148909.958138
p3,2035,7338194.092968
p3,2038,7618739.595255
p3,2041,8422535.578793
p3,2044,6667129.377947
p3,2047,4469111.275329
p3,2050,-1252535.796833
p4,2010,-49256252.330695
p4,2015,-56682319.891461
p4,2020,-65760635.264291
p4,2023,-65579807.994162
p4,2026,-65520561.480399
p4,2029,-65349310.668396
p4,2032,-61532732.167832
p4,2035,-60312721.068283
p4,2038,-60157492.641148
p4,2041,-61433837.212525
p4,2044,-55984231.654743
p4,2047,-52726149.620707
p4,2050,-51055152.586417
p5,2010,-7776139.689617
p5,2015,-4503619.010636
p5,2020,-14151201.511831
p5,2023,-7198186.405162
p5,2026,-5501938.177668
p5,2029,1273887.396738
p5,2032,7586240.697644
p5,2035,13782491.64449
p5,2038,17193506.130706
p5,2041,21665394.098295
p5,2044,20859873.287172
p5,2047,22582677.517018
p5,2050,25958731.360422
p6,2010,5576615.207957
p6,2015,7299552.263692
p6,2020,6287519.852107
p6,2023,7735282.003414
p6,2026,9946261.284701
p6,2029,12351696.348143
p6,2032,11337108.825522
p6,2035,11456564.576556
p6,2038,11058960.440609
p6,2041,12733503.329431
p6,2044,16080822.699704
p6,2047,18514093.880791
p6,2050,19641652.248158
p7,2010,121018.8315
p7,2015,258743.164428
p7,2020,-564575.454843
p7,2023,-1452187.204982
p7,2026,-1046913.244718
p7,2029,-6947887.634491
p7,2032,-15279807.882003
p7,2035,-19336205.513011
p7,2038,-23991111.251753
p7,2041,-24089696.33814
p7,2044,-27149453.939947
p7,2047,-29013729.674022
p7,2050,-28880635.352491
p8,2010,905661.020323
p8,2015,944671.872712
p8,2020,796575.469912
p8,2023,972946.202205
p8,2026,70392.293616
p8,2029,-1023126.504578
p8,2032,-881171.395936
p8,2035,-1032594.595279
p8,2038,-1200238.142795
p8,2041,-1161010.210341
p8,2044,-3539224.957601
p8,2047,-8783905.852401
p8,2050,-8490568.963377
p9,2010,5268052.983399
p9,2015,2909456.791147
p9,2020,23598889.949851
p9,2023,12929574.718841
p9,2026,13863070.576982
p9,2029,11079227.67316
p9,2032,23758968.453161
p9,2035,25056259.055867
p9,2038,21476686.678449
p9,2041,37502999.956432
p9,2044,46343087.418247
p9,2047,51322192.780343
p9,2050,45602511.234675
p10,2010,40700112.094136
p10,2015,9728797.153584
p10,2020,48275946.288359
p10,2023,30731280.297392
p10,2026,22810391.102629
p10,2029,32240815.412111
p10,2032,35112124.135365
p10,2035,51655202.420622
p10,2038,65374119.422055
p10,2041,54259132.922908
