,,damage_$,damage_$,damage_$,damage_$,damage_$,damage_$,mortality,mortality,mortality,mortality,mortality,mortality
,,count,mean,std,min,50%,max,count,mean,std,min,50%,max
state_abbr,year,,,,,,,,,,,,
AL,2010,6.0,2485324857.0433335,1297639634.2279654,1183234008.73,2380124987.625,4419845250.559999,6.0,358.4907666666666,187.17547286969696,170.6732,343.31645000000003,637.5318
AL,2015,6.0,510376633.8883333,273648605.7589755,237628810.95,487739032.61,937688605.38,6.0,73.61831666666666,39.471896841596894,34.2763,70.35305,135.2551
AL,2020,6.0,455372836.7633333,259188434.0208955,201715046.04,432206628.275,889415536.87,6.0,65.68435,37.38611440386658,29.095999999999997,62.34275,128.292
AL,2023,6.0,1169842884.365,651163556.169773,526576281.89000005,1111563428.72,2235935277.59,6.0,168.74165000000002,93.92580786905695,75.9549,160.3352,322.5181
AL,2026,6.0,873279879.62,465042904.77900136,408354162.02,834291174.655,1591507513.66,6.0,125.9645,67.0791745013607,58.90219999999999,120.34065000000001,229.5638
AL,2029,6.0,988674693.305,523523296.2010267,464256532.26,944632025.0799999,1789486497.98,6.0,142.60940000000002,75.51459228088305,66.9658,136.25655,258.1209
AL,2032,6.0,1121242733.8383331,594423495.9702622,526271445.15999997,1071586864.38,2032489803.06,6.0,161.73145,85.74143566984985,75.9111,154.56889999999999,293.1725
AL,2035,6.0,1069466582.5733334,567360491.5356287,501536198.96,1021843856.05,1940161079.8,6.0,154.26306666666667,81.83773751747214,72.3431,147.3938,279.8546
AL,2038,6.0,1725617960.2083333,894303371.9301696,829046829.8899999,1656444801.27,3039158189.71,6.0,248.9083333333333,128.99703165376582,119.58420000000001,238.9305,438.37739999999997
AL,2041,6.0,1043648032.4966666,553704355.348428,489346407.2,997097691.67,1893466550.24,6.0,150.53896666666665,79.86803611930536,70.5848,143.82445,273.1194
AL,2044,6.0,1116802451.5533333,626109389.7351305,500457111.27000004,1061269474.45,2149909728.91,6.0,161.091,90.31184757292921,72.1876,153.08075,310.1094
AL,2047,6.0,821584361.5500001,442626668.03736854,381969838.17,786100747.215,1518039416.66,6.0,118.50779999999999,63.84582451800588,55.0965,113.3895,218.9666
