i,v,r,t,Value
battery_4,new1,p5,2041,1329.505134
battery_4,new1,p5,2044,1358.422115
battery_4,new1,p5,2047,1391.084105
battery_4,new1,p5,2050,1342.754331
battery_4,new1,p6,2026,400.644991
battery_4,new1,p6,2029,578.784662
battery_4,new1,p6,2032,1467.598045
battery_4,new1,p6,2035,1787.625252
battery_4,new1,p6,2038,2437.071279
battery_4,new1,p6,2041,1273.59967
battery_4,new1,p6,2044,1222.889849
battery_4,new1,p6,2047,1233.223817
battery_4,new1,p6,2050,1080.469959
battery_4,new1,p7,2026,35.334415
battery_4,new1,p7,2029,55.129101
battery_4,new1,p7,2032,148.918199
battery_4,new1,p7,2035,228.251059
battery_4,new1,p7,2038,246.766285
battery_4,new1,p8,2044,370261.28735
battery_4,new1,p8,2047,405098.926912
battery_4,new1,p8,2050,594229.26742
battery_4,new1,p9,2020,1381.32331
battery_4,new1,p9,2023,1187580.544271
battery_4,new1,p9,2026,2033490.837311
battery_4,new1,p9,2029,2325972.31778
battery_4,new1,p9,2032,2487995.63887
battery_4,new1,p9,2035,2827135.839504
battery_4,new1,p9,2038,271668.382302
battery_4,new1,p9,2041,2291669.688289
battery_4,new1,p9,2044,2864841.764073
battery_4,new1,p9,2047,3096627.500896
battery_4,new1,p9,2050,3058763.989057
battery_4,new1,p10,2020,30761.422718
battery_4,new1,p10,2023,4502127.288251
battery_4,new1,p10,2026,7281518.664022
battery_4,new1,p10,2029,8532182.201581
battery_4,new1,p10,2032,8404510.859876
battery_4,new1,p10,2035,8819061.370176
battery_4,new1,p10,2038,2936817.347812
battery_4,new1,p10,2041,1070557.995762
battery_4,new1,p10,2044,1973036.54814
battery_4,new1,p10,2047,2815493.811775
battery_4,new1,p10,2050,2792217.777113
battery_4,new1,p11,2020,65144.163147
battery_4,new1,p11,2023,379564.360835
battery_4,new1,p11,2026,685554.556493
battery_4,new1,p11,2029,866711.26266
battery_4,new1,p11,2032,927079.797985
battery_4,new1,p11,2035,634589.663811
battery_4,new1,p11,2038,418369.32874
battery_4,new1,p11,2041,79583.289633
battery_4,new1,p11,2044,579018.913919
