eall,r,t,dr,Value
CO2,p65,2046,2.0,525206333.1397718
CO2,p65,2046,1.5,929030110.8972894
CO2,p65,2047,2.5,308337574.29353803
CO2,p65,2047,2.0,523755389.15629816
CO2,p65,2047,1.5,925206452.5388315
CO2,p65,2048,2.5,306987753.76817554
CO2,p65,2048,2.0,520424671.2602327
CO2,p65,2048,1.5,921292909.5649381
CO2,p65,2049,2.5,286392297.4471488
CO2,p65,2049,2.0,487052624.9529314
CO2,p65,2049,1.5,864119730.5590142
CO2,p65,2050,2.5,283556730.14569193
CO2,p65,2050,2.0,483785502.08173007
CO2,p65,2050,1.5,860273487.0639461
CO2,p66,2023,2.5,734637671.874915
CO2,p66,2023,2.0,1193080247.9120572
CO2,p66,2023,1.5,2042737094.0137877
CO2,p66,2024,2.5,733920952.195037
CO2,p66,2024,2.0,1192621547.3169353
CO2,p66,2024,1.5,2041217648.2924469
CO2,p66,2025,2.5,929255472.0312577
CO2,p66,2025,2.0,1522829668.720907
CO2,p66,2025,1.5,2598675780.0646763
CO2,p66,2026,2.5,927512028.3689101
CO2,p66,2026,2.0,1514097201.1422262
CO2,p66,2026,1.5,2595831033.7263465
CO2,p66,2027,2.5,925300831.5288596
CO2,p66,2027,2.0,1512025932.7412105
CO2,p66,2027,1.5,2592502820.645788
CO2,p66,2028,2.5,792709615.457373
CO2,p66,2028,2.0,1296877523.5457544
CO2,p66,2028,1.5,2224138798.9074955
CO2,p66,2029,2.5,784502935.8097185
CO2,p66,2029,2.0,1288553241.5428672
CO2,p66,2029,1.5,2220486682.653131
CO2,p66,2030,2.5,781653158.6687386
CO2,p66,2030,2.0,1285646562.3584042
CO2,p66,2030,1.5,2210699730.7202563
CO2,p66,2031,2.5,364694012.127782
CO2,p66,2031,2.0,600748936.7199703
CO2,p66,2031,1.5,1033631322.2170864
CO2,p66,2032,2.5,363060241.0430882
CO2,p66,2032,2.0,596520437.4167628
CO2,p66,2032,1.5,1031445390.9950538
