eall,r,t,dr,Value
CH4,p1,2023,2.5,245992842.87894166
CH4,p1,2023,2.0,314853708.2921736
CH4,p1,2023,1.5,428670026.2006666
CH4,p1,2024,2.5,251029072.46598062
CH4,p1,2024,2.0,321198616.34426653
CH4,p1,2024,1.5,436500683.7499007
CH4,p1,2025,2.5,495123948.29925007
CH4,p1,2025,2.0,633673477.1171727
CH4,p1,2025,1.5,860695295.5091385
CH4,p1,2026,2.5,503402596.9209125
CH4,p1,2026,2.0,644564500.3259162
CH4,p1,2026,1.5,874620127.8312699
CH4,p1,2027,2.5,510982867.71076345
CH4,p1,2027,2.0,654484023.8118138
CH4,p1,2027,1.5,888250654.6293713
CH4,p1,2028,2.5,430089856.8079177
CH4,p1,2028,2.0,551476201.0049636
CH4,p1,2028,1.5,748232754.8375477
CH4,p1,2029,2.5,435062501.7185131
CH4,p1,2029,2.0,558669034.8180922
CH4,p1,2029,1.5,758581748.7895713
CH4,p1,2030,2.5,439765293.2510706
CH4,p1,2030,2.0,565603145.7939935
CH4,p1,2030,1.5,768219031.0807087
CH4,p1,2031,2.5,625860516.3302313
CH4,p1,2031,2.0,805524369.1074969
CH4,p1,2031,1.5,1094878671.2512252
CH4,p1,2032,2.5,634385065.6499021
CH4,p1,2032,2.0,817639902.18093
CH4,p1,2032,1.5,1112015787.887462
CH4,p1,2033,2.5,641823914.9187799
CH4,p1,2033,2.0,828970618.3598623
CH4,p1,2033,1.5,1128082266.3773394
CH4,p1,2034,2.5,1197568081.8461154
CH4,p1,2034,2.0,1549614092.2430308
CH4,p1,2034,1.5,2111117309.527628
CH4,p1,2035,2.5,1209134052.8444655
CH4,p1,2035,2.0,1567774235.7478938
CH4,p1,2035,1.5,2138729217.9168515
CH4,p1,2036,2.5,1219423416.0476277
CH4,p1,2036,2.0,1584085612.350313
CH4,p1,2036,1.5,2165063945.1028466
CH4,p1,2037,2.5,2819965010.613204
CH4,p1,2037,2.0,3673515627.723639
CH4,p1,2037,1.5,5029467105.744471
CH4,p1,2038,2.5,2838135319.216199
CH4,p1,2038,2.0,3706534222.4394774
CH4,p1,2038,1.5,5083014586.450793
CH4,p1,2039,2.5,2853741719.2433114
CH4,p1,2039,2.0,3736845622.88821
CH4,p1,2039,1.5,5135140801.034404
CH4,p1,2040,2.5,3412271632.857038
CH4,p1,2040,2.0,4479310754.112588
CH4,p1,2040,1.5,6170891302.996764
CH4,p1,2041,2.5,3432539137.8165073
CH4,p1,2041,2.0,4518673420.352099
CH4,p1,2041,1.5,6236891736.082568
CH4,p1,2042,2.5,3450990094.9595337
CH4,p1,2042,2.0,4556082917.078325
CH4,p1,2042,1.5,6301027708.835795
CH4,p1,2043,2.5,3673142992.512833
CH4,p1,2043,2.0,4864204979.614371
CH4,p1,2043,1.5,6741933749.686577
CH4,p1,2044,2.5,3686634376.538818
CH4,p1,2044,2.0,4895872353.922177
CH4,p1,2044,1.5,6801643623.316865
CH4,p1,2045,2.5,3696099419.867544
CH4,p1,2045,2.0,4924427741.625212
CH4,p1,2045,1.5,6858116242.225398
CH4,p1,2046,2.5,3986089726.0311985
CH4,p1,2046,2.0,5326870412.0387
CH4,p1,2046,1.5,7439209018.737494
CH4,p1,2047,2.5,3990664508.454344
CH4,p1,2047,2.0,5351253467.626108
CH4,p1,2047,1.5,7493256121.400362
CH4,p1,2048,2.5,3993827175.03019
CH4,p1,2048,2.0,5372632316.338488
CH4,p1,2048,1.5,7544081057.735192
CH4,p1,2049,2.5,4701818534.83338
CH4,p1,2049,2.0,6347630978.180324
CH4,p1,2049,1.5,8938732248.110096
CH4,p1,2050,2.5,4699764789.295347
CH4,p1,2050,2.0,6366107887.861947
CH4,p1,2050,1.5,8992989380.809713
CH4,p10,2023,2.5,4153881051.355653
CH4,p10,2023,2.0,5316678475.34714
CH4,p10,2023,1.5,7238602059.635423
CH4,p10,2024,2.5,4238923764.009585
CH4,p10,2024,2.0,5423819776.783917
CH4,p10,2024,1.5,7370832004.347375
CH4,p10,2025,2.5,3467114458.017776
CH4,p10,2025,2.0,4437310054.829908
CH4,p10,2025,1.5,6027034469.364884
CH4,p10,2026,2.5,3525085845.642248
CH4,p10,2026,2.0,4513574643.039282
CH4,p10,2026,1.5,6124543361.098707
CH4,p10,2027,2.5,3578166829.790681
CH4,p10,2027,2.0,4583036286.760494
CH4,p10,2027,1.5,6219991373.044866
CH4,p10,2028,2.5,3954961084.207043
CH4,p10,2028,2.0,5071188913.936786
CH4,p10,2028,1.5,6880495739.366277
CH4,p10,2029,2.5,4000687847.569816
CH4,p10,2029,2.0,5137331784.701573
CH4,p10,2029,1.5,6975661592.95028
CH4,p10,2030,2.5,4043933130.396168
CH4,p10,2030,2.0,5201095527.62451
CH4,p10,2030,1.5,7064282786.441922
CH4,p10,2031,2.5,7032154639.231797
CH4,p10,2031,2.0,9050853635.004953
CH4,p10,2031,1.5,12302032044.745148
CH4,p10,2032,2.5,7127936283.035085
CH4,p10,2032,2.0,9186983491.236618
CH4,p10,2032,1.5,12494584300.578749
CH4,p10,2033,2.5,7211519025.565982
CH4,p10,2033,2.0,9314295162.550701
CH4,p10,2033,1.5,12675106890.358316
CH4,p10,2034,2.5,6633719831.730678
CH4,p10,2034,2.0,8583817397.166439
CH4,p10,2034,1.5,11694166682.978523
CH4,p10,2035,2.5,6697787513.850847
CH4,p10,2035,2.0,8684412349.504826
CH4,p10,2035,1.5,11847118040.859703
CH4,p10,2036,2.5,6754783649.412073
CH4,p10,2036,2.0,8774766379.551695
CH4,p10,2036,1.5,11992994675.887957
CH4,p10,2037,2.5,9842879252.749596
CH4,p10,2037,2.0,12822134537.374922
CH4,p10,2037,1.5,17554982860.143364
CH4,p10,2038,2.5,9906301370.71608
CH4,p10,2038,2.0,12937383499.56428
CH4,p10,2038,1.5,17741886380.18621
CH4,p10,2039,2.5,9960774355.472572
CH4,p10,2039,2.0,13043183200.43849
CH4,p10,2039,1.5,17923829075.970875
CH4,p10,2040,2.5,9363750032.879921
CH4,p10,2040,2.0,12291854440.082438
CH4,p10,2040,1.5,16933787769.1038
CH4,p10,2041,2.5,9419366897.728317
CH4,p10,2041,2.0,12399871094.954037
CH4,p10,2041,1.5,17114902177.3257
CH4,p10,2042,2.5,9469998901.608389
CH4,p10,2042,2.0,12502527979.836008
CH4,p10,2042,1.5,17290900245.94194
CH4,p10,2043,2.5,9028070485.256401
CH4,p10,2043,2.0,11955533857.572874
CH4,p10,2043,1.5,16570727908.814661
CH4,p10,2044,2.5,9061230415.642593
CH4,p10,2044,2.0,12033367823.720291
CH4,p10,2044,1.5,16717486406.618534
CH4,p10,2045,2.5,9084494165.105093
CH4,p10,2045,2.0,12103552963.106998
CH4,p10,2045,1.5,16856288186.19327
CH4,p10,2046,2.5,8718164729.064514
CH4,p10,2046,2.0,11650649366.784895
CH4,p10,2046,1.5,16270644701.184591
CH4,p10,2047,2.5,8728170451.340193
CH4,p10,2047,2.0,11703978696.98555
CH4,p10,2047,1.5,16388853666.995474
CH4,p10,2048,2.5,8735087668.48442
CH4,p10,2048,2.0,11750737384.72283
CH4,p10,2048,1.5,16500015280.949524
CH4,p10,2049,2.5,8091335586.325411
CH4,p10,2049,2.0,10923605843.59135
CH4,p10,2049,1.5,15382618831.40303
CH4,p10,2050,2.5,8087801306.081707
CH4,p10,2050,2.0,10955402663.422796
CH4,p10,2050,1.5,15475989654.91993
CH4,p100,2023,2.5,742084763.8829118
CH4,p100,2023,2.0,949816820.0391104
CH4,p100,2023,1.5,1293165652.520028
CH4,p100,2024,2.5,757277519.9006028
CH4,p100,2024,2.0,968957456.565732
CH4,p100,2024,1.5,1316788338.4098408
CH4,p100,2025,2.5,857354807.9537196
CH4,p100,2025,2.0,1097266662.5101361
CH4,p100,2025,1.5,1490376808.3177269
CH4,p100,2026,2.5,871690085.4605386
CH4,p100,2026,2.0,1116125518.244394
CH4,p100,2026,1.5,1514488996.7552633
CH4,p100,2027,2.5,884816054.4822229
CH4,p100,2027,2.0,1133302128.6314645
CH4,p100,2027,1.5,1538091566.8297596
CH4,p100,2028,2.5,594475871.2608583
CH4,p100,2028,2.0,762257676.8148943
CH4,p100,2028,1.5,1034217179.9615772
CH4,p100,2029,2.5,601349126.6257651
CH4,p100,2029,2.0,772199706.5563766
CH4,p100,2029,1.5,1048521695.864286
CH4,p100,2030,2.5,607849387.0932515
CH4,p100,2030,2.0,781784126.1807144
CH4,p100,2030,1.5,1061842474.5246613
CH4,p100,2031,2.5,516173017.34027445
CH4,p100,2031,2.0,664349217.2686424
CH4,p100,2031,1.5,902991661.2650785
CH4,p100,2032,2.5,523203565.2482986
CH4,p100,2032,2.0,674341397.7945349
CH4,p100,2032,1.5,917125349.1585182
CH4,p100,2033,2.5,529338691.48244834
CH4,p100,2033,2.0,683686307.4127345
CH4,p100,2033,1.5,930376037.5527624
CH4,p100,2034,2.5,406458062.83376485
CH4,p100,2034,2.0,525943494.67134506
CH4,p100,2034,1.5,716519306.9630346
CH4,p100,2035,2.5,410383586.7668459
CH4,p100,2035,2.0,532107099.7821218
CH4,p100,2035,1.5,725890868.3507814
CH4,p100,2036,2.5,413875826.33029795
CH4,p100,2036,2.0,537643228.0711715
