,,damage_$,damage_$,damage_$,damage_$,damage_$,damage_$,mortality,mortality,mortality,mortality,mortality,mortality
,,count,mean,std,min,50%,max,count,mean,std,min,50%,max
state_abbr,year,,,,,,,,,,,,
AL,2010,6.0,2528602617.5049996,1320298040.5702965,1203879490.57,2421687876.42,4497136771.44,6.0,364.7332666666666,190.44378632189253,173.6512,349.3115,648.6806
AL,2015,6.0,521428702.18,279522952.3422057,242826034.82,498328884.54,957798194.15,6.0,75.21246666666666,40.319245700417895,35.0259,71.8805,138.1557
AL,2020,6.0,678850678.7333335,354809803.90613145,323950209.96,651510885.71,1209418353.71,6.0,97.91946666666668,51.17883884382945,46.727599999999995,93.9759,174.4502
AL,2023,6.0,1018838634.32,541096661.5820864,477258538.22999996,973250319.52,1850718575.91,6.0,146.96031666666667,78.04942867212844,68.8411,140.38455,266.9532
AL,2026,6.0,911368355.19,485538273.2332955,426078315.93,870741464.585,1661812164.58,6.0,131.45855,70.03549547533022,61.4589,125.59835000000001,239.70479999999998
AL,2029,6.0,930022226.5066668,495728279.6639785,434820539.78,888807041.7350001,1696935061.69,6.0,134.14923333333334,71.50535510286392,62.7198,128.20420000000001,244.77110000000002
AL,2032,6.0,1776461352.4150002,922071516.6523633,853113915.97,1706160386.515,3135754888.63,6.0,256.2421,133.00235092422992,123.0557,246.1017,452.3106
AL,2035,6.0,1169176656.5633333,656085066.1752028,523583070.95,1110999849.57,2252799701.34,6.0,168.64558333333335,94.63568673236152,75.5232,160.25400000000002,324.9506
AL,2038,6.0,1152780143.2016666,646948367.5506023,516187948.88,1095392842.15,2221416943.71,6.0,166.2804166666667,93.31769922267515,74.4566,158.00265000000002,320.4237
AL,2041,6.0,976203962.4516667,521174492.387859,455849683.47999996,932871593.31,1784550451.8,6.0,140.81063333333333,75.17582660056799,65.7532,134.5602,257.40909999999997
AL,2044,6.0,964253061.0316666,514772497.6141651,450257707.82,921417384.135,1762605131.32,6.0,139.08678333333333,74.25230031096454,64.9465,132.90805,254.24339999999998
AL,2047,6.0,1470735317.4683335,766105334.1441159,705209293.4300001,1413677434.15,2609137882.48,6.0,212.14331666666666,110.50531397317354,101.7215,203.91315,376.3499
