,,damage_$,damage_$,damage_$,damage_$,damage_$,damage_$,mortality,mortality,mortality,mortality,mortality,mortality
,,count,mean,std,min,50%,max,count,mean,std,min,50%,max
state_abbr,year,,,,,,,,,,,,
AL,2010,6.0,2528959652.56,1320489536.8254106,1204045881.6399999,2422029681.965,4497794809.44,6.0,364.78475000000003,190.47144437158818,173.67510000000001,349.3609,648.7756
AL,2015,6.0,606593361.7183334,341714251.6546543,270995700.28,576441996.12,1173257110.09,6.0,87.49686666666666,49.289878197076796,39.0893,83.14775,169.23409999999998
AL,2020,6.0,683934000.9,357449866.41187763,326394925.29999995,656399748.075,1218402338.58,6.0,98.6527,51.55964813875284,47.080200000000005,94.68105,175.74599999999998
AL,2023,6.0,1016153596.09,539660237.9917561,476001651.61,970677589.755,1845795195.0,6.0,146.57305,77.84222549765005,68.6599,140.0135,266.243
AL,2026,6.0,910074635.6199999,484836350.29602665,425481365.61999995,869505444.125,1659401261.5,6.0,131.2718833333333,69.9342371141465,61.3726,125.42009999999999,239.357
AL,2029,6.0,1085131829.506667,573997650.9753861,509866976.4,1036696918.5150001,1961492299.84,6.0,156.52270000000001,82.7951425135074,73.5448,149.53625,282.9316
AL,2032,6.0,1175764337.9150002,622487688.6491355,552232045.87,1123465819.565,2127707055.54,6.0,169.59583333333333,89.78945786600265,79.6557,162.0521,306.9069
AL,2035,6.0,1113234023.115,589919978.7588545,522257665.59999996,1063355589.19,2016689743.8500001,6.0,160.57626666666667,85.09182868801602,75.3321,153.38165,290.8934
AL,2038,6.0,1094849148.925,580018172.8647029,513737908.49,1045799484.365,1982715377.9099998,6.0,157.92434999999998,83.66354789619551,74.1031,150.8493,285.9928
AL,2041,6.0,1741874860.8483334,902586852.3384858,836586432.02,1671532327.915,3066918609.16,6.0,251.2533,130.19188585461077,120.67179999999999,241.1069,442.38160000000005
AL,2044,6.0,1124010835.1566668,630958691.9047505,503154751.47,1067959468.675,2166480719.94,6.0,162.13070000000002,91.01136162662328,72.5766,154.04565,312.49969999999996
AL,2047,6.0,982218792.9216666,560918678.3304223,435037225.91,933404900.55,1924706950.95,6.0,141.67823333333334,80.90861817630224,62.7511,134.63715,277.6256
