sys_costs,r,t,Value
inv_converter_costs,p20,2041,30231991.913126
inv_converter_costs,p20,2047,123076599.270422
inv_converter_costs,p20,2050,176646378.864181
inv_converter_costs,p24,2041,11743934.66911
inv_converter_costs,p24,2047,14496522.659778
inv_converter_costs,p24,2050,160981256.660346
inv_converter_costs,p31,2041,7038473.152283
inv_converter_costs,p31,2044,53345782.514641
inv_converter_costs,p31,2047,173115238.877045
inv_converter_costs,p31,2050,32805743.933369
inv_converter_costs,p32,2047,86800031.654195
inv_converter_costs,p32,2050,27377129.563336
inv_converter_costs,p50,2050,153279274.171198
inv_converter_costs,p57,2041,118950829.611374
inv_converter_costs,p57,2044,38291368.347746
inv_converter_costs,p57,2047,83744657.201029
inv_converter_costs,p57,2050,713743336.6024
inv_h2_production,p19,2032,101250118.857485
inv_h2_production,p19,2035,86335.241021
inv_h2_production,p47,2050,0.0
inv_h2_production,p49,2050,0.0
inv_h2_production,p55,2050,-0.0
inv_h2_production,p88,2050,-0.0
inv_h2_production,p89,2044,-3e-06
inv_h2_production,p90,2044,3e-06
inv_h2_production,p127,2041,1006825590.754051
inv_h2_production,p127,2044,286704958.103269
inv_h2_production,p127,2047,1416408822.300389
inv_h2_storage,p1,2038,-0.0
inv_h2_storage,p1,2041,0.0
inv_h2_storage,p1,2050,-0.0
inv_h2_storage,p4,2038,-0.0
inv_h2_storage,p4,2041,0.0
inv_h2_storage,p5,2038,-0.0
inv_h2_storage,p5,2041,0.0
inv_h2_storage,p10,2038,-0.0
inv_h2_storage,p10,2041,0.0
inv_h2_storage,p10,2050,-0.0
inv_h2_storage,p11,2029,0.0
inv_h2_storage,p11,2032,-0.0
inv_h2_storage,p17,2050,0.0
inv_h2_storage,p18,2041,0.0
inv_h2_storage,p18,2044,-0.0
inv_h2_storage,p18,2047,0.0
inv_h2_storage,p18,2050,-0.0
inv_h2_storage,p19,2032,1701871.950565
inv_h2_storage,p20,2050,-0.0
inv_h2_storage,p22,2050,-0.0
inv_h2_storage,p27,2041,0.0
inv_h2_storage,p27,2044,-0.0
inv_h2_storage,p28,2041,-0.0
inv_h2_storage,p28,2047,0.0
inv_h2_storage,p29,2038,-7e-06
inv_h2_storage,p29,2041,7e-06
inv_h2_storage,p31,2038,-0.0
inv_h2_storage,p31,2041,0.0
inv_h2_storage,p32,2050,-0.0
inv_h2_storage,p33,2044,-0.0
inv_h2_storage,p33,2047,0.0
inv_h2_storage,p36,2041,9e-06
inv_h2_storage,p36,2044,-9e-06
inv_h2_storage,p36,2047,0.0
inv_h2_storage,p38,2041,-0.0
inv_h2_storage,p38,2044,0.0
inv_h2_storage,p38,2050,1e-06
inv_h2_storage,p39,2041,-2e-06
inv_h2_storage,p39,2044,2e-06
inv_h2_storage,p43,2038,-0.0
inv_h2_storage,p43,2041,0.0
inv_h2_storage,p46,2041,0.0
inv_h2_storage,p46,2044,-0.0
inv_h2_storage,p47,2029,-0.0
inv_h2_storage,p47,2032,0.0
inv_h2_storage,p47,2038,1e-06
inv_h2_storage,p47,2041,-1e-06
inv_h2_storage,p47,2050,0.0
inv_h2_storage,p48,2038,-1e-06
inv_h2_storage,p48,2041,1e-06
inv_h2_storage,p48,2047,0.0
inv_h2_storage,p48,2050,-0.0
inv_h2_storage,p49,2041,-4e-06
inv_h2_storage,p49,2044,4e-06
inv_h2_storage,p49,2050,0.0
inv_h2_storage,p50,2041,0.0
inv_h2_storage,p50,2044,9.6e-05
inv_h2_storage,p50,2050,-9.6e-05
inv_h2_storage,p52,2044,5e-06
inv_h2_storage,p52,2047,-5e-06
inv_h2_storage,p52,2050,0.0
inv_h2_storage,p53,2041,1e-06
inv_h2_storage,p53,2044,1.2e-05
inv_h2_storage,p53,2047,-1.3e-05
inv_h2_storage,p55,2050,0.0
inv_h2_storage,p57,2035,0.0
inv_h2_storage,p57,2038,-0.0
inv_h2_storage,p57,2047,0.0
inv_h2_storage,p57,2050,-0.0
inv_h2_storage,p58,2044,0.0
inv_h2_storage,p58,2047,-0.0
inv_h2_storage,p62,2038,0.0
inv_h2_storage,p62,2041,-0.0
inv_h2_storage,p63,2029,0.0
inv_h2_storage,p63,2032,-0.0
inv_h2_storage,p63,2038,0.0
inv_h2_storage,p63,2041,-0.0
inv_h2_storage,p64,2038,-0.0
inv_h2_storage,p64,2041,0.0
inv_h2_storage,p65,2038,-0.0
inv_h2_storage,p65,2041,0.0
inv_h2_storage,p68,2041,-0.0
inv_h2_storage,p68,2047,0.0
inv_h2_storage,p74,2038,-0.0
inv_h2_storage,p74,2041,-0.0
inv_h2_storage,p74,2044,0.0
inv_h2_storage,p74,2050,-0.0
inv_h2_storage,p76,2038,0.0
inv_h2_storage,p76,2041,-0.0
inv_h2_storage,p76,2050,0.0
inv_h2_storage,p84,2050,-0.0
inv_h2_storage,p85,2041,-0.0
inv_h2_storage,p85,2044,0.0
