,,damage_$,damage_$,damage_$,damage_$,damage_$,damage_$,mortality,mortality,mortality,mortality,mortality,mortality
,,count,mean,std,min,50%,max,count,mean,std,min,50%,max
state_abbr,year,,,,,,,,,,,,
AL,2010,6.0,2528602617.5049996,1320298040.5702965,1203879490.57,2421687876.42,4497136771.44,6.0,364.7332666666666,190.44378632189253,173.6512,349.3115,648.6806
AL,2015,6.0,521428702.18,279522952.3422057,242826034.82,498328884.54,957798194.15,6.0,75.21246666666666,40.319245700417895,35.0259,71.8805,138.1557
AL,2020,6.0,678850678.7333335,354809803.90613145,323950209.96,651510885.71,1209418353.71,6.0,97.91946666666668,51.17883884382945,46.727599999999995,93.9759,174.4502
AL,2023,6.0,1018838634.32,541096661.5820864,477258538.22999996,973250319.52,1850718575.91,6.0,146.96031666666667,78.04942867212844,68.8411,140.38455,266.9532
AL,2026,6.0,1056469380.2416664,590858370.1262062,474079496.84999996,1003832457.54,2028883004.77,6.0,152.38833333333332,85.22721410020785,68.3827,144.79579999999999,292.6522
AL,2029,6.0,1559756675.4399998,809802481.1044626,748649352.33,1497692439.3200002,2754107554.75,6.0,224.98398333333333,116.80839800735933,107.9873,216.03164999999998,397.2608
AL,2032,6.0,862829984.4833332,459644265.5124172,403497254.14,824490068.4200001,1573203882.04,6.0,124.45716666666665,66.30044284273423,58.2016,118.92689999999999,226.92360000000002
AL,2035,6.0,732017306.0600001,389782962.2511153,342381635.65000004,699420627.39,1333951714.21,6.0,105.58843333333333,56.223488198427056,49.3862,100.88655,192.4133
AL,2038,6.0,704502464.185,375478716.9270245,329323072.95,673166419.36,1285242517.5800002,6.0,101.61953333333332,54.16020253587192,47.5025,97.0995,185.3872
AL,2041,6.0,181268404.375,97336400.72214323,84049544.82,172871361.78,333500339.49,6.0,26.146650000000005,14.04008698046419,12.1235,24.935450000000003,48.105000000000004
AL,2044,6.0,91011828.64333333,48624822.1798938,42295450.620000005,86721880.285,166434102.49,6.0,13.127816666666666,7.013757524014261,6.1008,12.509049999999998,24.0068
AL,2047,6.0,64768410.135,38062155.776316375,28002080.66,61310743.11000001,130210692.71,6.0,9.342316666666667,5.490205063717263,4.039,8.843599999999999,18.7819
