r,rr,trtype,t,Value
p25,p31,AC,2050,370076.928705
p25,p33,AC,2010,957840.66266
p25,p33,AC,2015,957840.66266
p25,p33,AC,2020,957840.66266
p25,p33,AC,2023,957840.66266
p25,p33,AC,2026,957840.66266
p25,p33,AC,2029,957840.66266
p25,p33,AC,2032,957840.66266
p25,p33,AC,2035,957840.66266
p25,p33,AC,2038,957840.66266
p25,p33,AC,2041,957840.66266
p25,p33,AC,2044,957840.66266
p25,p33,AC,2047,957840.66266
p25,p33,AC,2050,957840.66266
p26,p33,AC,2010,48778.9218
p26,p33,AC,2015,48778.9218
p26,p33,AC,2020,48778.9218
p26,p33,AC,2023,48778.9218
p26,p33,AC,2026,48778.9218
p26,p33,AC,2029,48778.9218
p26,p33,AC,2032,48778.9218
p26,p33,AC,2035,48778.9218
p26,p33,AC,2038,48778.9218
p26,p33,AC,2041,323402.341023
p26,p33,AC,2044,461514.702138
p26,p33,AC,2047,813059.427388
p26,p33,AC,2050,813059.427388
p27,p28,AC,2010,76794.84543
p27,p28,AC,2015,76794.84543
p27,p28,AC,2020,76794.84543
p27,p28,AC,2023,76794.84543
p27,p28,AC,2026,76794.84543
p27,p28,AC,2029,76794.84543
p27,p28,AC,2032,76794.84543
p27,p28,AC,2035,76794.84543
p27,p28,AC,2038,76794.84543
p27,p28,AC,2041,76794.84543
p27,p28,AC,2044,76794.84543
p27,p28,AC,2047,76794.84543
p27,p28,AC,2050,76794.84543
p28,p29,AC,2010,357284.1472
p28,p29,AC,2015,357284.1472
p28,p29,AC,2020,357284.1472
p28,p29,AC,2023,357284.1472
p28,p29,AC,2026,357284.1472
p28,p29,AC,2029,357284.1472
p28,p29,AC,2032,357284.1472
p28,p29,AC,2035,357284.1472
p28,p29,AC,2038,357284.1472
p28,p29,AC,2041,357284.1472
p28,p29,AC,2044,357284.1472
p28,p29,AC,2047,357284.1472
p28,p29,AC,2050,357284.1472
p28,p30,AC,2010,155008.593945
p28,p30,AC,2015,155008.593945
p28,p30,AC,2020,155008.593945
p28,p30,AC,2023,155008.593945
p28,p30,AC,2026,155008.593945
p28,p30,AC,2029,155008.593945
p28,p30,AC,2032,155008.593945
p28,p30,AC,2035,155008.593945
p28,p30,AC,2038,155008.593945
p28,p30,AC,2041,155008.593945
p28,p30,AC,2044,155008.593945
p28,p30,AC,2047,155008.593945
p28,p30,AC,2050,155008.593945
p28,p31,AC,2010,1147800.06176
p28,p31,AC,2015,1147800.06176
p28,p31,AC,2020,1147800.06176
p28,p31,AC,2023,1147800.06176
p28,p31,AC,2026,1147800.06176
p28,p31,AC,2029,1147800.06176
p28,p31,AC,2032,1147800.06176
p28,p31,AC,2035,1147800.06176
p28,p31,AC,2038,1147800.06176
p28,p31,AC,2041,1147800.06176
p28,p31,AC,2044,1147800.06176
p28,p31,AC,2047,1749103.97391
p28,p31,AC,2050,2297645.071026
p29,p30,AC,2010,253595.82273
p29,p30,AC,2015,253595.82273
p29,p30,AC,2020,253595.82273
p29,p30,AC,2023,253595.82273
p29,p30,AC,2026,253595.82273
p29,p30,AC,2029,253595.82273
p29,p30,AC,2032,253595.82273
p29,p30,AC,2035,253595.82273
p29,p30,AC,2038,253595.82273
p29,p30,AC,2041,253595.82273
p29,p30,AC,2044,253595.82273
p29,p30,AC,2047,253595.82273
p29,p30,AC,2050,253595.82273
p29,p31,AC,2010,249783.846675
p29,p31,AC,2015,249783.846675
p29,p31,AC,2020,249783.846675
p29,p31,AC,2023,249783.846675
p29,p31,AC,2026,249783.846675
p29,p31,AC,2029,249783.846675
p29,p31,AC,2032,249783.846675
p29,p31,AC,2035,249783.846675
p29,p31,AC,2038,249783.846675
p29,p31,AC,2041,249783.846675
p29,p31,AC,2044,337756.394173
p29,p31,AC,2047,399239.430488
p29,p31,AC,2050,410026.128443
p31,p34,AC,2010,461220.64275
p31,p34,AC,2015,461220.64275
p31,p34,AC,2020,461220.64275
p31,p34,AC,2023,461220.64275
p31,p34,AC,2026,461220.64275
p31,p34,AC,2029,461220.64275
p31,p34,AC,2032,461220.64275
p31,p34,AC,2035,461220.64275
p31,p34,AC,2038,461220.64275
p31,p34,AC,2041,461220.64275
p31,p34,AC,2044,512195.963703
p31,p34,AC,2047,1140957.458512
p31,p34,AC,2050,1140957.458512
p31,p47,B2B,2010,36550.0
p31,p47,B2B,2015,36550.0
p31,p47,B2B,2020,36550.0
p31,p47,B2B,2023,36550.0
p31,p47,B2B,2026,36550.0
p31,p47,B2B,2029,36550.0
p31,p47,B2B,2032,36550.0
p31,p47,B2B,2035,36550.0
p31,p47,B2B,2038,36550.0
p31,p47,B2B,2041,104180.987875
p31,p47,B2B,2044,234425.809401
p31,p47,B2B,2047,234425.809401
p31,p47,B2B,2050,234425.809401
p31,p48,B2B,2010,61352.0
p31,p48,B2B,2015,61352.0
p31,p48,B2B,2020,61352.0
p31,p48,B2B,2023,61352.0
p31,p48,B2B,2026,61352.0
p31,p48,B2B,2029,61352.0
p31,p48,B2B,2032,61352.0
p31,p48,B2B,2035,61352.0
p31,p48,B2B,2038,61352.0
p31,p48,B2B,2041,61352.0
p31,p48,B2B,2044,61352.0
p31,p48,B2B,2047,468206.247424
p31,p48,B2B,2050,468206.247424
p31,p59,AC,2010,128802.529515
p31,p59,AC,2015,128802.529515
p31,p59,AC,2020,128802.529515
p31,p59,AC,2023,128802.529515
p31,p59,AC,2026,128802.529515
p31,p59,AC,2029,128802.529515
p31,p59,AC,2032,128802.529515
p31,p59,AC,2035,128802.529515
p31,p59,AC,2038,128802.529515
p31,p59,AC,2041,128802.529515
p31,p59,AC,2044,260509.667659
p31,p59,AC,2047,287437.242263
p31,p59,AC,2050,300905.140506
p32,p38,B2B,2010,65024.0
p32,p38,B2B,2015,65024.0
p32,p38,B2B,2020,65024.0
p32,p38,B2B,2023,65024.0
p32,p38,B2B,2026,65024.0
p32,p38,B2B,2029,65024.0
p32,p38,B2B,2032,65024.0
p32,p38,B2B,2035,65024.0
p32,p38,B2B,2038,65024.0
p32,p38,B2B,2041,68128.717586
p32,p38,B2B,2044,115011.507104
p32,p38,B2B,2047,163328.492646
p32,p38,B2B,2050,188380.045497
p33,p34,AC,2010,247523.90325
p33,p34,AC,2015,247523.90325
p33,p34,AC,2020,247523.90325
p33,p34,AC,2023,247523.90325
p33,p34,AC,2026,247523.90325
p33,p34,AC,2029,247523.90325
p33,p34,AC,2032,247523.90325
p33,p34,AC,2035,247523.90325
p33,p34,AC,2038,247523.90325
p33,p34,AC,2041,247523.90325
p33,p34,AC,2044,247523.90325
p33,p34,AC,2047,280334.327016
p33,p34,AC,2050,294009.501463
p34,p52,B2B,2010,48037.5
p34,p52,B2B,2015,48037.5
p34,p52,B2B,2020,48037.5
p34,p52,B2B,2023,48037.5
p34,p52,B2B,2026,48037.5
p34,p52,B2B,2029,48037.5
p34,p52,B2B,2032,48037.5
p34,p52,B2B,2035,48037.5
p34,p52,B2B,2038,48037.5
p34,p52,B2B,2041,156432.443546
p34,p52,B2B,2044,192592.438589
p34,p52,B2B,2047,194101.284629
p34,p52,B2B,2050,194101.284629
p35,p36,AC,2010,81649.7315
p35,p36,AC,2015,81649.7315
p35,p36,AC,2020,81649.7315
p35,p36,AC,2023,81649.7315
p35,p36,AC,2026,81649.7315
p35,p36,AC,2029,81649.7315
p35,p36,AC,2032,81649.7315
p35,p36,AC,2035,81649.7315
p35,p36,AC,2038,81649.7315
p35,p36,AC,2041,81649.7315
p35,p36,AC,2044,83287.068287
p35,p36,AC,2047,160444.256445
p35,p36,AC,2050,352177.102453
p36,p37,AC,2010,429142.554305
p36,p37,AC,2015,429142.554305
p36,p37,AC,2020,429142.554305
p36,p37,AC,2023,429142.554305
p36,p37,AC,2026,429142.554305
p36,p37,AC,2029,429142.554305
p36,p37,AC,2032,429142.554305
p36,p37,AC,2035,429142.554305
p36,p37,AC,2038,429142.554305
p36,p37,AC,2041,429142.554305
p36,p37,AC,2044,429142.554305
p36,p37,AC,2047,429142.554305
p36,p37,AC,2050,429142.554305
p36,p38,AC,2010,964394.26309
p36,p38,AC,2015,964394.26309
p36,p38,AC,2020,964394.26309
p36,p38,AC,2023,964394.26309
p36,p38,AC,2026,964394.26309
p36,p38,AC,2029,964394.26309
p36,p38,AC,2032,964394.26309
p36,p38,AC,2035,964394.26309
p36,p38,AC,2038,964394.26309
p36,p38,AC,2041,964394.26309
p36,p38,AC,2044,964394.26309
p36,p38,AC,2047,964394.26309
p36,p38,AC,2050,964394.26309
p37,p38,AC,2010,63058.79324
p37,p38,AC,2015,63058.79324
p37,p38,AC,2020,63058.79324
p37,p38,AC,2023,63058.79324
p37,p38,AC,2026,63058.79324
p37,p38,AC,2029,63058.79324
p37,p38,AC,2032,63058.79324
p37,p38,AC,2035,63058.79324
p37,p38,AC,2038,63058.79324
p37,p38,AC,2041,63058.79324
p37,p38,AC,2044,63058.79324
p37,p38,AC,2047,63058.79324
p37,p38,AC,2050,63058.79324
p37,p42,AC,2010,45724.392
p37,p42,AC,2015,45724.392
p37,p42,AC,2020,45724.392
p37,p42,AC,2023,45724.392
p37,p42,AC,2026,45724.392
p37,p42,AC,2029,45724.392
p37,p42,AC,2032,45724.392
p37,p42,AC,2035,45724.392
p37,p42,AC,2038,45724.392
p37,p42,AC,2041,45724.392
p37,p42,AC,2044,45724.392
p37,p42,AC,2047,45724.392
p37,p42,AC,2050,45724.392
p37,p43,AC,2010,330149.9152
p37,p43,AC,2015,330149.9152
p37,p43,AC,2020,330149.9152
p37,p43,AC,2023,330149.9152
p37,p43,AC,2026,330149.9152
p37,p43,AC,2029,330149.9152
p37,p43,AC,2032,330149.9152
p37,p43,AC,2035,642404.7952
p37,p43,AC,2038,642404.7952
p37,p43,AC,2041,642404.7952
p37,p43,AC,2044,642404.7952
p37,p43,AC,2047,642404.7952
p37,p43,AC,2050,642404.7952
p37,p43,LCC,2010,334320.0
p37,p43,LCC,2015,334320.0
p37,p43,LCC,2020,334320.0
p37,p43,LCC,2023,334320.0
p37,p43,LCC,2026,334320.0
p37,p43,LCC,2029,334320.0
p37,p43,LCC,2032,334320.0
p37,p43,LCC,2035,334320.0
p37,p43,LCC,2038,334320.0
p37,p43,LCC,2041,334320.0
p37,p43,LCC,2044,334320.0
p37,p43,LCC,2047,334320.0
p37,p43,LCC,2050,334320.0
p38,p39,AC,2010,5908.20025
p38,p39,AC,2015,5908.20025
p38,p39,AC,2020,5908.20025
p38,p39,AC,2023,5908.20025
p38,p39,AC,2026,5908.20025
p38,p39,AC,2029,5908.20025
p38,p39,AC,2032,5908.20025
p38,p39,AC,2035,5908.20025
p38,p39,AC,2038,5908.20025
p38,p39,AC,2041,5908.20025
p38,p39,AC,2044,9456.102938
p38,p39,AC,2047,432450.238484
p38,p39,AC,2050,591211.608491
p38,p40,AC,2010,218746.9285
p38,p40,AC,2015,218746.9285
p38,p40,AC,2020,218746.9285
p38,p40,AC,2023,218746.9285
p38,p40,AC,2026,218746.9285
p38,p40,AC,2029,218746.9285
p38,p40,AC,2032,218746.9285
p38,p40,AC,2035,218746.9285
p38,p40,AC,2038,218746.9285
p38,p40,AC,2041,218746.9285
p38,p40,AC,2044,218746.9285
p38,p40,AC,2047,218746.9285
p38,p40,AC,2050,218746.9285
p38,p43,AC,2010,52344.30438
p38,p43,AC,2015,52344.30438
p38,p43,AC,2020,52344.30438
p38,p43,AC,2023,52344.30438
p38,p43,AC,2026,52344.30438
p38,p43,AC,2029,52344.30438
p38,p43,AC,2032,52344.30438
p38,p43,AC,2035,52344.30438
p38,p43,AC,2038,52344.30438
p38,p43,AC,2041,52344.30438
p38,p43,AC,2044,52344.30438
p38,p43,AC,2047,52344.30438
p38,p43,AC,2050,52344.30438
p38,p44,AC,2010,230082.798575
p38,p44,AC,2015,230082.798575
p38,p44,AC,2020,230082.798575
p38,p44,AC,2023,230082.798575
p38,p44,AC,2026,230082.798575
p38,p44,AC,2029,230082.798575
p38,p44,AC,2032,230082.798575
p38,p44,AC,2035,230082.798575
p38,p44,AC,2038,230082.798575
p38,p44,AC,2041,230082.798575
p38,p44,AC,2044,230082.798575
p38,p44,AC,2047,230082.798575
p38,p44,AC,2050,230082.798575
p38,p45,AC,2010,167269.57863
p38,p45,AC,2015,167269.57863
p38,p45,AC,2020,167269.57863
p38,p45,AC,2023,167269.57863
p38,p45,AC,2026,167269.57863
p38,p45,AC,2029,167269.57863
p38,p45,AC,2032,167269.57863
p38,p45,AC,2035,167269.57863
p38,p45,AC,2038,167269.57863
p38,p45,AC,2041,167269.57863
p38,p45,AC,2044,167269.57863
p38,p45,AC,2047,167269.57863
p38,p45,AC,2050,167269.57863
p38,p68,AC,2035,734068.06
p38,p68,AC,2038,734068.06
p38,p68,AC,2041,734068.06
p38,p68,AC,2044,734068.06
p38,p68,AC,2047,734068.06
p38,p68,AC,2050,734068.06
p39,p40,AC,2010,191975.3844
p39,p40,AC,2015,191975.3844
p39,p40,AC,2020,191975.3844
p39,p40,AC,2023,191975.3844
p39,p40,AC,2026,191975.3844
p39,p40,AC,2029,191975.3844
p39,p40,AC,2032,191975.3844
p39,p40,AC,2035,191975.3844
p39,p40,AC,2038,191975.3844
p39,p40,AC,2041,191975.3844
p39,p40,AC,2044,214591.892001
p39,p40,AC,2047,438890.164989
p39,p40,AC,2050,438890.164989
p40,p41,AC,2010,316746.80352
p40,p41,AC,2015,316746.80352
p40,p41,AC,2020,316746.80352
p40,p41,AC,2023,316746.80352
p40,p41,AC,2026,316746.80352
p40,p41,AC,2029,316746.80352
p40,p41,AC,2032,316746.80352
p40,p41,AC,2035,316746.80352
p40,p41,AC,2038,316746.80352
p40,p41,AC,2041,316746.80352
p40,p41,AC,2044,316746.80352
p40,p41,AC,2047,316746.80352
p40,p41,AC,2050,316746.80352
p40,p45,AC,2010,229814.77375
p40,p45,AC,2015,229814.77375
p40,p45,AC,2020,229814.77375
p40,p45,AC,2023,229814.77375
p40,p45,AC,2026,229814.77375
p40,p45,AC,2029,229814.77375
p40,p45,AC,2032,229814.77375
p40,p45,AC,2035,229814.77375
p40,p45,AC,2038,229814.77375
p40,p45,AC,2041,229814.77375
p40,p45,AC,2044,229814.77375
p40,p45,AC,2047,229814.77375
p40,p45,AC,2050,229814.77375
p40,p52,AC,2010,209281.0
p40,p52,AC,2015,209281.0
p40,p52,AC,2020,209281.0
p40,p52,AC,2023,209281.0
p40,p52,AC,2026,209281.0
p40,p52,AC,2029,209281.0
p40,p52,AC,2032,209281.0
p40,p52,AC,2035,209281.0
p40,p52,AC,2038,209281.0
p40,p52,AC,2041,209281.0
p40,p52,AC,2044,209281.0
p40,p52,AC,2047,209281.0
p40,p52,AC,2050,209281.0
p40,p53,AC,2010,308502.215475
p40,p53,AC,2015,308502.215475
p40,p53,AC,2020,308502.215475
p40,p53,AC,2023,308502.215475
p40,p53,AC,2026,308502.215475
p40,p53,AC,2029,308502.215475
p40,p53,AC,2032,308502.215475
p40,p53,AC,2035,308502.215475
p40,p53,AC,2038,308502.215475
p40,p53,AC,2041,308502.215475
p40,p53,AC,2044,308502.215475
p40,p53,AC,2047,308502.215475
p40,p53,AC,2050,308502.215475
p41,p45,AC,2010,205463.52
p41,p45,AC,2015,205463.52
p41,p45,AC,2020,205463.52
p41,p45,AC,2023,205463.52
p41,p45,AC,2026,205463.52
p41,p45,AC,2029,205463.52
p41,p45,AC,2032,205463.52
p41,p45,AC,2035,205463.52
p41,p45,AC,2038,205463.52
p41,p45,AC,2041,205463.52
p41,p45,AC,2044,205463.52
p41,p45,AC,2047,205463.52
p41,p45,AC,2050,205463.52
p41,p53,AC,2010,33227.93125
p41,p53,AC,2015,33227.93125
p41,p53,AC,2020,33227.93125
p41,p53,AC,2023,33227.93125
p41,p53,AC,2026,33227.93125
p41,p53,AC,2029,33227.93125
p41,p53,AC,2032,33227.93125
p41,p53,AC,2035,33227.93125
p41,p53,AC,2038,33227.93125
p41,p53,AC,2041,33227.93125
p41,p53,AC,2044,33227.93125
p41,p53,AC,2047,33227.93125
p41,p53,AC,2050,33227.93125
p41,p54,AC,2010,616498.95475
p41,p54,AC,2015,616498.95475
p41,p54,AC,2020,616498.95475
p41,p54,AC,2023,616498.95475
p41,p54,AC,2026,616498.95475
p41,p54,AC,2029,616498.95475
p41,p54,AC,2032,616498.95475
p41,p54,AC,2035,616498.95475
p41,p54,AC,2038,616498.95475
p41,p54,AC,2041,616498.95475
p41,p54,AC,2044,616498.95475
p41,p54,AC,2047,616498.95475
p41,p54,AC,2050,616498.95475
p42,p43,AC,2010,275994.470725
p42,p43,AC,2015,275994.470725
p42,p43,AC,2020,275994.470725
p42,p43,AC,2023,275994.470725
p42,p43,AC,2026,275994.470725
p42,p43,AC,2029,275994.470725
p42,p43,AC,2032,275994.470725
p42,p43,AC,2035,275994.470725
p42,p43,AC,2038,275994.470725
p42,p43,AC,2041,275994.470725
p42,p43,AC,2044,275994.470725
p42,p43,AC,2047,275994.470725
p42,p43,AC,2050,275994.470725
p43,p44,AC,2010,247331.13282
p43,p44,AC,2015,247331.13282
p43,p44,AC,2020,247331.13282
p43,p44,AC,2023,247331.13282
p43,p44,AC,2026,247331.13282
p43,p44,AC,2029,247331.13282
p43,p44,AC,2032,247331.13282
p43,p44,AC,2035,247331.13282
p43,p44,AC,2038,247331.13282
p43,p44,AC,2041,247331.13282
p43,p44,AC,2044,247331.13282
p43,p44,AC,2047,247331.13282
p43,p44,AC,2050,247331.13282
p43,p46,AC,2010,514956.48316
p43,p46,AC,2015,514956.48316
p43,p46,AC,2020,514956.48316
p43,p46,AC,2023,514956.48316
p43,p46,AC,2026,514956.48316
p43,p46,AC,2029,514956.48316
p43,p46,AC,2032,514956.48316
p43,p46,AC,2035,514956.48316
p43,p46,AC,2038,514956.48316
p43,p46,AC,2041,514956.48316
p43,p46,AC,2044,514956.48316
p43,p46,AC,2047,514956.48316
p43,p46,AC,2050,514956.48316
p43,p68,AC,2010,173014.02294
p43,p68,AC,2015,173014.02294
p43,p68,AC,2020,173014.02294
p43,p68,AC,2023,173014.02294
p43,p68,AC,2026,173014.02294
p43,p68,AC,2029,173014.02294
p43,p68,AC,2032,243406.403832
p43,p68,AC,2035,871894.283832
p43,p68,AC,2038,871894.283832
p43,p68,AC,2041,871894.283832
p43,p68,AC,2044,871894.283832
p43,p68,AC,2047,871894.283832
p43,p68,AC,2050,871894.283832
p43,p76,AC,2035,826373.14
p43,p76,AC,2038,826373.14
p43,p76,AC,2041,826373.14
p43,p76,AC,2044,826373.14
p43,p76,AC,2047,826373.14
p43,p76,AC,2050,826373.14
p44,p45,AC,2010,2025.3207
p44,p45,AC,2015,2025.3207
p44,p45,AC,2020,2025.3207
p44,p45,AC,2023,2025.3207
p44,p45,AC,2026,2025.3207
p44,p45,AC,2029,2025.3207
p44,p45,AC,2032,2025.3207
p44,p45,AC,2035,2025.3207
p44,p45,AC,2038,2025.3207
p44,p45,AC,2041,2025.3207
p44,p45,AC,2044,2025.3207
p44,p45,AC,2047,2025.3207
p44,p45,AC,2050,2025.3207
p44,p68,AC,2010,119349.18
p44,p68,AC,2015,119349.18
p44,p68,AC,2020,119349.18
p44,p68,AC,2023,119349.18
p44,p68,AC,2026,119349.18
p44,p68,AC,2029,119349.18
p44,p68,AC,2032,119349.18
p44,p68,AC,2035,119349.18
p44,p68,AC,2038,119349.18
p44,p68,AC,2041,119349.18
p44,p68,AC,2044,119349.18
p44,p68,AC,2047,119349.18
p44,p68,AC,2050,119349.18
p45,p54,AC,2010,41480.319975
p45,p54,AC,2015,41480.319975
p45,p54,AC,2020,41480.319975
p45,p54,AC,2023,41480.319975
p45,p54,AC,2026,41480.319975
p45,p54,AC,2029,41480.319975
p45,p54,AC,2032,41480.319975
p45,p54,AC,2035,41480.319975
p45,p54,AC,2038,41480.319975
p45,p54,AC,2041,41480.319975
p45,p54,AC,2044,41480.319975
p45,p54,AC,2047,41480.319975
p45,p54,AC,2050,41480.319975
p45,p68,AC,2010,311807.88716
p45,p68,AC,2015,311807.88716
p45,p68,AC,2020,311807.88716
p45,p68,AC,2023,311807.88716
p45,p68,AC,2026,311807.88716
p45,p68,AC,2029,311807.88716
p45,p68,AC,2032,311807.88716
p45,p68,AC,2035,311807.88716
p45,p68,AC,2038,311807.88716
p45,p68,AC,2041,311807.88716
p45,p68,AC,2044,311807.88716
p45,p68,AC,2047,311807.88716
p45,p68,AC,2050,311807.88716
p45,p69,AC,2010,184807.93636
p45,p69,AC,2015,184807.93636
p45,p69,AC,2020,184807.93636
p45,p69,AC,2023,184807.93636
p45,p69,AC,2026,184807.93636
p45,p69,AC,2029,184807.93636
p45,p69,AC,2032,184807.93636
p45,p69,AC,2035,184807.93636
p45,p69,AC,2038,184807.93636
p45,p69,AC,2041,184807.93636
p45,p69,AC,2044,184807.93636
p45,p69,AC,2047,184807.93636
p45,p69,AC,2050,184807.93636
p45,p70,AC,2010,245156.15704
p45,p70,AC,2015,245156.15704
p45,p70,AC,2020,245156.15704
p45,p70,AC,2023,245156.15704
p45,p70,AC,2026,245156.15704
p45,p70,AC,2029,245156.15704
p45,p70,AC,2032,466153.64704
p45,p70,AC,2035,466153.64704
p45,p70,AC,2038,466153.64704
p45,p70,AC,2041,466153.64704
p45,p70,AC,2044,466153.64704
p45,p70,AC,2047,466153.64704
p45,p70,AC,2050,466153.64704
p46,p68,AC,2010,2332.75328
p46,p68,AC,2015,2332.75328
p46,p68,AC,2020,2332.75328
p46,p68,AC,2023,2332.75328
p46,p68,AC,2026,2332.75328
p46,p68,AC,2029,2332.75328
p46,p68,AC,2032,55068.960236
p46,p68,AC,2035,55068.960236
p46,p68,AC,2038,55068.960236
p46,p68,AC,2041,55068.960236
p46,p68,AC,2044,55068.960236
p46,p68,AC,2047,55068.960236
p46,p68,AC,2050,55068.960236
p46,p74,AC,2010,3517.00392
p46,p74,AC,2015,3517.00392
p46,p74,AC,2020,3517.00392
p46,p74,AC,2023,3517.00392
p46,p74,AC,2026,3517.00392
p46,p74,AC,2029,3517.00392
p46,p74,AC,2032,3517.00392
p46,p74,AC,2035,3517.00392
p46,p74,AC,2038,3517.00392
p46,p74,AC,2041,3517.00392
p46,p74,AC,2044,3517.00392
p46,p74,AC,2047,3517.00392
p46,p74,AC,2050,3517.00392
p46,p75,AC,2010,190106.28
p46,p75,AC,2015,190106.28
p46,p75,AC,2020,190106.28
p46,p75,AC,2023,190106.28
p46,p75,AC,2026,190106.28
p46,p75,AC,2029,190106.28
p46,p75,AC,2032,190106.28
p46,p75,AC,2035,190106.28
p46,p75,AC,2038,190106.28
p46,p75,AC,2041,190106.28
p46,p75,AC,2044,190106.28
p46,p75,AC,2047,190106.28
p46,p75,AC,2050,190106.28
p46,p76,AC,2010,177352.84
p46,p76,AC,2015,177352.84
p46,p76,AC,2020,177352.84
p46,p76,AC,2023,177352.84
p46,p76,AC,2026,177352.84
p46,p76,AC,2029,177352.84
p46,p76,AC,2032,177352.84
p46,p76,AC,2035,177352.84
p46,p76,AC,2038,177352.84
p46,p76,AC,2041,177352.84
p46,p76,AC,2044,177352.84
p46,p76,AC,2047,177352.84
p46,p76,AC,2050,177352.84
p46,p77,AC,2010,19867.5234
p46,p77,AC,2015,19867.5234
p46,p77,AC,2020,19867.5234
p46,p77,AC,2023,19867.5234
p46,p77,AC,2026,19867.5234
p46,p77,AC,2029,19867.5234
p46,p77,AC,2032,19867.5234
p46,p77,AC,2035,19867.5234
p46,p77,AC,2038,19867.5234
p46,p77,AC,2041,19867.5234
p46,p77,AC,2044,28007.951143
p46,p77,AC,2047,42765.6784
p46,p77,AC,2050,84731.214499
p46,p78,AC,2010,147632.14024
p46,p78,AC,2015,147632.14024
p46,p78,AC,2020,147632.14024
p46,p78,AC,2023,147632.14024
p46,p78,AC,2026,147632.14024
p46,p78,AC,2029,147632.14024
p46,p78,AC,2032,147632.14024
p46,p78,AC,2035,147632.14024
p46,p78,AC,2038,147632.14024
p46,p78,AC,2041,147632.14024
p46,p78,AC,2044,147632.14024
p46,p78,AC,2047,147632.14024
p46,p78,AC,2050,147632.14024
p47,p48,AC,2010,156067.009725
p47,p48,AC,2015,156067.009725
p47,p48,AC,2020,156067.009725
p47,p48,AC,2023,156067.009725
p47,p48,AC,2026,156067.009725
p47,p48,AC,2029,156067.009725
p47,p48,AC,2032,156067.009725
p47,p48,AC,2035,156067.009725
p47,p48,AC,2038,156067.009725
p47,p48,AC,2041,156067.009725
p47,p48,AC,2044,156067.009725
p47,p48,AC,2047,171266.687389
p47,p48,AC,2050,185936.286812
p48,p49,AC,2010,148758.836985
p48,p49,AC,2015,148758.836985
p48,p49,AC,2020,148758.836985
p48,p49,AC,2023,148758.836985
p48,p49,AC,2026,148758.836985
p48,p49,AC,2029,148758.836985
p48,p49,AC,2032,148758.836985
p48,p49,AC,2035,148758.836985
p48,p49,AC,2038,148758.836985
p48,p49,AC,2041,193193.397715
p48,p49,AC,2044,222522.073487
p48,p49,AC,2047,304812.233837
p48,p49,AC,2050,304812.233837
p48,p50,AC,2010,401128.709775
p48,p50,AC,2015,401128.709775
p48,p50,AC,2020,401128.709775
p48,p50,AC,2023,401128.709775
p48,p50,AC,2026,401128.709775
p48,p50,AC,2029,401128.709775
p48,p50,AC,2032,401128.709775
p48,p50,AC,2035,401128.709775
p48,p50,AC,2038,401128.709775
p48,p50,AC,2041,401128.709775
p48,p50,AC,2044,401128.709775
p48,p50,AC,2047,401128.709775
p48,p50,AC,2050,401128.709775
p49,p50,AC,2010,644104.7328
p49,p50,AC,2015,644104.7328
p49,p50,AC,2020,644104.7328
p49,p50,AC,2023,644104.7328
p49,p50,AC,2026,644104.7328
p49,p50,AC,2029,644104.7328
p49,p50,AC,2032,644104.7328
p49,p50,AC,2035,644104.7328
p49,p50,AC,2038,644104.7328
p49,p50,AC,2041,644104.7328
p49,p50,AC,2044,644104.7328
p49,p50,AC,2047,644104.7328
p49,p50,AC,2050,644104.7328
p49,p52,AC,2010,102905.043
p49,p52,AC,2015,102905.043
p49,p52,AC,2020,102905.043
p49,p52,AC,2023,102905.043
p49,p52,AC,2026,102905.043
p49,p52,AC,2029,102905.043
p49,p52,AC,2032,102905.043
p49,p52,AC,2035,102905.043
p49,p52,AC,2038,102905.043
p49,p52,AC,2041,102905.043
p49,p52,AC,2044,102905.043
p49,p52,AC,2047,102905.043
p49,p52,AC,2050,102905.043
p49,p53,AC,2010,10858.71224
p49,p53,AC,2015,10858.71224
p49,p53,AC,2020,10858.71224
p49,p53,AC,2023,10858.71224
p49,p53,AC,2026,10858.71224
p49,p53,AC,2029,10858.71224
p49,p53,AC,2032,10858.71224
p49,p53,AC,2035,10858.71224
p49,p53,AC,2038,10858.71224
p49,p53,AC,2041,10858.71224
p49,p53,AC,2044,10858.71224
p49,p53,AC,2047,10858.71224
p49,p53,AC,2050,10858.71224
p50,p51,AC,2010,434091.957145
p50,p51,AC,2015,434091.957145
p50,p51,AC,2020,434091.957145
p50,p51,AC,2023,434091.957145
p50,p51,AC,2026,434091.957145
p50,p51,AC,2029,434091.957145
p50,p51,AC,2032,434091.957145
p50,p51,AC,2035,434091.957145
p50,p51,AC,2038,434091.957145
p50,p51,AC,2041,434091.957145
p50,p51,AC,2044,434091.957145
p50,p51,AC,2047,434091.957145
p50,p51,AC,2050,434091.957145
p50,p53,AC,2010,795708.261555
p50,p53,AC,2015,795708.261555
p50,p53,AC,2020,795708.261555
p50,p53,AC,2023,795708.261555
p50,p53,AC,2026,795708.261555
p50,p53,AC,2029,795708.261555
p50,p53,AC,2032,795708.261555
p50,p53,AC,2035,795708.261555
p50,p53,AC,2038,795708.261555
p50,p53,AC,2041,795708.261555
p50,p53,AC,2044,795708.261555
p50,p53,AC,2047,795708.261555
p50,p53,AC,2050,795708.261555
p50,p56,AC,2010,101348.183825
