,,damage_$,damage_$,damage_$,damage_$,damage_$,damage_$,mortality,mortality,mortality,mortality,mortality,mortality
,,count,mean,std,min,50%,max,count,mean,std,min,50%,max
state_abbr,year,,,,,,,,,,,,
AL,2010,6.0,2535265566.5716667,1323747443.2729433,1207095354.15,2428101227.555,4508864031.74,6.0,365.69435,190.94129838875352,174.1151,350.2366,650.3721
AL,2015,6.0,539278228.0416666,288982605.13114387,251248068.83,515447766.655,990170446.6600001,6.0,77.78713333333333,41.68374368108827,36.240700000000004,74.34975,142.8252
AL,2020,6.0,422727832.45666665,228195671.99314502,195697020.26,403692375.07500005,782603630.1,6.0,60.975500000000004,32.91565276673091,28.2278,58.22975,112.8851
AL,2023,6.0,1067150621.335,566836635.5524857,499877527.59999996,1019455056.8050001,1938836104.6,6.0,153.92906666666667,81.76220784002024,72.104,147.0493,279.6636
AL,2026,6.0,773949536.4249998,411605932.66264576,362115323.92,739219059.55,1408196970.0,6.0,111.63683333333334,59.37124399248063,52.2326,106.62725,203.1225
AL,2029,6.0,706074675.7583333,375192684.17434084,330617159.7,674474329.315,1283421436.72,6.0,101.84638333333334,54.1189436359734,47.6892,97.2883,185.1247
AL,2032,6.0,736596824.4333333,391507030.9547657,344918529.56,703726037.86,1339329314.28,6.0,106.24896666666666,56.4721990304492,49.7521,101.5076,193.189
AL,2035,6.0,731947249.1883332,389218028.6103548,342578476.89,699217011.225,1331606466.13,6.0,105.57828333333332,56.14195934818866,49.41459999999999,100.85714999999999,192.0749
AL,2038,6.0,721491353.8650001,383863523.0502531,337495916.12,689145597.055,1313404295.8899999,6.0,104.07006666666666,55.369667645983455,48.6814,99.40435,189.4495
AL,2041,6.0,710716502.53,378404593.9718209,332197508.04,678733281.87,1294875435.19,6.0,102.51586666666667,54.58223751308356,47.917100000000005,97.90245,186.77679999999998
AL,2044,6.0,695575689.505,370159080.913381,325241643.62,664282675.79,1266535625.73,6.0,100.33193333333332,53.39285686998465,46.9139,95.81810000000002,182.689
AL,2047,6.0,554228159.6416665,298947134.76678884,257386930.89,530190824.79499996,1025404457.28,6.0,79.94353333333333,43.12103936166969,37.126200000000004,76.47635,147.9074
