eall,r,t,Value_emit,dr,Value_scc,dtau,Value
CH4,p134,2028,15482.896889,1.5,2996.0,0.9421842302867244,31909999.128345005
CH4,p134,2029,15482.896889,2.5,1857.0,0.8838542876095173,18554178.44361481
CH4,p134,2029,15482.896889,2.0,2327.0,0.905730809829916,23825645.561252132
CH4,p134,2029,15482.896889,1.5,3083.0,0.9282603254056396,32351354.289360408
CH4,p134,2030,15482.896889,2.5,1924.0,0.8622968659605048,18754739.12842108
CH4,p134,2030,15482.896889,2.0,2403.0,0.887971382186192,24121365.674768005
CH4,p134,2030,15482.896889,1.5,3169.0,0.914542192517872,32762356.972043797
CH4,p134,2031,27299.170983,2.5,2002.0,0.8412652350834192,33569386.53680166
CH4,p134,2031,27299.170983,2.0,2490.0,0.8705601786139138,43206047.043739155
CH4,p134,2031,27299.170983,1.5,3270.0,0.9010267906580018,58726192.76519267
CH4,p134,2032,27299.170983,2.5,2080.0,0.8207465708130922,34026619.23274164
CH4,p134,2032,27299.170983,2.0,2578.0,0.8534903711901114,43855889.943601675
CH4,p134,2032,27299.170983,1.5,3371.0,0.887711123800987,59645379.19328256
CH4,p134,2033,27299.170983,2.5,2157.0,0.8007283617688704,34425618.05113683
CH4,p134,2033,27299.170983,2.0,2666.0,0.8367552658726582,44463637.48674382
CH4,p134,2033,27299.170983,1.5,3471.0,0.874592240198017,60507139.62174731
CH4,p134,2034,336605.983949,2.5,2235.0,0.7811984017257273,429099132.574191
CH4,p134,2034,336605.983949,2.0,2754.0,0.8203482998751551,555240301.4793023
CH4,p134,2034,336605.983949,1.5,3572.0,0.8616672317221843,756431822.1342411
CH4,p134,2035,336605.983949,2.5,2313.0,0.7621447821714413,433243321.28296125
CH4,p134,2035,336605.983949,2.0,2842.0,0.8042630390932893,561747239.9519334
CH4,p134,2035,336605.983949,1.5,3673.0,0.848933233223827,766325410.7478163
CH4,p134,2036,336605.983949,2.5,2391.0,0.7435558850453087,436930090.2376009
CH4,p134,2036,336605.983949,2.0,2929.0,0.7884931755816562,567591749.0510732
CH4,p134,2036,336605.983949,1.5,3774.0,0.836387421895396,775761374.150138
CH4,p134,2037,267785.68216100003,2.5,2468.0,0.7254203756539598,350041219.87940395
CH4,p134,2037,267785.68216100003,2.0,3017.0,0.773032525080055,455992144.1347319
CH4,p134,2037,267785.68216100003,1.5,3875.0,0.8240270166457105,624305902.5244086
CH4,p134,2038,267785.68216100003,2.5,2546.0,0.7077271957599608,352296693.6051558
CH4,p134,2038,267785.68216100003,2.0,3105.0,0.7578750245882894,460090730.15602535
CH4,p134,2038,267785.68216100003,1.5,3975.0,0.8118492774834588,630952731.6153249
CH4,p134,2039,267785.68216100003,2.5,2624.0,0.6904655568389862,354233910.30212057
CH4,p134,2039,267785.68216100003,2.0,3193.0,0.7430147299885189,463853273.14836556
CH4,p134,2039,267785.68216100003,1.5,4076.0,0.7998515049098116,637423139.465022
CH4,p134,2040,272590.12641799997,2.5,2702.0,0.67362493350145,362251798.41971433
CH4,p134,2040,272590.12641799997,2.0,3280.0,0.7284458137142342,475530248.1588912
CH4,p134,2040,272590.12641799997,1.5,4177.0,0.7880310393200115,655110938.659791
CH4,p134,2041,272590.12641799997,2.5,2786.0,0.6571950570745855,364403426.69290113
CH4,p134,2041,272590.12641799997,2.0,3375.0,0.7141625624649355,479709046.968035
CH4,p134,2041,272590.12641799997,1.5,4285.0,0.7763852604138046,662117642.1565447
CH4,p134,2042,272590.12641799997,2.5,2871.0,0.641165909341059,366362207.56581485
CH4,p134,2042,272590.12641799997,2.0,3471.0,0.700159374965623,483680494.4157005
CH4,p134,2042,272590.12641799997,1.5,4394.0,0.7649115866145859,668926411.7895184
CH4,p134,2043,267990.853223,2.5,2955.0,0.6255277164303016,361677044.33651596
CH4,p134,2043,267990.853223,2.0,3566.0,0.6864307597702186,478955293.50746953
CH4,p134,2043,267990.853223,1.5,4502.0,0.7536074744971291,663846378.0662975
CH4,p134,2044,267990.853223,2.5,3040.0,0.6102709428588309,363005477.2095278
CH4,p134,2044,267990.853223,2.0,3661.0,0.6729713331080575,482073430.3088114
CH4,p134,2044,267990.853223,1.5,4610.0,0.7424704182237725,669725727.3473709
CH4,p134,2045,267990.853223,2.5,3124.0,0.5953862857159326,363937455.3281659
CH4,p134,2045,267990.853223,2.0,3756.0,0.6597758167726053,484885144.48529965
CH4,p134,2045,267990.853223,1.5,4718.0,0.7314979489889384,675286319.44368
CH4,p134,2046,219151.3648,2.5,3209.0,0.5808646689911537,298253664.8627951
CH4,p134,2046,219151.3648,2.0,3851.0,0.6468390360515739,398575730.06054676
