i,r,t,Value
battery_4,p5,2041,-252.930797
battery_4,p5,2044,-240.983993
battery_4,p5,2047,-251.200383
battery_4,p5,2050,-231.667299
battery_4,p6,2026,-72.671975
battery_4,p6,2029,-104.004747
battery_4,p6,2032,-260.854168
battery_4,p6,2035,-317.274768
battery_4,p6,2038,-431.979448
battery_4,p6,2041,-229.619671
battery_4,p6,2044,-216.776328
battery_4,p6,2047,-229.738844
battery_4,p6,2050,-195.618502
battery_4,p7,2026,-6.406782
battery_4,p7,2029,-9.89095
battery_4,p7,2032,-26.441967
battery_4,p7,2035,-40.441884
battery_4,p7,2038,-43.704512
battery_4,p8,2041,0.0
battery_4,p8,2044,-73526.036913
battery_4,p8,2047,-94781.733836
battery_4,p8,2050,-166792.438707
battery_4,p9,2020,-250.047972
battery_4,p9,2023,-210532.628002
battery_4,p9,2026,-360193.376711
battery_4,p9,2029,-411615.371598
battery_4,p9,2032,-439933.679222
battery_4,p9,2035,-500091.99345
battery_4,p9,2038,-48047.52803
battery_4,p9,2041,-356967.118334
battery_4,p9,2044,-504070.293451
battery_4,p9,2047,-552320.683277
battery_4,p9,2050,-546587.717884
battery_4,p10,2020,-5555.397059
battery_4,p10,2023,-796044.766465
battery_4,p10,2026,-1286292.802427
battery_4,p10,2029,-1507617.017785
battery_4,p10,2032,-1485023.952844
battery_4,p10,2035,-1556815.107616
battery_4,p10,2038,-519245.796216
battery_4,p10,2041,-248229.227998
battery_4,p10,2044,-324287.736097
battery_4,p10,2047,-491204.767618
battery_4,p10,2050,-484608.042646
battery_4,p11,2020,-11789.269416
battery_4,p11,2023,-67036.297791
battery_4,p11,2026,-121016.02562
battery_4,p11,2029,-152967.152925
battery_4,p11,2032,-163685.392138
battery_4,p11,2035,-112062.930624
battery_4,p11,2038,-73977.931874
battery_4,p11,2044,-103344.692245
battery_4,p11,2047,-103301.435514
battery_4,p11,2050,-102902.040022
battery_4,p12,2026,-80736.961685
battery_4,p12,2029,-128287.048315
battery_4,p12,2032,-117577.589706
battery_4,p12,2035,-126129.517066
battery_4,p12,2038,-135828.178683
battery_4,p12,2041,-52183.615532
battery_4,p12,2044,-11865.690378
battery_4,p12,2047,-35653.359707
battery_4,p12,2050,-103479.004451
battery_4,p13,2023,-9628.11049
battery_4,p13,2026,-55526.923185
battery_4,p13,2029,-63624.094996
battery_4,p13,2032,-103434.678568
battery_4,p13,2035,-108504.287772
battery_4,p13,2038,-108203.264435
battery_4,p13,2041,-209510.288932
battery_4,p13,2044,-249818.293012
battery_4,p13,2047,-233376.09033
battery_4,p13,2050,-224018.159631
battery_4,p15,2023,-3291.337652
battery_4,p15,2026,-4260.339459
battery_4,p15,2029,-10891.180918
battery_4,p15,2032,-12672.593011
battery_4,p15,2035,-19651.177774
battery_4,p16,2023,-64.553832
battery_4,p16,2026,-66.926575
battery_4,p16,2029,-227.316314
battery_4,p16,2032,-197.31495
battery_4,p16,2035,-334.553552
battery_4,p17,2038,0.0
battery_4,p18,2026,-2219.433066
battery_4,p18,2029,-6460.579179
battery_4,p18,2032,-8187.651287
battery_4,p18,2035,-10504.095935
battery_4,p18,2038,-12213.276466
battery_4,p20,2038,0.0
battery_4,p23,2047,-6547.883001
battery_4,p23,2050,-6152.305474
battery_4,p24,2044,-57375.735949
battery_4,p24,2047,-53958.070914
battery_4,p24,2050,-142768.589478
battery_4,p28,2023,-170677.898073
battery_4,p28,2026,-247742.424668
battery_4,p28,2029,-250467.901781
battery_4,p28,2032,-244980.297756
battery_4,p28,2035,-223151.896154
battery_4,p28,2038,-56304.124088
battery_4,p28,2044,-35057.510536
battery_4,p28,2047,-184203.712344
battery_4,p28,2050,-413292.483937
battery_4,p29,2044,-7650.971542
battery_4,p29,2047,-11449.592964
battery_4,p29,2050,-11193.382252
battery_4,p30,2029,-54996.139267
battery_4,p30,2032,-55064.319194
battery_4,p30,2035,-53659.314966
battery_4,p30,2038,-56212.321945
battery_4,p30,2041,-57466.324112
battery_4,p31,2023,-16153.42027
battery_4,p31,2026,-50192.259571
battery_4,p31,2029,-53019.007956
battery_4,p31,2032,-50197.095275
battery_4,p31,2035,-52557.557245
battery_4,p31,2038,-36322.122457
battery_4,p33,2023,-949.262219
battery_4,p33,2026,-984.910568
battery_4,p33,2029,-1163.772228
battery_4,p33,2032,-1111.571919
battery_4,p33,2035,-1143.724151
battery_4,p34,2023,-45035.770707
battery_4,p34,2026,-44733.645138
battery_4,p34,2029,-51306.790968
battery_4,p34,2032,-50805.768834
battery_4,p34,2035,-51724.20787
battery_4,p34,2050,-55219.693459
battery_4,p40,2023,-260.848227
battery_4,p40,2026,-263.424044
battery_4,p40,2029,-279.698227
battery_4,p40,2032,-269.249733
battery_4,p40,2035,-245.550009
battery_4,p43,2023,-177.082087
battery_4,p43,2026,-175.697717
battery_4,p43,2029,-159.008487
battery_4,p43,2032,-157.585119
battery_4,p43,2035,-140.599365
battery_4,p46,2050,-78689.299818
battery_4,p47,2044,-20839.551009
battery_4,p47,2047,-45262.078812
battery_4,p47,2050,-88217.328788
battery_4,p48,2026,-71902.682125
battery_4,p48,2029,-58879.077843
battery_4,p48,2032,-49188.518756
battery_4,p48,2035,-49250.960483
battery_4,p48,2038,-55236.758608
battery_4,p48,2041,-5200.703284
battery_4,p48,2044,-171837.42323
battery_4,p48,2047,-182811.69993
battery_4,p48,2050,-183468.246645
battery_4,p50,2050,-150015.842442
battery_4,p58,2047,-138091.345112
battery_4,p58,2050,-511792.793419
battery_4,p59,2047,-4907.736647
battery_4,p59,2050,-33742.696382
battery_4,p60,2023,-9110.535303
battery_4,p60,2026,-44972.952481
battery_4,p60,2029,-58125.67835
battery_4,p60,2032,-60109.947597
battery_4,p60,2035,-59136.428988
battery_4,p60,2038,-49992.355543
battery_4,p60,2041,-107518.635472
battery_4,p60,2044,-417680.564017
battery_4,p60,2047,-404880.125584
battery_4,p60,2050,-531813.600715
battery_4,p61,2023,-52203.140626
battery_4,p61,2026,-148279.524827
battery_4,p61,2029,-195736.9096
battery_4,p61,2032,-206356.259147
battery_4,p61,2035,-195477.675617
battery_4,p61,2038,-127196.42188
battery_4,p62,2023,-113052.328529
battery_4,p62,2026,-113228.570367
battery_4,p62,2029,-149674.244326
battery_4,p62,2032,-157590.05177
battery_4,p62,2035,-148751.841738
battery_4,p63,2023,-128182.791013
battery_4,p63,2026,-167341.413843
battery_4,p63,2029,-206347.440825
battery_4,p63,2032,-226961.149614
battery_4,p63,2035,-226282.678934
battery_4,p63,2038,-46785.697089
battery_4,p63,2047,-151070.062291
battery_4,p63,2050,-466300.871898
battery_4,p64,2023,-62954.432689
battery_4,p64,2026,-91314.887096
battery_4,p64,2029,-123514.91766
battery_4,p64,2032,-135328.392053
battery_4,p64,2035,-137083.82509
battery_4,p64,2038,-39112.739521
battery_4,p65,2023,-60728.494404
battery_4,p65,2026,-84909.915292
battery_4,p65,2029,-116244.380947
battery_4,p65,2032,-128994.454384
battery_4,p65,2035,-122810.172067
battery_4,p65,2038,-34686.362724
battery_4,p65,2050,-67546.792424
battery_4,p67,2023,-52001.653391
battery_4,p67,2026,-67901.574744
battery_4,p67,2029,-78391.793379
battery_4,p67,2032,-85602.89888
battery_4,p67,2035,-81459.231047
battery_4,p67,2038,-24487.859087
battery_4,p69,2029,-53751.554125
battery_4,p69,2032,-50146.359002
battery_4,p69,2035,-38662.39119
battery_4,p69,2038,-38801.638591
battery_4,p69,2041,-41936.612771
battery_4,p70,2023,-1222.886075
battery_4,p70,2026,-1253.741413
battery_4,p70,2029,-1374.412465
battery_4,p70,2032,-1234.268906
battery_4,p70,2035,-969.741143
battery_4,p71,2038,0.0
battery_4,p72,2029,-67245.422805
battery_4,p72,2032,-72121.359428
battery_4,p72,2035,-58971.138265
battery_4,p72,2038,-52454.165558
battery_4,p72,2041,-67068.131079
battery_4,p74,2026,-112927.824613
battery_4,p74,2029,-100381.819117
battery_4,p74,2032,-91163.906371
battery_4,p74,2035,-95363.224492
battery_4,p74,2038,-95492.462449
battery_4,p74,2041,-42141.199043
battery_4,p74,2044,-42192.204093
battery_4,p74,2047,-46818.028926
battery_4,p74,2050,-35816.779232
battery_4,p76,2023,-1170.161003
battery_4,p76,2026,-1144.238884
battery_4,p76,2029,-1065.446486
battery_4,p76,2032,-937.385304
battery_4,p76,2035,-943.581462
battery_4,p77,2023,-71.674243
battery_4,p77,2026,-73.067838
battery_4,p77,2029,-67.798531
battery_4,p77,2032,-57.08278
battery_4,p77,2035,-55.44048
battery_4,p77,2050,-57169.317147
battery_4,p78,2023,-70.20966
battery_4,p78,2026,-68.654333
battery_4,p78,2029,-63.939752
battery_4,p78,2032,-57.505632
battery_4,p78,2035,-57.01512
battery_4,p79,2050,-344625.283172
battery_4,p80,2050,-878296.939785
battery_4,p81,2050,-397424.868145
battery_4,p82,2050,-588755.552176
battery_4,p83,2050,-189041.94789
battery_4,p86,2047,-201735.676374
battery_4,p86,2050,-680381.589882
battery_4,p87,2023,-172.782497
battery_4,p87,2026,-92.272147
battery_4,p87,2029,-270.175637
battery_4,p87,2032,-289.202613
battery_4,p87,2035,-224.215227
battery_4,p88,2023,-5336.999337
battery_4,p88,2026,-20398.075889
battery_4,p88,2029,-30784.823263
battery_4,p88,2032,-24032.170778
battery_4,p88,2035,-24887.490521
battery_4,p88,2038,-9560.442133
battery_4,p94,2026,-3198.244946
battery_4,p94,2029,-9106.811699
battery_4,p94,2032,-6162.053396
battery_4,p94,2035,-6288.93036
battery_4,p94,2038,-5171.689905
battery_4,p95,2029,-69269.745224
battery_4,p95,2032,-66798.478723
battery_4,p95,2035,-58230.487833
battery_4,p95,2038,-45808.433594
battery_4,p95,2041,-57569.308963
battery_4,p96,2023,-10535.838873
battery_4,p96,2026,-10409.368748
battery_4,p96,2029,-37074.520544
battery_4,p96,2032,-37535.31475
battery_4,p96,2035,-36671.01707
battery_4,p96,2038,-26362.103196
battery_4,p96,2041,-26772.278487
battery_4,p97,2026,-1095.137006
battery_4,p97,2029,-1032.119624
battery_4,p97,2032,-1014.093771
battery_4,p97,2035,-832.341418
battery_4,p97,2038,-743.917565
battery_4,p98,2023,-5291.368024
battery_4,p98,2026,-16548.283914
battery_4,p98,2029,-136651.409928
battery_4,p98,2032,-128528.432748
battery_4,p98,2035,-117997.658194
battery_4,p98,2038,-118615.578753
battery_4,p98,2041,-87434.528397
battery_4,p99,2023,-2425.873946
battery_4,p99,2026,-10846.771163
battery_4,p99,2029,-25659.174132
battery_4,p99,2032,-19405.151522
battery_4,p99,2035,-26240.725754
battery_4,p99,2038,-15418.781828
battery_4,p99,2041,-12760.81322
battery_4,p99,2044,-14030.261422
battery_4,p99,2047,-107132.817652
battery_4,p99,2050,-300708.885322
battery_4,p100,2035,-593.198367
battery_4,p100,2038,-479.911675
battery_4,p100,2041,-566.570661
battery_4,p100,2044,-594.566947
battery_4,p100,2047,-733.514803
battery_4,p101,2023,-462.834656
battery_4,p101,2026,-1214.082947
battery_4,p101,2029,-7545.900773
battery_4,p101,2032,-4826.484983
battery_4,p101,2035,-5308.515417
battery_4,p101,2038,-2664.952596
battery_4,p103,2026,-84445.874704
battery_4,p103,2029,-156622.92694
battery_4,p103,2032,-201032.546101
battery_4,p103,2035,-184746.601013
battery_4,p103,2038,-179306.995876
battery_4,p103,2041,-437206.666604
battery_4,p103,2044,-435754.337015
battery_4,p103,2047,-572109.789827
battery_4,p103,2050,-548245.695961
battery_4,p104,2026,-118483.616877
battery_4,p104,2029,-147182.746701
battery_4,p104,2032,-153407.811321
battery_4,p104,2035,-130181.708985
battery_4,p104,2038,-114764.786267
battery_4,p104,2044,-887.53353
battery_4,p104,2047,-858.478251
battery_4,p104,2050,-797.575547
battery_4,p111,2023,-1838.54543
battery_4,p111,2026,-727.458086
battery_4,p111,2029,-2025.591378
battery_4,p111,2032,-919.768476
