i,v,r,t,Value
battery_4,new1,p5,2041,1426.105452
battery_4,new1,p5,2044,1358.422115
battery_4,new1,p5,2047,1417.105134
battery_4,new1,p5,2050,1306.92611
battery_4,new1,p6,2026,400.644991
battery_4,new1,p6,2029,578.784662
battery_4,new1,p6,2032,1467.598045
battery_4,new1,p6,2035,1787.625252
battery_4,new1,p6,2038,2437.071279
battery_4,new1,p6,2041,1295.807158
battery_4,new1,p6,2044,1222.889849
battery_4,new1,p6,2047,1296.997342
battery_4,new1,p6,2050,1103.993427
battery_4,new1,p7,2026,35.334415
battery_4,new1,p7,2029,55.129101
battery_4,new1,p7,2032,148.918199
battery_4,new1,p7,2035,228.251059
battery_4,new1,p7,2038,246.766285
battery_4,new1,p8,2041,0.0
battery_4,new1,p8,2044,415703.730209
battery_4,new1,p8,2047,535901.477506
battery_4,new1,p8,2050,943441.611435
battery_4,new1,p9,2020,1381.32331
battery_4,new1,p9,2023,1187470.106316
battery_4,new1,p9,2026,2033470.479122
battery_4,new1,p9,2029,2325945.236972
battery_4,new1,p9,2032,2487559.127865
battery_4,new1,p9,2035,2827135.951901
battery_4,new1,p9,2038,271668.382302
battery_4,new1,p9,2041,2018655.294062
battery_4,new1,p9,2044,2852025.692132
battery_4,new1,p9,2047,3125317.405177
battery_4,new1,p9,2050,3092718.690245
battery_4,new1,p10,2020,30761.422718
battery_4,new1,p10,2023,4502127.288251
battery_4,new1,p10,2026,7281469.519066
battery_4,new1,p10,2029,8534079.391771
battery_4,new1,p10,2032,8404853.285155
battery_4,new1,p10,2035,8812499.512311
battery_4,new1,p10,2038,2936235.78648
battery_4,new1,p10,2041,1403714.799744
battery_4,new1,p10,2044,1833899.693239
battery_4,new1,p10,2047,2778429.599431
battery_4,new1,p10,2050,2742070.587218
battery_4,new1,p11,2020,65144.163147
battery_4,new1,p11,2023,379564.360835
battery_4,new1,p11,2026,685554.556493
battery_4,new1,p11,2029,866711.26266
battery_4,new1,p11,2032,927064.938219
battery_4,new1,p11,2035,634589.902538
battery_4,new1,p11,2038,418369.32874
battery_4,new1,p11,2044,584556.177554
battery_4,new1,p11,2047,584311.807521
battery_4,new1,p11,2050,582241.392156
battery_4,new1,p12,2026,455974.229313
battery_4,new1,p12,2029,724673.931118
battery_4,new1,p12,2032,664069.350922
battery_4,new1,p12,2035,712726.107489
battery_4,new1,p12,2038,767677.079317
battery_4,new1,p12,2041,294984.41342
battery_4,new1,p12,2044,67071.225043
battery_4,new1,p12,2047,201515.338852
battery_4,new1,p12,2050,584895.759234
battery_4,new1,p13,2023,54322.445868
battery_4,new1,p13,2026,313510.624741
battery_4,new1,p13,2029,359466.916406
battery_4,new1,p13,2032,584395.498848
battery_4,new1,p13,2035,613087.384547
battery_4,new1,p13,2038,611680.006174
battery_4,new1,p13,2041,1184937.640275
battery_4,new1,p13,2044,1412463.567218
battery_4,new1,p13,2047,1319565.485974
battery_4,new1,p13,2050,1266234.247105
battery_4,new1,p15,2023,17977.16265
battery_4,new1,p15,2026,23515.832389
battery_4,new1,p15,2029,61106.07178
battery_4,new1,p15,2032,71218.208724
battery_4,new1,p15,2035,110774.502295
battery_4,new1,p16,2023,355.3593
battery_4,new1,p16,2026,369.543749
battery_4,new1,p16,2029,1278.6588
battery_4,new1,p16,2032,1108.921897
battery_4,new1,p16,2035,1886.877287
battery_4,new1,p17,2038,0.0
