ba,state_abbr,year,pollutant,tons,model,cr,md,damage_$,mortality
p1,WA,2010,SO2,62.67,AP2,ACS,3649.64,228705.2,0.033
p1,WA,2010,SO2,62.67,AP2,H6C,9375.9,587542.63,0.0847
p1,WA,2010,SO2,62.67,EASIUR,ACS,18204.36,1140779.43,0.1645
p1,WA,2010,SO2,62.67,EASIUR,H6C,46771.73,2930958.84,0.4228
p1,WA,2010,SO2,62.67,InMAP,ACS,4154.93,260369.43,0.0376
p1,WA,2010,SO2,62.67,InMAP,H6C,10674.16,668898.36,0.0965
p1,WA,2015,SO2,27.96,AP2,ACS,3649.64,102044.83,0.0147
p1,WA,2015,SO2,27.96,AP2,H6C,9375.9,262152.7,0.0378
p1,WA,2015,SO2,27.96,EASIUR,ACS,18204.36,508998.66,0.0734
p1,WA,2015,SO2,27.96,EASIUR,H6C,46771.73,1307749.85,0.1886
p1,WA,2015,SO2,27.96,InMAP,ACS,4154.93,116172.93,0.0168
p1,WA,2015,SO2,27.96,InMAP,H6C,10674.16,298452.41,0.043
p1,WA,2020,SO2,59.32,AP2,ACS,3649.64,216507.57,0.0312
p1,WA,2020,SO2,59.32,AP2,H6C,9375.9,556206.98,0.0802
p1,WA,2020,SO2,59.32,EASIUR,ACS,18204.36,1079937.77,0.1558
p1,WA,2020,SO2,59.32,EASIUR,H6C,46771.73,2774640.8,0.4002
p1,WA,2020,SO2,59.32,InMAP,ACS,4154.93,246483.04,0.0356
p1,WA,2020,SO2,59.32,InMAP,H6C,10674.16,633223.73,0.0913
p1,WA,2023,SO2,36.66,AP2,ACS,3649.64,133784.47,0.0193
p1,WA,2023,SO2,36.66,AP2,H6C,9375.9,343691.69,0.0496
p1,WA,2023,SO2,36.66,EASIUR,ACS,18204.36,667315.68,0.0963
p1,WA,2023,SO2,36.66,EASIUR,H6C,46771.73,1714507.42,0.2473
p1,WA,2023,SO2,36.66,InMAP,ACS,4154.93,152306.92,0.022
p1,WA,2023,SO2,36.66,InMAP,H6C,10674.16,391281.92,0.0564
p1,WA,2026,SO2,65.66,AP2,ACS,3649.64,239641.56,0.0346
p1,WA,2026,SO2,65.66,AP2,H6C,9375.9,615638.08,0.0888
p1,WA,2026,SO2,65.66,EASIUR,ACS,18204.36,1195329.87,0.1724
p1,WA,2026,SO2,65.66,EASIUR,H6C,46771.73,3071113.1,0.443
p1,WA,2026,SO2,65.66,InMAP,ACS,4154.93,272819.92,0.0394
p1,WA,2026,SO2,65.66,InMAP,H6C,10674.16,700884.12,0.1011
p1,WA,2029,SO2,60.93,AP2,ACS,3649.64,222386.12,0.0321
p1,WA,2029,SO2,60.93,AP2,H6C,9375.9,571308.93,0.0824
p1,WA,2029,SO2,60.93,EASIUR,ACS,18204.36,1109259.9,0.16
p1,WA,2029,SO2,60.93,EASIUR,H6C,46771.73,2849976.97,0.4111
p1,WA,2029,SO2,60.93,InMAP,ACS,4154.93,253175.47,0.0365
p1,WA,2029,SO2,60.93,InMAP,H6C,10674.16,650416.82,0.0938
p1,WA,2032,SO2,46.99,AP2,ACS,3649.64,171485.65,0.0247
p1,WA,2032,SO2,46.99,AP2,H6C,9375.9,440545.85,0.0635
p1,WA,2032,SO2,46.99,EASIUR,ACS,18204.36,855368.82,0.1234
p1,WA,2032,SO2,46.99,EASIUR,H6C,46771.73,2197664.8,0.317
p1,WA,2032,SO2,46.99,InMAP,ACS,4154.93,195227.83,0.0282
p1,WA,2032,SO2,46.99,InMAP,H6C,10674.16,501547.26,0.0723
p1,WA,2035,SO2,147.61,AP2,ACS,3649.64,538716.41,0.0777
p1,WA,2035,SO2,147.61,AP2,H6C,9375.9,1383960.03,0.1996
p1,WA,2035,SO2,147.61,EASIUR,ACS,18204.36,2687112.48,0.3876
p1,WA,2035,SO2,147.61,EASIUR,H6C,46771.73,6903890.32,0.9958
p1,WA,2035,SO2,147.61,InMAP,ACS,4154.93,613301.68,0.0885
p1,WA,2035,SO2,147.61,InMAP,H6C,10674.16,1575593.92,0.2273
p1,WA,2038,SO2,295.12,AP2,ACS,3649.64,1077071.07,0.1554
p1,WA,2038,SO2,295.12,AP2,H6C,9375.9,2766990.69,0.3991
p1,WA,2038,SO2,295.12,EASIUR,ACS,18204.36,5372420.48,0.7749
p1,WA,2038,SO2,295.12,EASIUR,H6C,46771.73,13803144.47,1.991
p1,WA,2038,SO2,295.12,InMAP,ACS,4154.93,1226191.52,0.1769
p1,WA,2038,SO2,295.12,InMAP,H6C,10674.16,3150129.78,0.4544
p1,WA,2041,SO2,290.26,AP2,ACS,3649.64,1059360.08,0.1528
p1,WA,2041,SO2,290.26,AP2,H6C,9375.9,2721491.26,0.3926
p1,WA,2041,SO2,290.26,EASIUR,ACS,18204.36,5284078.27,0.7622
p1,WA,2041,SO2,290.26,EASIUR,H6C,46771.73,13576170.39,1.9583
p1,WA,2041,SO2,290.26,InMAP,ACS,4154.93,1206028.45,0.174
p1,WA,2041,SO2,290.26,InMAP,H6C,10674.16,3098330.14,0.4469
p1,WA,2044,SO2,311.12,AP2,ACS,3649.64,1135470.26,0.1638
p1,WA,2044,SO2,311.12,AP2,H6C,9375.9,2917017.96,0.4208
p1,WA,2044,SO2,311.12,EASIUR,ACS,18204.36,5663715.13,0.817
p1,WA,2044,SO2,311.12,EASIUR,H6C,46771.73,14551556.14,2.099
p1,WA,2044,SO2,311.12,InMAP,ACS,4154.93,1292676.08,0.1865
p1,WA,2044,SO2,311.12,InMAP,H6C,10674.16,3320930.99,0.479
p1,WA,2047,SO2,362.86,AP2,ACS,3649.64,1324292.85,0.191
p1,WA,2047,SO2,362.86,AP2,H6C,9375.9,3402102.33,0.4907
p1,WA,2047,SO2,362.86,EASIUR,ACS,18204.36,6605560.44,0.9528
p1,WA,2047,SO2,362.86,EASIUR,H6C,46771.73,16971401.5,2.448
p1,WA,2047,SO2,362.86,InMAP,ACS,4154.93,1507641.15,0.2175
p1,WA,2047,SO2,362.86,InMAP,H6C,10674.16,3873183.92,0.5587
p1,WA,2050,SO2,423.31,AP2,ACS,3649.64,1544931.57,0.2228
p1,WA,2050,SO2,423.31,AP2,H6C,9375.9,3968922.2,0.5725
p1,WA,2050,SO2,423.31,EASIUR,ACS,18204.36,7706104.32,1.1116
p1,WA,2050,SO2,423.31,EASIUR,H6C,46771.73,19798984.75,2.8559
p1,WA,2050,SO2,423.31,InMAP,ACS,4154.93,1758827.29,0.2537
p1,WA,2050,SO2,423.31,InMAP,H6C,10674.16,4518490.08,0.6518
p10,CA,2010,SO2,10372.93,AP2,ACS,22816.59,236674814.39,34.1387
p10,CA,2010,SO2,10372.93,AP2,H6C,58622.06,608082280.63,87.7116
p10,CA,2010,SO2,10372.93,EASIUR,ACS,11194.08,116115334.29,16.7488
p10,CA,2010,SO2,10372.93,EASIUR,H6C,28760.03,298325649.96,43.0314
p10,CA,2010,SO2,10372.93,InMAP,ACS,18448.86,191368697.42,27.6036
p10,CA,2010,SO2,10372.93,InMAP,H6C,47399.94,491676087.36,70.9208
p10,CA,2015,SO2,7312.51,AP2,ACS,22816.59,166846543.23,24.0664
p10,CA,2015,SO2,7312.51,AP2,H6C,58622.06,428674368.17,61.8333
p10,CA,2015,SO2,7312.51,EASIUR,ACS,11194.08,81856796.6,11.8073
p10,CA,2015,SO2,7312.51,EASIUR,H6C,28760.03,210307985.57,30.3355
p10,CA,2015,SO2,7312.51,InMAP,ACS,18448.86,134907492.07,19.4595
p10,CA,2015,SO2,7312.51,InMAP,H6C,47399.94,346612527.29,49.9964
p10,CA,2020,SO2,4915.59,AP2,ACS,22816.59,112156934.14,16.1779
p10,CA,2020,SO2,4915.59,AP2,H6C,58622.06,288161815.94,41.5653
p10,CA,2020,SO2,4915.59,EASIUR,ACS,11194.08,55025457.33,7.937
p10,CA,2020,SO2,4915.59,EASIUR,H6C,28760.03,141372415.82,20.392
p10,CA,2020,SO2,4915.59,InMAP,ACS,18448.86,90686989.44,13.081
p10,CA,2020,SO2,4915.59,InMAP,H6C,47399.94,232998524.54,33.6084
p10,CA,2023,SO2,2960.18,AP2,ACS,22816.59,67541303.96,9.7424
p10,CA,2023,SO2,2960.18,AP2,H6C,58622.06,173532068.7,25.0308
p10,CA,2023,SO2,2960.18,EASIUR,ACS,11194.08,33136525.78,4.7797
p10,CA,2023,SO2,2960.18,EASIUR,H6C,28760.03,85134970.76,12.2801
p10,CA,2023,SO2,2960.18,InMAP,ACS,18448.86,54612027.03,7.8774
p10,CA,2023,SO2,2960.18,InMAP,H6C,47399.94,140312538.76,20.2391
p10,CA,2026,SO2,1507.19,AP2,ACS,22816.59,34388920.82,4.9604
p10,CA,2026,SO2,1507.19,AP2,H6C,58622.06,88354535.96,12.7445
p10,CA,2026,SO2,1507.19,EASIUR,ACS,11194.08,16871592.55,2.4336
p10,CA,2026,SO2,1507.19,EASIUR,H6C,28760.03,43346805.53,6.2525
p10,CA,2026,SO2,1507.19,InMAP,ACS,18448.86,27805928.57,4.0108
p10,CA,2026,SO2,1507.19,InMAP,H6C,47399.94,71440681.51,10.3048
p10,CA,2029,SO2,1403.88,AP2,ACS,22816.59,32031758.03,4.6204
p10,CA,2029,SO2,1403.88,AP2,H6C,58622.06,82298340.54,11.871
p10,CA,2029,SO2,1403.88,EASIUR,ACS,11194.08,15715141.89,2.2668
p10,CA,2029,SO2,1403.88,EASIUR,H6C,28760.03,40375631.25,5.8239
p10,CA,2029,SO2,1403.88,InMAP,ACS,18448.86,25899992.04,3.7359
p10,CA,2029,SO2,1403.88,InMAP,H6C,47399.94,66543833.56,9.5985
p10,CA,2032,SO2,1294.38,AP2,ACS,22816.59,29533399.34,4.26
p10,CA,2032,SO2,1294.38,AP2,H6C,58622.06,75879374.29,10.9451
p10,CA,2032,SO2,1294.38,EASIUR,ACS,11194.08,14489418.94,2.09
p10,CA,2032,SO2,1294.38,EASIUR,H6C,28760.03,37226481.31,5.3697
p10,CA,2032,SO2,1294.38,InMAP,ACS,18448.86,23879888.43,3.4445
p10,CA,2032,SO2,1294.38,InMAP,H6C,47399.94,61353660.6,8.8498
p10,CA,2035,SO2,1244.22,AP2,ACS,22816.59,28388750.3,4.0949
p10,CA,2035,SO2,1244.22,AP2,H6C,58622.06,72938458.07,10.5209
p10,CA,2035,SO2,1244.22,EASIUR,ACS,11194.08,13927841.2,2.009
p10,CA,2035,SO2,1244.22,EASIUR,H6C,28760.03,35783665.47,5.1615
p10,CA,2035,SO2,1244.22,InMAP,ACS,18448.86,22954356.93,3.311
p10,CA,2035,SO2,1244.22,InMAP,H6C,47399.94,58975728.82,8.5068
p10,CA,2038,SO2,966.67,AP2,ACS,22816.59,22056113.66,3.1814
p10,CA,2038,SO2,966.67,AP2,H6C,58622.06,56668183.85,8.174
p10,CA,2038,SO2,966.67,EASIUR,ACS,11194.08,10820978.21,1.5609
p10,CA,2038,SO2,966.67,EASIUR,H6C,28760.03,27801456.01,4.0102
p10,CA,2038,SO2,966.67,InMAP,ACS,18448.86,17833962.4,2.5724
p10,CA,2038,SO2,966.67,InMAP,H6C,47399.94,45820100.01,6.6092
p10,CA,2041,SO2,869.57,AP2,ACS,22816.59,19840730.99,2.8619
p10,CA,2041,SO2,869.57,AP2,H6C,58622.06,50976260.31,7.353
p10,CA,2041,SO2,869.57,EASIUR,ACS,11194.08,9734086.48,1.4041
p10,CA,2041,SO2,869.57,EASIUR,H6C,28760.03,25008993.81,3.6074
p10,CA,2041,SO2,869.57,InMAP,ACS,18448.86,16042665.35,2.314
p10,CA,2041,SO2,869.57,InMAP,H6C,47399.94,41217790.78,5.9454
p10,CA,2044,SO2,676.64,AP2,ACS,22816.59,15438705.0,2.2269
p10,CA,2044,SO2,676.64,AP2,H6C,58622.06,39666252.51,5.7216
p10,CA,2044,SO2,676.64,EASIUR,ACS,11194.08,7574402.87,1.0926
p10,CA,2044,SO2,676.64,EASIUR,H6C,28760.03,19460294.99,2.807
p10,CA,2044,SO2,676.64,InMAP,ACS,18448.86,12483309.11,1.8006
p10,CA,2044,SO2,676.64,InMAP,H6C,47399.94,32072876.41,4.6263
p10,CA,2047,SO2,644.6,AP2,ACS,22816.59,14707491.52,2.1215
p10,CA,2047,SO2,644.6,AP2,H6C,58622.06,37787565.21,5.4506
p10,CA,2047,SO2,644.6,EASIUR,ACS,11194.08,7215661.28,1.0408
p10,CA,2047,SO2,644.6,EASIUR,H6C,28760.03,18538609.51,2.6741
p10,CA,2047,SO2,644.6,InMAP,ACS,18448.86,11892070.14,1.7153
p10,CA,2047,SO2,644.6,InMAP,H6C,47399.94,30553829.32,4.4072
p10,CA,2050,SO2,555.44,AP2,ACS,22816.59,12673299.48,1.828
p10,CA,2050,SO2,555.44,AP2,H6C,58622.06,32561169.93,4.6967
p10,CA,2050,SO2,555.44,EASIUR,ACS,11194.08,6217663.71,0.8969
p10,CA,2050,SO2,555.44,EASIUR,H6C,28760.03,15974535.84,2.3042
p10,CA,2050,SO2,555.44,InMAP,ACS,18448.86,10247278.82,1.4781
p10,CA,2050,SO2,555.44,InMAP,H6C,47399.94,26327931.5,3.7976
p100,VA,2015,SO2,44.14,AP2,ACS,21006.2,927162.49,0.1337
p100,VA,2015,SO2,44.14,AP2,H6C,53970.57,2382129.6,0.3436
p100,VA,2015,SO2,44.14,EASIUR,ACS,18837.5,831441.3,0.1199
p100,VA,2015,SO2,44.14,EASIUR,H6C,48398.47,2136190.65,0.3081
p100,VA,2015,SO2,44.14,InMAP,ACS,19486.65,860093.25,0.1241
p100,VA,2015,SO2,44.14,InMAP,H6C,50066.35,2209806.86,0.3187
p100,VA,2020,SO2,60.26,AP2,ACS,21006.2,1265846.7,0.1826
p100,VA,2020,SO2,60.26,AP2,H6C,53970.57,3252300.36,0.4691
p100,VA,2020,SO2,60.26,EASIUR,ACS,18837.5,1135159.42,0.1637
p100,VA,2020,SO2,60.26,EASIUR,H6C,48398.47,2916522.09,0.4207
p100,VA,2020,SO2,60.26,InMAP,ACS,19486.65,1174277.67,0.1694
p100,VA,2020,SO2,60.26,InMAP,H6C,50066.35,3017029.65,0.4352
p100,VA,2023,SO2,69.05,AP2,ACS,21006.2,1450473.17,0.2092
p100,VA,2023,SO2,69.05,AP2,H6C,53970.57,3726655.37,0.5375
p100,VA,2023,SO2,69.05,EASIUR,ACS,18837.5,1300724.86,0.1876
p100,VA,2023,SO2,69.05,EASIUR,H6C,48398.47,3341903.12,0.482
p100,VA,2023,SO2,69.05,InMAP,ACS,19486.65,1345548.59,0.1941
p100,VA,2023,SO2,69.05,InMAP,H6C,50066.35,3457069.91,0.4987
p100,VA,2026,SO2,81.16,AP2,ACS,21006.2,1704796.84,0.2459
p100,VA,2026,SO2,81.16,AP2,H6C,53970.57,4380081.23,0.6318
p100,VA,2026,SO2,81.16,EASIUR,ACS,18837.5,1528791.9,0.2205
p100,VA,2026,SO2,81.16,EASIUR,H6C,48398.47,3927867.13,0.5666
p100,VA,2026,SO2,81.16,InMAP,ACS,19486.65,1581474.96,0.2281
p100,VA,2026,SO2,81.16,InMAP,H6C,50066.35,4063227.09,0.5861
p100,VA,2029,SO2,66.32,AP2,ACS,21006.2,1393057.46,0.2009
p100,VA,2029,SO2,66.32,AP2,H6C,53970.57,3579138.98,0.5163
p100,VA,2029,SO2,66.32,EASIUR,ACS,18837.5,1249236.81,0.1802
p100,VA,2029,SO2,66.32,EASIUR,H6C,48398.47,3209616.81,0.463
p100,VA,2029,SO2,66.32,InMAP,ACS,19486.65,1292286.23,0.1864
p100,VA,2029,SO2,66.32,InMAP,H6C,50066.35,3320224.83,0.4789
p100,VA,2032,SO2,52.42,AP2,ACS,21006.2,1101155.81,0.1588
p100,VA,2032,SO2,52.42,AP2,H6C,53970.57,2829165.19,0.4081
p100,VA,2032,SO2,52.42,EASIUR,ACS,18837.5,987471.38,0.1424
p100,VA,2032,SO2,52.42,EASIUR,H6C,48398.47,2537072.8,0.366
p100,VA,2032,SO2,52.42,InMAP,ACS,19486.65,1021500.21,0.1473
p100,VA,2032,SO2,52.42,InMAP,H6C,50066.35,2624503.99,0.3786
p100,VA,2035,SO2,39.68,AP2,ACS,21006.2,833606.8,0.1202
p100,VA,2035,SO2,39.68,AP2,H6C,53970.57,2141759.89,0.3089
p100,VA,2035,SO2,39.68,EASIUR,ACS,18837.5,747544.4,0.1078
p100,VA,2035,SO2,39.68,EASIUR,H6C,48398.47,1920637.5,0.277
p100,VA,2035,SO2,39.68,InMAP,ACS,19486.65,773305.21,0.1115
p100,VA,2035,SO2,39.68,InMAP,H6C,50066.35,1986825.44,0.2866
p100,VA,2038,SO2,32.02,AP2,ACS,21006.2,672666.92,0.097
p100,VA,2038,SO2,32.02,AP2,H6C,53970.57,1728262.09,0.2493
p100,VA,2038,SO2,32.02,EASIUR,ACS,18837.5,603220.11,0.087
p100,VA,2038,SO2,32.02,EASIUR,H6C,48398.47,1549830.59,0.2236
p100,VA,2038,SO2,32.02,InMAP,ACS,19486.65,624007.43,0.09
p100,VA,2038,SO2,32.02,InMAP,H6C,50066.35,1603239.98,0.2313
