i,r,t,Value
battery_4,p4,2026,0.0
battery_4,p6,2026,-96.195861
battery_4,p6,2029,-220.801473
battery_4,p6,2032,-339.490314
battery_4,p6,2035,-404.928953
battery_4,p6,2038,-437.295257
battery_4,p6,2041,-523.690615
battery_4,p6,2044,-539.710911
battery_4,p6,2047,-571.688087
battery_4,p6,2050,-490.879391
battery_4,p7,2026,-11.460976
battery_4,p7,2029,-19.005601
battery_4,p7,2032,-34.141164
battery_4,p7,2035,-44.231131
battery_4,p7,2038,-41.224906
battery_4,p8,2029,-39336.990779
battery_4,p8,2032,-34274.532858
battery_4,p8,2035,-33454.912279
battery_4,p8,2038,-32327.053991
battery_4,p8,2041,-45281.172515
battery_4,p8,2044,-20733.653259
battery_4,p8,2047,-21211.988392
battery_4,p8,2050,-53886.881582
battery_4,p9,2020,-177.038754
battery_4,p9,2023,-194992.098609
battery_4,p9,2026,-419710.936688
battery_4,p9,2029,-474158.341368
battery_4,p9,2032,-452563.277894
battery_4,p9,2035,-497613.871641
battery_4,p9,2038,-44682.962784
battery_4,p9,2041,-217188.773997
battery_4,p9,2044,-565034.566772
battery_4,p9,2047,-561593.04653
battery_4,p9,2050,-535176.65071
battery_4,p10,2020,-3515.004264
battery_4,p10,2023,-870900.17224
battery_4,p10,2026,-1523719.871951
battery_4,p10,2029,-1573090.77703
battery_4,p10,2032,-1523688.070863
battery_4,p10,2035,-1534663.644194
battery_4,p10,2038,-508812.403456
battery_4,p10,2041,-601694.316581
battery_4,p10,2044,-592218.289936
battery_4,p10,2047,-588757.997472
battery_4,p10,2050,-655709.780876
battery_4,p11,2020,-7565.885956
battery_4,p11,2023,-69404.052396
battery_4,p11,2026,-151811.525213
battery_4,p11,2029,-175656.364869
battery_4,p11,2032,-166697.080928
battery_4,p11,2035,-104795.990477
battery_4,p11,2038,-72624.457386
battery_4,p11,2041,-24707.828759
battery_4,p11,2044,-70013.623846
battery_4,p11,2047,-69381.313135
battery_4,p11,2050,-67271.361571
battery_4,p12,2029,-6866.535086
battery_4,p12,2032,-5949.6864
battery_4,p12,2035,-6382.210672
battery_4,p12,2038,-12280.042561
battery_4,p12,2041,-51586.139527
battery_4,p12,2044,-144160.398038
battery_4,p12,2047,-169356.584299
battery_4,p12,2050,-162866.776072
battery_4,p13,2023,-9979.349925
battery_4,p13,2026,-142053.371939
battery_4,p13,2029,-236123.648513
battery_4,p13,2032,-231157.164746
battery_4,p13,2035,-237126.410621
battery_4,p13,2038,-227775.508397
battery_4,p13,2041,-207025.489926
battery_4,p13,2044,-108322.459159
battery_4,p13,2047,-118526.380637
battery_4,p13,2050,-115519.826673
battery_4,p15,2023,-2069.789872
battery_4,p15,2026,-8764.30698
battery_4,p15,2029,-14679.724059
battery_4,p15,2032,-13481.956801
battery_4,p15,2035,-22726.633399
battery_4,p16,2023,-72.007367
battery_4,p16,2026,-159.283375
battery_4,p16,2029,-239.267873
battery_4,p16,2032,-211.007047
battery_4,p16,2035,-367.043111
battery_4,p18,2026,-452.750713
battery_4,p18,2029,-4258.403192
battery_4,p18,2032,-6087.811883
battery_4,p18,2035,-10829.151987
battery_4,p18,2038,-8655.574117
battery_4,p23,2038,-1747.527731
battery_4,p23,2041,-1682.543598
battery_4,p23,2044,-1682.039179
battery_4,p23,2047,-1834.460783
battery_4,p23,2050,-1620.487239
battery_4,p24,2038,-170265.481633
battery_4,p24,2041,-171104.734172
battery_4,p24,2044,-166607.797894
battery_4,p24,2047,-177443.374623
battery_4,p24,2050,-170245.436084
battery_4,p27,2044,0.0
battery_4,p28,2023,-167246.623883
battery_4,p28,2026,-221063.755506
battery_4,p28,2029,-272967.942604
