i,v,r,t,Value
battery_4,new1,p6,2026,533.947011
battery_4,new1,p6,2029,1160.500777
battery_4,new1,p6,2032,1878.262999
battery_4,new1,p6,2035,2324.730029
battery_4,new1,p6,2038,2469.906159
battery_4,new1,p6,2041,2932.489265
battery_4,new1,p6,2044,3085.511628
battery_4,new1,p6,2047,3179.674674
battery_4,new1,p6,2050,2770.942963
battery_4,new1,p7,2026,57.210055
battery_4,new1,p7,2029,104.968411
battery_4,new1,p7,2032,184.134286
battery_4,new1,p7,2035,245.757702
battery_4,new1,p7,2038,228.960653
battery_4,new1,p8,2029,222387.603577
battery_4,new1,p8,2032,192616.994797
battery_4,new1,p8,2035,188573.976347
battery_4,new1,p8,2038,179070.523439
battery_4,new1,p8,2041,254723.936082
battery_4,new1,p8,2044,119428.950518
battery_4,new1,p8,2047,120006.934387
battery_4,new1,p8,2050,305570.87922
battery_4,new1,p9,2020,967.60441
battery_4,new1,p9,2023,1099344.715547
battery_4,new1,p9,2026,2348627.1849
battery_4,new1,p9,2029,2686581.212114
battery_4,new1,p9,2032,2559205.450205
battery_4,new1,p9,2035,2804244.565601
battery_4,new1,p9,2038,252620.197221
battery_4,new1,p9,2041,1333943.976628
battery_4,new1,p9,2044,3585310.332267
battery_4,new1,p9,2047,3648018.465491
battery_4,new1,p9,2050,3425565.91869
battery_4,new1,p10,2020,19165.631588
battery_4,new1,p10,2023,4925719.729964
battery_4,new1,p10,2026,8426138.222482
battery_4,new1,p10,2029,8905987.950499
battery_4,new1,p10,2032,8623332.479937
battery_4,new1,p10,2035,8654858.783576
battery_4,new1,p10,2038,2876186.64803
battery_4,new1,p10,2041,2991893.727992
battery_4,new1,p10,2044,2992507.478699
battery_4,new1,p10,2047,2953927.592995
battery_4,new1,p10,2050,3123637.532759
battery_4,new1,p11,2020,41211.656874
battery_4,new1,p11,2023,393008.440181
battery_4,new1,p11,2026,829511.426545
battery_4,new1,p11,2029,995132.557591
battery_4,new1,p11,2032,944960.179707
battery_4,new1,p11,2035,591562.310217
battery_4,new1,p11,2038,416538.406595
battery_4,new1,p11,2041,226983.915763
battery_4,new1,p11,2044,548746.582915
battery_4,new1,p11,2047,544534.862195
