eall,r,t,Value_emit,dr,Value_scc,dtau,Value
CH4,p1,2023,121541.730998,2.5,1457.0,1.025,132527426.66787636
CH4,p1,2023,121541.730998,2.0,1874.0,1.02,169625877.11275247
CH4,p1,2023,121541.730998,1.5,2564.0,1.015,230943855.10225257
CH4,p1,2024,121541.730998,2.5,1524.0,1.0,135240670.433295
CH4,p1,2024,121541.730998,2.0,1950.0,1.0,173044164.92449167
CH4,p1,2024,121541.730998,1.5,2650.0,1.0,235162583.1025143
CH4,p1,2025,127878.751,2.5,1590.0,0.9756097560975612,144833349.82806093
CH4,p1,2025,127878.751,2.0,2025.0,0.9803921568627452,185361771.94282213
CH4,p1,2025,127878.751,1.5,2737.0,0.9852216748768474,251770053.25240123
CH4,p1,2026,127878.751,2.5,1657.0,0.9518143961927424,147255014.98088473
CH4,p1,2026,127878.751,2.0,2101.0,0.9611687812379854,188547607.28727633
CH4,p1,2026,127878.751,1.5,2823.0,0.9706617486471404,255843336.55436224
CH4,p1,2027,127878.751,2.5,1724.0,0.928599410919749,149472391.08411932
CH4,p1,2027,127878.751,2.0,2176.0,0.9423223345470444,191449260.1362158
CH4,p1,2027,127878.751,1.5,2910.0,0.9563169937410252,259830529.78723133
CH4,p1,2028,200833.29450599998,2.5,1791.0,0.9059506447997552,237920995.09750947
CH4,p1,2028,200833.29450599998,2.0,2252.0,0.9238454260265142,305070590.34013385
CH4,p1,2028,200833.29450599998,1.5,2996.0,0.9421842302867244,413914159.51249874
CH4,p1,2029,200833.29450599998,2.5,1857.0,0.8838542876095173,240671807.76297483
CH4,p1,2029,200833.29450599998,2.0,2327.0,0.905730809829916,309049587.1737069
CH4,p1,2029,200833.29450599998,1.5,3083.0,0.9282603254056396,419639109.54409933
CH4,p1,2030,200833.29450599998,2.5,1924.0,0.8622968659605048,243273340.49724242
CH4,p1,2030,200833.29450599998,2.0,2403.0,0.887971382186192,312885461.3692701
CH4,p1,2030,200833.29450599998,1.5,3169.0,0.914542192517872,424970348.48509824
CH4,p1,2031,160470.558821,2.5,2002.0,0.8412652350834192,197328271.25751537
CH4,p1,2031,160470.558821,2.0,2490.0,0.8705601786139138,253974690.94841042
CH4,p1,2031,160470.558821,1.5,3270.0,0.9010267906580018,345205536.6929908
CH4,p1,2032,160470.558821,2.5,2080.0,0.8207465708130922,200015986.0703356
CH4,p1,2032,160470.558821,2.0,2578.0,0.8534903711901114,257794611.0973313
CH4,p1,2032,160470.558821,1.5,3371.0,0.887711123800987,350608717.61259156
CH4,p1,2033,160470.558821,2.5,2157.0,0.8007283617688704,202361389.28410596
CH4,p1,2033,160470.558821,2.0,2666.0,0.8367552658726582,261367085.43843272
CH4,p1,2033,160470.558821,1.5,3471.0,0.874592240198017,355674335.81805557
CH4,p1,2034,180939.107486,2.5,2235.0,0.7811984017257273,230657854.50431696
CH4,p1,2034,180939.107486,2.0,2754.0,0.8203482998751551,298463751.03404033
CH4,p1,2034,180939.107486,1.5,3572.0,0.8616672317221843,406612197.339057
CH4,p1,2035,180939.107486,2.5,2313.0,0.7621447821714413,232885520.8025253
CH4,p1,2035,180939.107486,2.0,2842.0,0.8042630390932893,301961489.32701904
CH4,p1,2035,180939.107486,1.5,3673.0,0.848933233223827,411930394.81306624
CH4,p1,2036,180939.107486,2.5,2391.0,0.7435558850453087,234867305.7854705
CH4,p1,2036,180939.107486,2.0,2929.0,0.7884931755816562,305103145.47848064
CH4,p1,2036,180939.107486,1.5,3774.0,0.836387421895396,417002600.530435
CH4,p1,2037,357332.158738,2.5,2468.0,0.7254203756539598,467093624.040692
CH4,p1,2037,357332.158738,2.0,3017.0,0.773032525080055,608474119.737547
CH4,p1,2037,357332.158738,1.5,3875.0,0.8240270166457105,833071335.4861065
CH4,p1,2038,357332.158738,2.5,2546.0,0.7077271957599608,470103319.2898769
CH4,p1,2038,357332.158738,2.0,3105.0,0.7578750245882894,613943256.76886
CH4,p1,2038,357332.158738,1.5,3975.0,0.8118492774834588,841940838.0250498
CH4,p1,2039,357332.158738,2.5,2624.0,0.6904655568389862,472688333.6143304
CH4,p1,2039,357332.158738,2.0,3193.0,0.7430147299885189,618963979.3069274
CH4,p1,2039,357332.158738,1.5,4076.0,0.7998515049098116,850574924.7551142
CH4,p1,2040,348944.014807,2.5,2702.0,0.67362493350145,463720379.65086114
CH4,p1,2040,348944.014807,2.0,3280.0,0.7284458137142342,608728702.448613
CH4,p1,2040,348944.014807,1.5,4177.0,0.7880310393200115,838610862.7037742
CH4,p1,2041,348944.014807,2.5,2786.0,0.6571950570745855,466474690.0064268
CH4,p1,2041,348944.014807,2.0,3375.0,0.7141625624649355,614078004.1738609
CH4,p1,2041,348944.014807,1.5,4285.0,0.7763852604138046,847580179.6810526
CH4,p1,2042,348944.014807,2.5,2871.0,0.641165909341059,468982135.4187142
CH4,p1,2042,348944.014807,2.0,3471.0,0.700159374965623,619161874.360921
CH4,p1,2042,348944.014807,1.5,4394.0,0.7649115866145859,856296120.5071065
CH4,p1,2043,389582.053347,2.5,2955.0,0.6255277164303016,525774980.3268323
CH4,p1,2043,389582.053347,2.0,3566.0,0.6864307597702186,696264012.2302538
CH4,p1,2043,389582.053347,1.5,4502.0,0.7536074744971291,965042769.0486603
CH4,p1,2044,389582.053347,2.5,3040.0,0.6102709428588309,527706141.78319365
CH4,p1,2044,389582.053347,2.0,3661.0,0.6729713331080575,700796891.3306938
CH4,p1,2044,389582.053347,1.5,4610.0,0.7424704182237725,973589661.3687457
CH4,p1,2045,389582.053347,2.5,3124.0,0.5953862857159326,529060971.4154996
CH4,p1,2045,389582.053347,2.0,3756.0,0.6597758167726053,704884319.5735885
CH4,p1,2045,389582.053347,1.5,4718.0,0.7314979489889384,981673171.9089453
CH4,p1,2046,604408.158233,2.5,3209.0,0.5808646689911537,822568220.9667188
CH4,p1,2046,604408.158233,2.0,3851.0,0.6468390360515739,1099251301.227892
CH4,p1,2046,604408.158233,1.5,4827.0,0.7206876344718607,1535152831.1017694
CH4,p1,2047,604408.158233,2.5,3293.0,0.56669723804015,823512271.6273301
CH4,p1,2047,604408.158233,2.0,3946.0,0.6341559176976214,1104282980.9026585
CH4,p1,2047,604408.158233,1.5,4935.0,0.7100370782973997,1546305974.1922197
CH4,p1,2048,604408.158233,2.5,3378.0,0.5528753541855124,824164918.5062541
CH4,p1,2048,604408.158233,2.0,4041.0,0.6217214879388445,1108694713.3924756
CH4,p1,2048,604408.158233,1.5,5043.0,0.6995439195048273,1556794192.053616
CH4,p1,2049,999760.210226,2.5,3462.0,0.5393905894492803,1363085844.253023
CH4,p1,2049,999760.210226,2.0,4136.0,0.6095308705282789,1840216900.5031977
CH4,p1,2049,999760.210226,1.5,5151.0,0.6892058320244606,2591392947.792412
CH4,p1,2050,999760.210226,2.5,3547.0,0.5262347214139321,1362490450.906842
CH4,p1,2050,999760.210226,2.0,4231.0,0.597579284831646,1845573469.2108102
CH4,p1,2050,999760.210226,1.5,5260.0,0.6790205241620302,2607122421.1833344
CH4,p10,2023,4876812.271745,2.5,1457.0,1.025,5317608819.70095
CH4,p10,2023,4876812.271745,2.0,1874.0,1.02,6806168978.476973
CH4,p10,2023,4876812.271745,1.5,2564.0,1.015,9266527779.3789
CH4,p10,2024,4876812.271745,2.5,1524.0,1.0,5426476616.652493
