,,damage_$,damage_$,damage_$,damage_$,damage_$,damage_$,mortality,mortality,mortality,mortality,mortality,mortality
,,count,mean,std,min,50%,max,count,mean,std,min,50%,max
state_abbr,year,,,,,,,,,,,,
AL,2010,6.0,2535265566.5716667,1323747443.2729433,1207095354.15,2428101227.555,4508864031.74,6.0,365.69435,190.94129838875352,174.1151,350.2366,650.3721
AL,2015,6.0,539278228.0416666,288982605.13114387,251248068.83,515447766.655,990170446.6600001,6.0,77.78713333333333,41.68374368108827,36.240700000000004,74.34975,142.8252
AL,2020,6.0,422727832.45666665,228195671.99314502,195697020.26,403692375.07500005,782603630.1,6.0,60.975500000000004,32.91565276673091,28.2278,58.22975,112.8851
AL,2023,6.0,1067150265.0133333,566836413.8094804,499877385.83000004,1019454722.885,1938835324.5,6.0,153.92901666666666,81.76220812579407,72.10390000000001,147.04925,279.6635
AL,2026,6.0,775279256.985,412321202.8164128,362734280.65,740491681.5999999,1410650673.52,6.0,111.82863333333334,59.47443559990011,52.3219,106.81075000000001,203.4765
AL,2029,6.0,705839121.9699999,375039012.84691536,330533320.28,674261095.315,1282879067.09,6.0,101.81236666666666,54.09678460717112,47.677099999999996,97.2574,185.0464
AL,2032,6.0,635828528.3766667,337246920.79889846,298064450.53999996,607302482.61,1153135390.0700002,6.0,91.71385000000002,48.645494469960944,42.9938,87.59915000000001,166.3317
AL,2035,6.0,534503864.7833333,283464699.4929683,250551934.24,510470982.01,969191425.3000001,6.0,77.09841666666667,40.88785042970181,36.1402,73.6319,139.79909999999998
AL,2038,6.0,513656637.3883333,272496200.1435027,240705161.41,490534831.37000006,931746996.79,6.0,74.09141666666666,39.30569539771135,34.72,70.75630000000001,134.398
AL,2041,6.0,498257953.53833336,264482854.78809127,233310823.67999998,475719156.065,904426364.1700001,6.0,71.87021666666668,38.14976525964041,33.6535,68.61915,130.4571
AL,2044,6.0,424505525.1933333,225265236.64575076,198789673.68,405261777.495,770251190.98,6.0,61.231983333333325,32.492958056256846,28.674,58.45625,111.1034
AL,2047,6.0,291137344.46666664,157137948.5451129,135102057.13,278448990.46,539017683.97,6.0,41.99453333333333,22.666043342556872,19.4875,40.1643,77.7495
