,,damage_$,damage_$,damage_$,damage_$,damage_$,damage_$,mortality,mortality,mortality,mortality,mortality,mortality
,,count,mean,std,min,50%,max,count,mean,std,min,50%,max
state_abbr,year,,,,,,,,,,,,
AZ,2044,6.0,160769504.35666668,91599618.74019799,58804313.11,132067619.24000001,290494691.09999996,6.0,23.189866666666664,13.212590345827978,8.4823,19.04975,41.9018
AZ,2047,6.0,155353214.07833335,87002973.66710238,58585656.72,129085252.83000001,276610296.21,6.0,22.40863333333333,12.549495989029467,8.4506,18.61975,39.899
AZ,2050,6.0,197287154.99,108038732.5993624,77271892.12,165981710.55,342860100.84000003,6.0,28.457283333333333,15.58393759040592,11.145800000000001,23.94165,49.4553
CA,2010,6.0,953993941.815,491727408.4216103,432065229.51,871468588.325,1626012134.01,6.0,137.60691666666665,70.9281749375639,62.3225,125.70315,234.5409
CA,2015,6.0,549736300.8266667,265042154.10302097,300002115.61,541946287.5450001,804505056.87,6.0,79.29563333333333,38.230465961254865,43.2733,78.17195,116.0443
CA,2020,6.0,265265707.615,129956679.23885614,133750341.23,252109873.17,412591146.28,6.0,38.26271666666667,18.745338055891835,19.2927,36.36505,59.5135
CA,2023,6.0,188238774.95666668,90847138.62555432,103382289.66,187485823.405,280979466.66999996,6.0,27.152150000000002,13.104051637375367,14.9123,27.0435,40.5293
CA,2026,6.0,160238732.74,80672701.48462535,74537852.91000001,145805290.255,257215045.01,6.0,23.113250000000004,11.636460366580554,10.7515,21.03135,37.1013
CA,2029,6.0,126095815.71999998,62191051.848267704,62013474.839999996,118029406.2,197155479.68,6.0,18.1885,8.970594395467895,8.9451,17.025,28.438299999999998
CA,2032,6.0,116926640.42333333,57893509.98926584,57297494.43,109891397.96000001,186468267.07,6.0,16.86578333333333,8.350732201529796,8.2647,15.85105,26.8968
CA,2035,6.0,105925962.96999998,52763525.118302636,50963734.309999995,98553712.595,170018511.81,6.0,15.279083333333334,7.610768835384943,7.3511,14.2157,24.524
CA,2038,6.0,116476141.20666666,64827668.50343354,44753618.54,98062004.31,208495067.19,6.0,16.800866666666668,9.350896462621467,6.4555,14.1447,30.0738
CA,2041,6.0,104405893.02666666,56951669.72161647,42554054.58,91233383.37,187920699.04,6.0,15.059800000000001,8.214877133834685,6.1381000000000006,13.15975,27.106199999999998
CA,2044,6.0,117662868.04833333,64777042.703920186,47618179.25,102964955.365,214777500.32,6.0,16.97201666666667,9.343617512166617,6.8685,14.851949999999999,30.98
CA,2047,6.0,139249433.125,78783321.65611973,53915900.84,119913008.0,260300106.43,6.0,20.085749999999997,11.36394652710932,7.777,17.296599999999998,37.5464
CA,2050,6.0,135598090.7216667,75631537.83841148,53974088.16,118195249.245,251086621.29000002,6.0,19.559050000000003,10.909284823076169,7.7854,17.0488,36.217400000000005
CO,2010,6.0,1233101185.0133336,657897193.0668365,524870045.17,1098872892.13,2182043469.92,6.0,177.86623333333333,94.89701368025585,75.7089,158.50475,314.7445
CO,2015,6.0,863821981.5866667,446848551.7929475,389671883.05,788912298.21,1481693411.0900002,6.0,124.60028333333332,64.45478827815407,56.207300000000004,113.79515,213.72390000000001
CO,2020,6.0,658160610.6466666,342011577.1047239,294212294.64,598684542.83,1134316835.0,6.0,94.93509999999999,49.33282315148809,42.4381,86.3561,163.61739999999998
CO,2023,6.0,489438178.0333333,264702946.19155708,202760818.89,430761341.79499996,875107098.3299999,6.0,70.59801666666667,38.18153879096109,29.2468,62.1343,126.22800000000001
CO,2026,6.0,348963964.27,188832650.886834,144713823.94,307552209.815,625146770.25,6.0,50.33561666666666,27.237808188282454,20.874,44.36225,90.1731
CO,2029,6.0,186608499.32000002,103195618.09172639,74391665.11999999,161771785.04500002,340231401.78000003,6.0,26.91698333333333,14.885277256593733,10.7304,23.334600000000002,49.076
CO,2032,6.0,142808904.075,83909669.09466802,51013527.89,118463712.63499999,272009741.15,6.0,20.599183333333333,12.103393565015836,7.3583,17.08755,39.235600000000005
CO,2035,6.0,154242924.24166667,82836177.98692866,64171296.12,135403457.59,272195733.71,6.0,22.24846666666667,11.948524661173307,9.2563,19.53105,39.2623
CO,2038,6.0,128629517.78833334,71478520.28329079,50685623.17,110823444.015,234909078.22000003,6.0,18.553933333333333,10.310278831470402,7.311,15.9855,33.884
CO,2041,6.0,129583611.48666668,72236972.63366066,50792280.46,111425716.685,237300139.44,6.0,18.69151666666667,10.419668616307654,7.3263,16.072400000000002,34.2288
CO,2044,6.0,130708011.90499997,72915774.1811598,51166328.269999996,112331643.46000001,239486363.57,6.0,18.85375,10.517594042127696,7.3804,16.2031,34.5443
CO,2047,6.0,127049116.14333332,71049145.96725228,49508702.84,108978506.505,233197870.94,6.0,18.325983333333337,10.248356506565658,7.1413,15.71945,33.6372
CO,2050,6.0,120579582.84000002,67557819.11917739,46847993.48,103323535.49,221702288.98,6.0,17.392783333333334,9.744793811552231,6.7575,14.9037,31.9791
DC,2010,6.0,911707979.7500001,570308568.2287937,290475338.25,725893571.78,1812621083.8500001,6.0,131.50751666666665,82.26300625679605,41.8991,104.70505,261.4579
DC,2015,6.0,249897696.51333332,156446006.0117046,79625681.53999999,199118446.56,497573212.86,6.0,36.04601666666667,22.56625362344549,11.4855,28.721450000000004,71.7715
DC,2020,6.0,219092428.40666667,135962127.7386379,69739900.93,173014714.445,428694187.84,6.0,31.602583333333328,19.611588445754887,10.0595,24.956200000000003,61.8362
DC,2023,6.0,163157569.45499998,100850067.67129031,51908519.17,128253103.475,316388928.34,6.0,23.53435,14.546933074809962,7.4874,18.499650000000003,45.6369
DC,2026,6.0,162093102.79333332,100237719.82588919,51573016.25,127486421.72500001,314663912.41,6.0,23.380799999999997,14.458611570548536,7.439,18.389,45.3881
DC,2029,6.0,121075977.45333332,75006335.94831847,38531622.8,95425893.995,236004939.52,6.0,17.46441666666667,10.819132168416592,5.558,13.76455,34.042100000000005
DC,2032,6.0,200645857.25,129367470.7280435,64104660.739999995,163697504.87,418013408.67999995,6.0,28.941766666666666,18.660351524198752,9.2467,23.61225,60.2955
DC,2035,6.0,199739996.86833334,128888089.90828311,63819401.8,163050692.405,416572690.33,6.0,28.81113333333333,18.591156493845848,9.2056,23.518949999999997,60.0877
DC,2038,6.0,108873570.185,67289062.03508548,34637578.17,85570880.66499999,211068986.27,6.0,15.704233333333335,9.706001831993783,4.9962,12.343,30.4453
DC,2041,6.0,96113734.76,58886568.83713509,30536751.0,74624351.80000001,181889419.26000002,6.0,13.863733333333336,8.493989009332816,4.4047,10.764050000000001,26.2363
DC,2044,6.0,98339687.40833335,60024223.31025605,31220363.3,75828703.545,183565735.68,6.0,14.184833333333335,8.658062734276454,4.5034,10.937750000000001,26.4781
DC,2047,6.0,75065947.53000002,45546696.252660915,23735617.75,56453143.57,133410656.88,6.0,10.82775,6.569778364830888,3.4237,8.143,19.2435
DC,2050,6.0,75041453.63333334,55552500.01455869,23320148.060000002,64638803.495,178220534.07,6.0,10.82425,8.013009447080416,3.3638,9.32375,25.707
DE,2010,6.0,117403439.86166666,79870567.57472184,30568651.55,86358076.36,241976159.5,6.0,16.934633333333334,11.520775645531279,4.4093,12.45655,34.9034
DE,2015,6.0,44585671.38166667,30777845.58519523,11499352.71,33059793.755,93974149.58,6.0,6.431183333333334,4.439478585787601,1.6587,4.76865,13.555100000000001
DE,2020,6.0,79066233.67999999,52522381.298061565,20963711.619999997,57249658.455,155800961.04000002,6.0,11.40475,7.575993996763725,3.0237999999999996,8.25795,22.4732
DE,2023,6.0,38011624.620000005,26334949.660382655,9781935.780000001,28237918.41,80533130.34,6.0,5.4829333333333325,3.798643224977395,1.411,4.07315,11.616399999999999
DE,2026,6.0,54899685.19833333,36810586.34192286,14445357.84,40018443.32,110284739.02000001,6.0,7.9189,5.309673708995686,2.0836,5.772399999999999,15.9078
DE,2029,6.0,50895905.87166667,34638801.34587879,13248292.18,37446048.83,104968391.84,6.0,7.341383333333333,4.996381530434467,1.9109999999999998,5.401349999999999,15.1409
DE,2032,6.0,19400650.84166667,14017301.565942472,4875887.18,14693562.149999999,43319024.68,6.0,2.7984000000000004,2.021879903456187,0.7033,2.11945,6.2484
DE,2035,6.0,10759714.943333333,8313025.865603081,2615465.61,8363026.42,25709983.490000002,6.0,1.5520166666666668,1.1991002784032145,0.37729999999999997,1.2063000000000001,3.7085
DE,2038,6.0,10758118.813333333,8311402.833615043,2615136.17,8361644.705,25705057.9,6.0,1.5518,1.1988656488531149,0.3772,1.20615,3.7077999999999998
DE,2041,6.0,11803706.598333335,9570444.697086997,2804874.79,9329626.285,29426844.79,6.0,1.7026000000000001,1.3804735375949804,0.4046,1.3457499999999998,4.2446
DE,2044,6.0,18786850.27,13552436.079391679,4725560.9,14219192.92,41873712.97,6.0,2.7099166666666665,1.954866277182833,0.6817,2.05105,6.040100000000001
DE,2047,6.0,11963675.901666665,9839197.011088934,2824150.5100000002,9501233.25,30181474.27,6.0,1.7256833333333335,1.4191970453980896,0.4074,1.3705,4.353400000000001
DE,2050,6.0,8620455.921666665,8011190.670035446,1921855.66,6668108.970000001,23894986.919999998,6.0,1.2434333333333332,1.1555664821491956,0.2772,0.9618,3.4467
FL,2010,6.0,2125430537.7466667,1057621022.2406201,1022499594.8399999,1973330304.6950002,3390574978.36,6.0,306.57846666666666,152.55446027537403,147.4883,284.6391,489.0668
FL,2015,6.0,1574182251.5766666,789548776.8328835,737851887.1199999,1434753456.7,2502099571.9,6.0,227.0647666666667,113.88686589100021,106.42999999999999,206.95315,360.9103
FL,2020,6.0,691738042.0,343316284.8171923,333910680.78000003,641149219.87,1090448736.68,6.0,99.77836666666667,49.521019099112515,48.1642,92.4813,157.28969999999998
FL,2023,6.0,1642568634.5249999,810431465.354003,807293385.21,1537730499.57,2572767115.17,6.0,236.92904999999996,116.89908427375725,116.4465,221.80695000000003,371.10360000000003
FL,2026,6.0,1445412939.665,713439563.6953431,709405247.87,1351952951.125,2264301577.4300003,6.0,208.49080000000004,102.90868716822698,102.3269,195.00975,326.60980000000006
FL,2029,6.0,863797851.5216666,429555065.304532,413567576.73,794162263.79,1350919175.51,6.0,124.59675,61.96028884441228,59.654199999999996,114.55235,194.8605
FL,2032,6.0,844942905.3333334,420586877.9975558,403606960.12,776426315.535,1325533319.06,6.0,121.8771,60.666708391308,58.217499999999994,111.99404999999999,191.1989
FL,2035,6.0,813076829.945,405295399.84801626,387321569.59,747327847.535,1283508556.28,6.0,117.28063333333334,58.461005894824176,55.8684,107.79675,185.1372
FL,2038,6.0,1441874255.1466668,712183963.3379939,706168140.88,1347122730.875,2260852675.28,6.0,207.98036666666667,102.72754406155474,101.85990000000001,194.31310000000002,326.11220000000003
FL,2041,6.0,759626894.3366666,379018352.82159835,360840304.07,696948842.23,1199436441.77,6.0,109.57086666666667,54.670825643250225,52.048700000000004,100.52995000000001,173.01039999999998
FL,2044,6.0,882130633.4483334,445859534.33059084,404973215.26,792674591.76,1400058522.62,6.0,127.24108333333334,64.31212512552877,58.4145,114.3377,201.94850000000002
FL,2047,6.0,695019746.855,347511510.2709276,328382193.8,636051852.6850001,1100770454.42,6.0,100.25170000000001,50.12603904894142,47.3668,91.74600000000001,158.7783
FL,2050,6.0,1206542051.24,597497376.6082296,587155431.93,1124905939.1399999,1904586833.8899999,6.0,174.0352333333333,86.18482003317445,84.6932,162.25979999999998,274.7234
GA,2010,6.0,2647371315.4349995,1331719464.0111532,1319506007.03,2562091983.87,4455346663.37,6.0,381.86485,192.09126173093608,190.3295,369.5639,642.6527
GA,2015,6.0,1011429542.4966666,530584739.0711486,492376787.77,985460398.655,1813697979.6,6.0,145.89165,76.5331839622722,71.0218,142.14575000000002,261.6134
GA,2020,6.0,408990633.53999996,209414738.27511618,201653246.23999998,397052736.275,709167019.49,6.0,58.994033333333334,30.20659318676416,29.0871,57.272099999999995,102.29230000000001
GA,2023,6.0,1500684615.1533334,759755149.7691076,744887536.98,1454080869.385,2554860130.4,6.0,216.46328333333335,109.58938958732121,107.4448,209.74099999999999,368.5208
GA,2026,6.0,1546469990.875,782914584.5742604,767626283.8199999,1498437351.56,2632689471.88,6.0,223.0675,112.92993711339787,110.72470000000001,216.13920000000002,379.74699999999996
GA,2029,6.0,1610543225.6033335,815314661.4487582,799453487.7,1560507568.25,2741548715.69,6.0,232.30958333333334,117.60344739772583,115.31550000000001,225.09234999999998,395.4492
GA,2032,6.0,1626877158.4516666,823830553.6099147,807410692.4,1576418941.21,2770785208.02,6.0,234.6656833333333,118.83182687789356,116.4633,227.3874,399.66650000000004
GA,2035,6.0,1597169950.345,809655080.0158249,792141688.5999999,1547929025.175,2725181443.3500004,6.0,230.38061666666667,116.78708561195312,114.2609,223.27795,393.0884
GA,2038,6.0,1608056892.405,815614728.0896863,797276789.25,1558629243.28,2746269403.6499996,6.0,231.95096666666666,117.64672296081463,115.0016,224.82135,396.1302
GA,2041,6.0,1612088384.0016668,817807509.0875748,799187160.0899999,1562586625.295,2753994639.52,6.0,232.53248333333332,117.96304587624748,115.27709999999999,225.39225,397.2445
GA,2044,6.0,1620328782.2116668,822321073.597055,803073776.62,1570685789.455,2769957918.04,6.0,233.7211166666667,118.61407105097467,115.8378,226.56045,399.5471
GA,2047,6.0,1316172091.26,669060932.1071206,651678119.86,1276212818.8,2256159341.62,6.0,189.84866666666667,96.5073353242678,94.0001,184.08485000000002,325.4352
GA,2050,6.0,932885684.3333335,475949447.9350509,460909981.99,905121142.4100001,1608550119.8300002,6.0,134.56226666666666,68.65239629582251,66.48310000000001,130.5574,232.0222
IA,2010,6.0,1495756498.015,857781448.8515257,529791613.05,1177912527.71,2555630896.03,6.0,215.75243333333333,123.72894465392754,76.4188,169.90565,368.6319
IA,2015,6.0,1604563664.783333,933544575.8702625,552361150.95,1248943992.71,2771659630.78,6.0,231.44713333333334,134.65724979328323,79.6743,180.15144999999998,399.7925
IA,2020,6.0,755095864.335,426212983.19680727,276453201.27,608734643.485,1303159779.38,6.0,108.91723333333334,61.47825488842919,39.8763,87.8057,187.97160000000002
IA,2023,6.0,1038856550.9683332,583056475.8571814,386463106.47,850246614.515,1818023623.77,6.0,149.84776666666664,84.10185619399054,55.744499999999995,122.6421,262.2371
IA,2026,6.0,1279535993.0333335,740542918.1904738,445039993.22999996,998252210.2,2191886169.91,6.0,184.5641666666667,106.81817057419897,64.194,143.99095,316.1644
IA,2029,6.0,813024810.0133333,459581105.7974237,296819156.66999996,654612178.4749999,1404469400.3300002,6.0,117.27318333333334,66.29136911280129,42.814099999999996,94.42325,202.58489999999998
IA,2032,6.0,1686923695.2483337,941421305.4294324,633819849.73,1384974268.415,2932946652.3500004,6.0,243.32703333333333,135.7934418489003,91.4241,199.77294999999998,423.057
IA,2035,6.0,1415976300.8816667,794398064.2073178,524593159.92,1147660505.1100001,2434483227.2,6.0,204.24473333333336,114.58638924433681,75.66890000000001,165.54205,351.1572
IA,2038,6.0,1021574767.3083333,578808556.8125052,371145472.71999997,820033768.405,1763873812.6599998,6.0,147.35501666666667,83.48911732920445,53.535,118.2842,254.4265
IA,2041,6.0,1496642124.3866665,860948959.3495344,527049121.21000004,1178948569.155,2579072147.4300003,6.0,215.88018333333332,124.18587475112322,76.0231,170.05509999999998,372.0131
IA,2044,6.0,1380051475.335,790998620.2110142,489629715.23,1092272585.995,2380688049.77,6.0,199.0628,114.09608907721596,70.62559999999999,157.5526,343.3978
IA,2047,6.0,977770922.37,552755025.9170821,357014967.53999996,787851775.2950001,1691781026.13,6.0,141.03658333333334,79.73111025368746,51.496900000000004,113.642,244.0277
IA,2050,6.0,1044277933.585,586574054.5338889,387429392.69,852398030.98,1822696957.97,6.0,150.62976666666665,84.60927425621063,55.8839,122.95240000000001,262.9114
ID,2010,6.0,1600765.655,785709.7527548876,801853.07,1516373.24,2499284.6,6.0,0.23093333333333335,0.11332446631979638,0.11570000000000001,0.21885,0.3605
ID,2015,6.0,2775414.6816666666,1380998.8522079184,1420120.72,2716184.755,4583718.5,6.0,0.40033333333333326,0.19917809785884258,0.2049,0.39175,0.6612
ID,2020,6.0,4364113.876666667,2235321.500784443,2042145.51,4077643.69,7474041.16,6.0,0.6294666666666665,0.32240046939585343,0.2946,0.58815,1.0779999999999998
ID,2023,6.0,3409511.356666667,1817344.431044993,1453293.0,3039612.4450000003,6026890.43,6.0,0.49184999999999995,0.26216815023949797,0.20980000000000001,0.43845,0.8694999999999999
ID,2026,6.0,2472451.395,1222059.325797073,1263163.87,2404335.015,4017185.68,6.0,0.3566666666666667,0.17633676493195247,0.1822,0.3468,0.5796
ID,2029,6.0,2400777.726666667,1189525.4816126528,1206469.5,2310177.2,3907571.18,6.0,0.3463333333333333,0.17153845827296765,0.1741,0.3333,0.5636
ID,2032,6.0,2114625.2666666666,1039550.6238056845,1089374.09,2058960.645,3389548.72,6.0,0.30498333333333333,0.14998705833059953,0.15710000000000002,0.29695,0.489
ID,2035,6.0,2072529.1266666662,1016532.7369274105,1084316.84,2036841.4849999999,3309263.54,6.0,0.29893333333333333,0.14663322497533315,0.1565,0.2938,0.4773
ID,2038,6.0,2849134.5316666667,1401292.2751683204,1421413.4,2698047.595,4481964.7700000005,6.0,0.41100000000000003,0.20213201626659744,0.205,0.3892,0.6465000000000001
ID,2041,6.0,5134141.513333333,2616335.836388494,2320216.85,4603363.29,8340420.99,6.0,0.7405166666666666,0.37739765985849283,0.3346,0.6639499999999999,1.2029999999999998
ID,2044,6.0,7231347.716666666,3614698.6405011667,3446928.5300000003,6697036.574999999,11661798.8,6.0,1.0430333333333335,0.5214287052576475,0.49720000000000003,0.9660000000000001,1.6822000000000001
ID,2047,6.0,6153831.458333333,3166663.312091631,2733391.4299999997,5494590.465,10192821.43,6.0,0.8876333333333334,0.4567504336797795,0.3943,0.79255,1.4702
ID,2050,6.0,6042909.851666667,3010336.941213142,2876259.3400000003,5519830.4,9379251.93,6.0,0.8716333333333335,0.43425142793854654,0.4148,0.79615,1.3529
IL,2010,6.0,5787844798.491666,2854402209.496768,2898865661.79,5525337402.465,9256539875.310001,6.0,834.8562666666667,411.72768236722027,418.141,796.9914000000001,1335.1914
IL,2015,6.0,2833936530.6283336,1411199596.302454,1384060106.67,2675640556.1800003,4612639527.77,6.0,408.7756,203.55572814188255,199.6411,385.9425,665.3411
IL,2020,6.0,904374089.2866668,452612163.3474355,429579501.21999997,835835098.145,1459298638.5800002,6.0,130.44966666666667,65.28614851631751,61.9638,120.5634,210.4936
IL,2023,6.0,979914467.0016667,486562130.93365127,478717387.54,922050148.145,1577951182.47,6.0,141.34585,70.1831722577072,69.0517,132.99925,227.6086
IL,2026,6.0,778613939.79,388526152.928607,374039295.53,725286119.65,1257861072.3,6.0,112.30961666666666,56.04215199477681,53.9527,104.61735,181.43769999999998
IL,2029,6.0,403046547.40333337,202656746.0163979,188027112.5,367160287.19,645494733.38,6.0,58.13668333333333,29.231807247682557,27.1217,52.960350000000005,93.1081
IL,2032,6.0,497879473.5166667,253936610.6600722,223639177.82,440849785.11,789078933.76,6.0,71.81563333333332,36.628625148245284,32.2583,63.5895,113.8192
IL,2035,6.0,546212566.5216666,274346996.17152774,255974502.59,499673376.07000005,877894398.42,6.0,78.78741666666667,39.572627666730284,36.9225,72.0745,126.6301
IL,2038,6.0,450317618.90000004,227394669.1088389,207938927.09,408195192.82000005,724917584.59,6.0,64.95516666666667,32.80009344515145,29.9937,58.87925,104.5644
IL,2041,6.0,419633005.9583333,210831032.56875908,196069827.79999998,382393419.06,670680216.1,6.0,60.529133333333334,30.410865046076324,28.2817,55.15765,96.7409
IL,2044,6.0,566465885.0266666,280631345.19319767,274954891.29,526701411.78499997,891482238.6700001,6.0,81.70871666666667,40.479060885569794,39.6604,75.9729,128.5901
IL,2047,6.0,35212.85,17654.810724064984,17039.94,33216.575,58202.17,6.0,0.005083333333333333,0.002530941853671606,0.0025,0.0048000000000000004,0.0084
IL,2050,6.0,35212.85,17654.810724064984,17039.94,33216.575,58202.17,6.0,0.005083333333333333,0.002530941853671606,0.0025,0.0048000000000000004,0.0084
IN,2010,6.0,5873410071.935,2871797132.0436015,3111098935.5499997,5805880813.5,9297102667.26,6.0,847.1983999999999,414.23666620870733,448.7543,837.4578,1341.0421000000001
IN,2015,6.0,3918817748.0850005,1910102817.5647523,2062259652.74,3841765749.28,6127880202.4,6.0,565.2621666666668,275.51902937676493,297.46659999999997,554.1479,883.9041
IN,2020,6.0,903117787.2333335,443442876.62271655,475427491.1,892327559.32,1446923922.97,6.0,130.26845,63.9635940452614,68.577,128.712,208.7088
IN,2023,6.0,2682756071.5783334,1332462429.4572327,1347773076.2,2586556749.615,4394421061.56,6.0,386.9688833333334,192.1984711518218,194.4069,373.09285,633.8647000000001
IN,2026,6.0,1997372931.2283332,988898443.7465202,1019966536.55,1944403595.105,3258546502.71,6.0,288.1071,142.64163016118403,147.1231,280.4667,470.02250000000004
IN,2029,6.0,1586481618.8883333,777335963.074797,840266081.96,1571228609.5049999,2527154891.6400003,6.0,228.83888333333334,112.12524897537428,121.20250000000001,226.63875000000002,364.5244
IN,2032,6.0,1788099612.8383334,875978095.2263522,945103347.84,1768104869.605,2846771856.2700005,6.0,257.92086666666665,126.35370673098066,136.3245,255.0369,410.6269
IN,2035,6.0,1820449895.6083333,891825711.8533833,960884069.24,1798360819.9650002,2898073400.02,6.0,262.5871833333333,128.639682045991,138.6008,259.401,418.0268
