i,v,r,t,Value
battery_4,new1,p5,2041,1371.439751
battery_4,new1,p5,2044,1358.422115
battery_4,new1,p5,2047,1410.133027
battery_4,new1,p5,2050,1389.318002
battery_4,new1,p6,2026,400.644991
battery_4,new1,p6,2029,578.784662
battery_4,new1,p6,2032,1467.598045
battery_4,new1,p6,2035,1839.937602
battery_4,new1,p6,2038,2437.071279
battery_4,new1,p6,2041,1295.807158
battery_4,new1,p6,2044,1199.340251
battery_4,new1,p6,2047,1279.682392
battery_4,new1,p6,2050,1086.401177
battery_4,new1,p7,2026,35.334415
battery_4,new1,p7,2029,55.129101
battery_4,new1,p7,2032,148.918199
battery_4,new1,p7,2035,223.431539
battery_4,new1,p7,2038,246.766285
battery_4,new1,p8,2044,299246.381044
battery_4,new1,p8,2047,309148.795448
battery_4,new1,p8,2050,326674.234625
battery_4,new1,p9,2020,1381.32331
battery_4,new1,p9,2023,1187470.106316
battery_4,new1,p9,2026,2030269.271562
battery_4,new1,p9,2029,2323989.482274
battery_4,new1,p9,2032,2487681.160245
battery_4,new1,p9,2035,2827216.200289
battery_4,new1,p9,2038,271668.382302
battery_4,new1,p9,2041,1948475.023116
battery_4,new1,p9,2044,2506317.500972
battery_4,new1,p9,2047,3020985.327706
battery_4,new1,p9,2050,2914809.668368
battery_4,new1,p10,2020,30761.422718
battery_4,new1,p10,2023,4502127.288251
battery_4,new1,p10,2026,7285433.82618
battery_4,new1,p10,2029,8524072.512389
battery_4,new1,p10,2032,8403130.179937
battery_4,new1,p10,2035,8772896.016425
battery_4,new1,p10,2038,2938854.809963
battery_4,new1,p10,2041,1525068.906585
battery_4,new1,p10,2044,2481393.597124
battery_4,new1,p10,2047,2525430.173852
battery_4,new1,p10,2050,2517780.038925
battery_4,new1,p11,2020,65144.163147
battery_4,new1,p11,2023,379564.360835
battery_4,new1,p11,2026,685554.556493
battery_4,new1,p11,2029,866711.26266
battery_4,new1,p11,2032,927072.147497
battery_4,new1,p11,2035,613563.863061
battery_4,new1,p11,2038,418369.32874
battery_4,new1,p11,2044,607528.689222
battery_4,new1,p11,2047,637492.477214
battery_4,new1,p11,2050,629280.07572
battery_4,new1,p12,2026,455974.229313
battery_4,new1,p12,2029,724673.664564
battery_4,new1,p12,2032,663977.752046
battery_4,new1,p12,2035,712743.327855
battery_4,new1,p12,2038,772555.047616
battery_4,new1,p12,2041,295851.067773
battery_4,new1,p12,2044,312511.480301
battery_4,new1,p12,2047,294639.355133
battery_4,new1,p12,2050,998940.00226
battery_4,new1,p13,2023,54322.445868
battery_4,new1,p13,2026,313510.624741
battery_4,new1,p13,2029,359592.727997
battery_4,new1,p13,2032,585453.504229
battery_4,new1,p13,2035,612634.755403
battery_4,new1,p13,2038,611146.562142
battery_4,new1,p13,2041,1183747.914754
battery_4,new1,p13,2044,1160368.795962
battery_4,new1,p13,2047,1214918.576229
battery_4,new1,p13,2050,1185609.556089
battery_4,new1,p15,2023,17977.16265
battery_4,new1,p15,2026,23515.832389
battery_4,new1,p15,2029,61106.07178
battery_4,new1,p15,2032,71965.051608
battery_4,new1,p15,2035,108234.436979
battery_4,new1,p16,2023,355.3593
battery_4,new1,p16,2026,369.543749
battery_4,new1,p16,2029,1230.6588
battery_4,new1,p16,2032,1188.889897
battery_4,new1,p16,2035,1812.765287
battery_4,new1,p18,2026,12054.5
battery_4,new1,p18,2029,35689.653308
battery_4,new1,p18,2032,45916.902533
battery_4,new1,p18,2035,59098.186452
battery_4,new1,p18,2038,67538.170714
battery_4,new1,p23,2044,38934.210331
battery_4,new1,p23,2047,41054.88403
battery_4,new1,p23,2050,40724.177067
battery_4,new1,p24,2044,330347.954936
battery_4,new1,p24,2047,329913.090224
battery_4,new1,p24,2050,348775.802672
battery_4,new1,p28,2023,962528.865326
battery_4,new1,p28,2026,1398411.157659
battery_4,new1,p28,2029,1413449.222419
battery_4,new1,p28,2032,1383705.005361
battery_4,new1,p28,2035,1273997.583359
battery_4,new1,p28,2038,320016.834253
battery_4,new1,p28,2044,183205.292826
battery_4,new1,p28,2047,1083869.586927
battery_4,new1,p28,2050,1981881.428417
battery_4,new1,p29,2044,46877.482595
battery_4,new1,p29,2047,77606.440067
battery_4,new1,p29,2050,91983.786793
battery_4,new1,p30,2029,310466.992339
battery_4,new1,p30,2032,310467.641565
battery_4,new1,p30,2035,302836.546364
battery_4,new1,p30,2038,317223.558374
battery_4,new1,p30,2041,319418.052902
battery_4,new1,p31,2023,91177.357061
battery_4,new1,p31,2026,282645.8193
battery_4,new1,p31,2029,298173.397772
battery_4,new1,p31,2032,285143.772304
battery_4,new1,p31,2035,296477.597699
battery_4,new1,p31,2038,207073.373705
battery_4,new1,p32,2050,106727.386508
battery_4,new1,p33,2023,5355.431236
battery_4,new1,p33,2026,5557.465493
battery_4,new1,p33,2029,6480.659898
battery_4,new1,p33,2032,6337.744458
battery_4,new1,p33,2035,6372.938682
battery_4,new1,p34,2023,254135.240534
battery_4,new1,p34,2026,253068.691308
battery_4,new1,p34,2029,289883.926878
battery_4,new1,p34,2032,289042.574991
battery_4,new1,p34,2035,295378.591584
battery_4,new1,p34,2050,806311.778103
battery_4,new1,p40,2023,1473.989203
battery_4,new1,p40,2026,1488.5855
battery_4,new1,p40,2029,1557.753078
battery_4,new1,p40,2032,1521.953628
battery_4,new1,p40,2035,1436.559654
battery_4,new1,p43,2023,999.927927
battery_4,new1,p43,2026,992.252205
battery_4,new1,p43,2029,917.218099
battery_4,new1,p43,2032,899.974678
battery_4,new1,p43,2035,822.891751
battery_4,new1,p47,2047,60775.929144
battery_4,new1,p47,2050,270561.050802
battery_4,new1,p48,2026,406695.178947
battery_4,new1,p48,2029,332772.989718
battery_4,new1,p48,2032,277933.094861
battery_4,new1,p48,2035,277607.700675
battery_4,new1,p48,2038,280834.377028
battery_4,new1,p48,2041,227812.992854
battery_4,new1,p48,2044,1319127.124344
battery_4,new1,p48,2047,1464237.582803
battery_4,new1,p48,2050,1521825.844492
battery_4,new1,p50,2050,1111517.656311
battery_4,new1,p57,2050,66990.696937
battery_4,new1,p59,2047,31452.11391
battery_4,new1,p59,2050,301721.451512
battery_4,new1,p60,2023,51372.511366
battery_4,new1,p60,2026,252711.41611
battery_4,new1,p60,2029,328063.150319
battery_4,new1,p60,2032,339284.417837
battery_4,new1,p60,2035,332269.8125
battery_4,new1,p60,2038,278954.603179
battery_4,new1,p60,2041,1393244.488221
battery_4,new1,p60,2044,2401052.233636
battery_4,new1,p60,2047,2334651.333372
battery_4,new1,p60,2050,3113726.086086
battery_4,new1,p61,2023,294288.226434
battery_4,new1,p61,2026,836594.304963
battery_4,new1,p61,2029,1102132.541705
battery_4,new1,p61,2032,1162432.078558
battery_4,new1,p61,2035,1087489.67348
battery_4,new1,p61,2038,721125.651477
battery_4,new1,p62,2023,637540.442028
battery_4,new1,p62,2026,641840.575689
battery_4,new1,p62,2029,845508.587253
battery_4,new1,p62,2032,889554.374807
battery_4,new1,p62,2035,853591.723447
battery_4,new1,p63,2023,722574.410676
battery_4,new1,p63,2026,941003.458849
battery_4,new1,p63,2029,1164565.888467
battery_4,new1,p63,2032,1296482.280182
battery_4,new1,p63,2035,1282126.113186
battery_4,new1,p63,2038,261739.965015
battery_4,new1,p63,2047,955998.493864
battery_4,new1,p63,2050,2637540.708617
battery_4,new1,p64,2023,354733.342265
battery_4,new1,p64,2026,514351.708792
battery_4,new1,p64,2029,696458.919537
battery_4,new1,p64,2032,762462.718914
battery_4,new1,p64,2035,775992.429474
battery_4,new1,p64,2038,221967.587206
battery_4,new1,p65,2023,342084.074713
battery_4,new1,p65,2026,475329.841844
