,,damage_$,damage_$,damage_$,damage_$,damage_$,damage_$,mortality,mortality,mortality,mortality,mortality,mortality
,,count,mean,std,min,50%,max,count,mean,std,min,50%,max
state_abbr,year,,,,,,,,,,,,
AL,2010,6.0,2535265566.5716667,1323747443.2729433,1207095354.15,2428101227.555,4508864031.74,6.0,365.69435,190.94129838875352,174.1151,350.2366,650.3721
AL,2015,6.0,539278228.0416666,288982605.13114387,251248068.83,515447766.655,990170446.6600001,6.0,77.78713333333333,41.68374368108827,36.240700000000004,74.34975,142.8252
AL,2020,6.0,422727832.45666665,228195671.99314502,195697020.26,403692375.07500005,782603630.1,6.0,60.975500000000004,32.91565276673091,28.2278,58.22975,112.8851
AL,2023,6.0,1067150265.0133333,566836413.8094804,499877385.83000004,1019454722.885,1938835324.5,6.0,153.92901666666666,81.76220812579407,72.10390000000001,147.04925,279.6635
AL,2026,6.0,775279256.985,412321202.8164128,362734280.65,740491681.5999999,1410650673.52,6.0,111.82863333333334,59.47443559990011,52.3219,106.81075000000001,203.4765
AL,2029,6.0,706483386.4116668,375405227.3447348,330814334.51,674868720.8399999,1284146467.26,6.0,101.90531666666668,54.14961741672481,47.7176,97.3451,185.2293
AL,2032,6.0,750627333.8383332,398966227.88075787,351514257.80999994,717167551.14,1364860793.51,6.0,108.27276666666667,57.548109623641565,50.7035,103.44645000000001,196.8717
AL,2035,6.0,732393279.18,389381299.21832955,342848679.72999996,699663972.425,1332119476.81,6.0,105.6426,56.165539543745155,49.4535,100.92165,192.1489
AL,2038,6.0,721388599.7833333,383735290.1486303,337511587.88,689071935.76,1312922182.02,6.0,104.05525,55.35111128946735,48.6837,99.39375000000001,189.3798
AL,2041,6.0,710992764.87,378494791.8614941,332379452.88,679021063.015,1295153046.35,6.0,102.55573333333332,54.59523952242234,47.9434,97.94405,186.8168
AL,2044,6.0,697489586.1500001,371192800.93401295,326127499.91,666111065.585,1270083390.51,6.0,100.60798333333332,53.541953093230234,47.0415,96.08185,183.2006
AL,2047,6.0,556990036.5233333,300509443.28761464,258602539.76,532799529.4,1030785418.3100001,6.0,80.34195,43.34640916748468,37.3016,76.85255000000001,148.6837
