eall,r,t,dr,Value
CH4,p102,2020,2.0,10020525596.603199
CH4,p102,2020,1.5,14404505545.1171
CH4,p102,2023,2.5,9032722097.61112
CH4,p102,2023,2.0,11229870715.948961
CH4,p102,2023,1.5,15685199858.68958
CH4,p102,2026,2.5,8152218978.581321
CH4,p102,2026,2.0,10214828599.668161
CH4,p102,2026,1.5,13947169818.777681
CH4,p102,2029,2.5,8428816871.069681
CH4,p102,2029,2.0,10627638663.522642
CH4,p102,2029,1.5,14246532863.601473
CH4,p102,2032,2.5,9633355048.79502
CH4,p102,2032,2.0,12065075740.72386
CH4,p102,2032,1.5,15899712216.4578
CH4,p102,2035,2.5,11508903996.5734
CH4,p102,2035,2.0,14261033213.145302
CH4,p102,2035,1.5,18514323820.574604
CH4,p102,2038,2.5,13690650156.424961
CH4,p102,2038,2.0,16816861609.46688
CH4,p102,2038,1.5,21560078986.496002
CH4,p102,2041,2.5,15673578027.578363
CH4,p102,2041,2.0,19112744429.313183
CH4,p102,2041,1.5,24299683920.454224
CH4,p102,2044,2.5,18293291597.281063
CH4,p102,2044,2.0,22170015644.386982
CH4,p102,2044,1.5,28106249341.51792
CH4,p102,2047,2.5,20430202758.522602
CH4,p102,2047,2.0,24629048110.734303
CH4,p102,2047,1.5,31146658806.7047
CH4,p102,2050,2.5,23196693932.209
CH4,p102,2050,2.0,27836032718.6508
CH4,p102,2050,1.5,35126422240.2022
CH4,p103,2020,2.5,6760645252.6366005
CH4,p103,2020,2.0,8320794157.0912
CH4,p103,2020,1.5,11961141600.8186
CH4,p103,2023,2.5,6163124094.46696
CH4,p103,2023,2.0,7662262387.71568
CH4,p103,2023,1.5,10702181704.58114
CH4,p103,2026,2.5,6464718527.78382
CH4,p103,2026,2.0,8100370203.48816
CH4,p103,2026,1.5,11060120854.76268
CH4,p103,2029,2.5,5705437068.177759
CH4,p103,2029,2.0,7193811955.52848
CH4,p103,2029,1.5,9643428957.62654
CH4,p103,2032,2.5,5960798600.29858
CH4,p103,2032,2.0,7465466208.14094
CH4,p103,2032,1.5,9838211282.0462
CH4,p103,2035,2.5,4430980470.7565
CH4,p103,2035,2.0,5490562757.24175
CH4,p103,2035,1.5,7128099018.1735
CH4,p103,2038,2.5,2811327339.3533797
CH4,p103,2038,2.0,3453283975.8986397
CH4,p103,2038,1.5,4427287148.588
CH4,p103,2041,2.5,1476161919.18302
CH4,p103,2041,2.0,1800067951.8095102
CH4,p103,2041,1.5,2288581968.22979
CH4,p103,2044,2.5,1542993954.5975802
CH4,p103,2044,2.0,1869986050.93614
CH4,p103,2044,1.5,2370692698.4545603
CH4,p103,2047,2.5,1494902305.84498
CH4,p103,2047,2.0,1802136828.8253899
CH4,p103,2047,1.5,2279038177.92931
CH4,p103,2050,2.5,1565882095.967
CH4,p103,2050,2.0,1879058515.1604
CH4,p103,2050,1.5,2371192888.1786
CH4,p104,2020,2.5,752097247.0895
CH4,p104,2020,2.0,925658150.2639999
CH4,p104,2020,1.5,1330633591.0045
CH4,p104,2023,2.5,1260947244.71472
CH4,p104,2023,2.0,1567664142.07776
CH4,p104,2023,1.5,2189617850.61948
CH4,p104,2026,2.5,1184886082.19332
CH4,p104,2026,2.0,1484676536.72416
CH4,p104,2026,1.5,2027154502.0656798
CH4,p104,2029,2.5,779098261.31136
CH4,p104,2029,2.0,982341286.0012801
CH4,p104,2029,1.5,1316845430.80344
CH4,p104,2032,2.5,750829609.33074
CH4,p104,2032,2.0,940359413.62782
CH4,p104,2032,1.5,1239233335.7886
CH4,p104,2035,2.5,778292127.1072999
CH4,p104,2035,2.0,964405461.85035
CH4,p104,2035,1.5,1252035160.9987
CH4,p104,2038,2.5,222168127.41546
CH4,p104,2038,2.0,272899432.10088
CH4,p104,2038,1.5,349871066.796
CH4,p104,2041,2.5,243522968.44186
CH4,p104,2041,2.0,296957864.39493
CH4,p104,2041,1.5,377548199.27497
CH4,p104,2044,2.5,263920191.2058
CH4,p104,2044,2.0,319850297.9514
CH4,p104,2044,1.5,405493273.9056
CH4,p104,2047,2.5,286088837.07436
CH4,p104,2047,2.0,344886236.10498
CH4,p104,2047,1.5,436153840.57042
CH4,p104,2050,2.5,307301714.783
CH4,p104,2050,2.0,368762057.7396
CH4,p104,2050,1.5,465342596.6714
CH4,p105,2020,2.5,2915442839.8667
CH4,p105,2020,2.0,3588237341.3744
CH4,p105,2020,1.5,5158091178.2257
CH4,p105,2023,2.5,2447190172.86732
CH4,p105,2023,2.0,3042452647.34856
CH4,p105,2023,1.5,4249512665.04663
CH4,p105,2026,2.5,2678296756.30396
CH4,p105,2026,2.0,3355938104.28448
CH4,p105,2026,1.5,4582146257.77304
CH4,p105,2029,2.5,3691192319.7779202
CH4,p105,2029,2.0,4654112055.37216
CH4,p105,2029,1.5,6238917453.537681
CH4,p105,2032,2.5,3927889508.2108397
CH4,p105,2032,2.0,4919395597.66212
CH4,p105,2032,1.5,6482924431.027599
CH4,p105,2035,2.5,4383636604.4902
CH4,p105,2035,2.0,5431897531.6509
CH4,p105,2035,1.5,7051937146.3538
CH4,p105,2038,2.5,7122667862.118639
CH4,p105,2038,2.0,8749103830.633919
CH4,p105,2038,1.5,11216799782.863998
CH4,p105,2041,2.5,9081461732.04612
CH4,p105,2041,2.0,11074156572.531061
CH4,p105,2041,1.5,14079532397.52474
CH4,p105,2044,2.5,10873718302.612501
CH4,p105,2044,2.0,13178082446.212502
CH4,p105,2044,1.5,16706640041.1
CH4,p105,2047,2.5,21379192530.984818
CH4,p105,2047,2.0,25773075658.51851
CH4,p105,2047,1.5,32593431557.97379
CH4,p105,2050,2.5,28153316235.492
CH4,p105,2050,2.0,33783979482.5904
CH4,p105,2050,1.5,42632164585.1736
CH4,p106,2020,2.5,948340293.7281001
CH4,p106,2020,2.0,1167188053.8192
CH4,p106,2020,1.5,1677832827.3651001
CH4,p106,2023,2.5,193564137.52383998
CH4,p106,2023,2.0,240647306.11071998
CH4,p106,2023,1.5,336121509.07856
CH4,p106,2026,2.5,198190114.56148002
CH4,p106,2026,2.0,248334601.37824
CH4,p106,2026,1.5,339072244.18952
CH4,p106,2029,2.5,138398347.61864
CH4,p106,2029,2.0,174502264.38872
CH4,p106,2029,1.5,233923294.07281
CH4,p106,2032,2.5,333066824.3464
CH4,p106,2032,2.0,417141945.0552
CH4,p106,2032,1.5,549721943.096
CH4,p106,2035,2.5,2446964147.5004997
CH4,p106,2035,2.0,3032107747.98975
CH4,p106,2035,1.5,3936420585.1094995
CH4,p106,2038,2.5,5150858289.97478
CH4,p106,2038,2.0,6327038529.41784
CH4,p106,2038,1.5,8111587858.228
CH4,p106,2041,2.5,5102460190.32978
CH4,p106,2041,2.0,6222064764.466889
CH4,p106,2041,1.5,7910648712.345809
CH4,p106,2044,2.5,5735146969.8657
CH4,p106,2044,2.0,6950542354.2081
CH4,p106,2044,1.5,8811616536.482399
CH4,p106,2047,2.5,6766996385.01324
CH4,p106,2047,2.0,8157759445.73682
CH4,p106,2047,1.5,10316555838.50178
CH4,p106,2050,2.5,8492259340.309499
CH4,p106,2050,2.0,10190711208.371399
CH4,p106,2050,1.5,12859707001.040098
CH4,p107,2020,2.5,2673809560.0657997
CH4,p107,2020,2.0,3290842535.4655995
CH4,p107,2020,1.5,4730586144.731799
CH4,p107,2023,2.5,4882926278.55772
CH4,p107,2023,2.0,6070665103.07176
CH4,p107,2023,1.5,8479135497.22523
CH4,p107,2026,2.5,4831844305.73654
CH4,p107,2026,2.0,6054359130.079519
CH4,p107,2026,1.5,8266528812.22396
CH4,p107,2029,2.5,5065090372.74936
CH4,p107,2029,2.0,6386418296.07528
CH4,p107,2029,1.5,8561103836.54919
CH4,p107,2032,2.5,6193902596.49912
CH4,p107,2032,2.0,7757411989.790159
CH4,p107,2032,1.5,10222946033.056799
CH4,p107,2035,2.5,6769258636.253799
CH4,p107,2035,2.0,8387994397.0971
CH4,p107,2035,1.5,10889676936.5822
CH4,p107,2038,2.5,6463517493.6478195
CH4,p107,2038,2.0,7939438811.094959
CH4,p107,2038,1.5,10178767706.532
CH4,p107,2041,2.5,6529879483.27382
CH4,p107,2041,2.0,7962694765.57491
CH4,p107,2041,1.5,10123662076.58639
CH4,p107,2044,2.5,6890115240.924779
CH4,p107,2044,2.0,8350272113.173739
CH4,p107,2044,1.5,10586137323.804958
CH4,p107,2047,2.5,7804303740.21194
CH4,p107,2047,2.0,9408255735.89967
CH4,p107,2047,1.5,11897972266.51943
CH4,p107,2050,2.5,8169566478.580501
CH4,p107,2050,2.0,9803479774.2966
CH4,p107,2050,1.5,12371057810.421902
CH4,p108,2020,2.5,1196713785.3359
CH4,p108,2020,2.0,1472878505.0288
CH4,p108,2020,1.5,2117262850.9789002
CH4,p108,2023,2.5,931693768.0129999
CH4,p108,2023,2.0,1158321981.8539999
CH4,p108,2023,1.5,1617873637.6982498
CH4,p108,2026,2.5,1252813258.91348
CH4,p108,2026,2.0,1569790107.55424
CH4,p108,2026,1.5,2143367262.2375202
CH4,p108,2029,2.5,1744971622.6912801
CH4,p108,2029,2.0,2200181611.2194405
CH4,p108,2029,1.5,2949381384.0053706
CH4,p108,2032,2.5,1900530673.0519
CH4,p108,2032,2.0,2380276279.8417
CH4,p108,2032,1.5,3136798198.2409997
CH4,p108,2035,2.5,2154120022.0582
CH4,p108,2035,2.0,2669235679.5069
CH4,p108,2035,1.5,3465323513.7458
CH4,p108,2038,2.5,1703018122.03162
CH4,p108,2038,2.0,2091896275.88136
CH4,p108,2038,1.5,2681918302.412
CH4,p108,2041,2.5,1570547651.5659
CH4,p108,2041,2.0,1915164222.59295
CH4,p108,2041,1.5,2434913805.1255503
CH4,p108,2044,2.5,1688768883.9185
CH4,p108,2044,2.0,2046653680.5105
CH4,p108,2044,1.5,2594664775.292
CH4,p108,2047,2.5,1961853721.20978
CH4,p108,2047,2.0,2365056786.61179
CH4,p108,2047,1.5,2990924231.4149103
CH4,p108,2050,2.5,2575632675.0315
CH4,p108,2050,2.0,3090759210.0378
CH4,p108,2050,1.5,3900243765.0477
CH4,p109,2020,2.5,6605477311.223701
CH4,p109,2020,2.0,8129818229.1984005
CH4,p109,2020,1.5,11686613704.4727
CH4,p109,2023,2.5,5654254809.11468
CH4,p109,2023,2.0,7029614087.007441
CH4,p109,2023,1.5,9818537067.178871
CH4,p109,2026,2.5,6091114648.44492
CH4,p109,2026,2.0,7632240041.424959
CH4,p109,2026,1.5,10420943133.48408
CH4,p109,2029,2.5,7862662943.94904
