RPSCat,i,st,ast,t,Value
RPS_All,distpv,CT,CT,2029,1208590.3401
RPS_All,distpv,CT,CT,2032,1386054.23814
RPS_All,distpv,CT,CT,2035,1370049.53646
RPS_All,distpv,CT,CT,2038,1391467.59312
RPS_All,distpv,CT,CT,2041,1424889.17604
RPS_All,distpv,CT,CT,2044,1467607.60773
RPS_All,distpv,CT,CT,2047,1528566.69207
RPS_All,distpv,CT,CT,2050,1602706.11897
RPS_All,distpv,RI,RI,2026,523250.52774
RPS_All,distpv,RI,RI,2029,710750.60388
RPS_All,distpv,RI,RI,2032,946839.91791
RPS_All,distpv,RI,RI,2035,866803.63068
RPS_All,distpv,RI,RI,2038,870941.40033
RPS_All,distpv,RI,RI,2041,874488.06003
RPS_All,distpv,RI,RI,2044,878507.60769
RPS_All,distpv,RI,RI,2047,882763.59933
RPS_All,distpv,RI,RI,2050,887137.81296
RPS_All,distpv,ME,CT,2026,2775794.407113
RPS_All,distpv,ME,CT,2029,3309209.78514
RPS_All,distpv,ME,CT,2038,828180.468219
RPS_All,distpv,ME,RI,2026,421518.245967
RPS_All,distpv,ME,ME,2032,3364340.20566
RPS_All,distpv,ME,ME,2035,3060745.28718
RPS_All,distpv,ME,ME,2038,2243011.907781
RPS_All,distpv,ME,ME,2041,3084030.96708
RPS_All,distpv,ME,ME,2044,3098002.37502
RPS_All,distpv,ME,ME,2047,3114491.15376
RPS_All,distpv,ME,ME,2050,3132993.82914
RPS_All,H2-CT,CA,CA,2035,-0.0
RPS_All,H2-CT,NM,NM,2029,106834.633913
RPS_All,H2-CT,NM,NM,2032,106834.633913
RPS_All,H2-CT,NM,NM,2035,106834.633913
RPS_All,H2-CT,NM,NM,2038,106834.633913
RPS_All,H2-CT,NM,NM,2041,43904.992769
RPS_All,H2-CT,NM,NM,2044,43904.992769
RPS_All,H2-CT,NM,NM,2047,43904.992769
RPS_All,H2-CT,NM,NM,2050,1783.280699
RPS_All,H2-CT,CO,CO,2035,0.0
RPS_All,H2-CT,CO,CO,2041,0.0
RPS_All,H2-CT,MN,MN,2032,-0.0
RPS_All,H2-CT,IA,IA,2032,-0.0
RPS_All,H2-CT,IA,IA,2038,-0.0
RPS_All,H2-CT,WI,WI,2035,0.0
RPS_All,H2-CT,TX,TX,2029,0.0
RPS_All,H2-CT,TX,TX,2032,-0.0
RPS_All,H2-CT,TX,TX,2035,0.0
RPS_All,H2-CT,TX,TX,2041,0.0
RPS_All,H2-CT,TX,TX,2044,0.0
RPS_All,H2-CT,TX,TX,2050,0.0
RPS_All,H2-CT,MD,MD,2032,0.0
RPS_All,H2-CT,NY,NY,2038,0.0
RPS_All,H2-CT,NY,NY,2041,1067179.321897
RPS_All,H2-CT,NY,NY,2044,674743.751251
RPS_All,H2-CT,NY,NY,2047,674743.751251
RPS_All,H2-CT,NY,NY,2050,674743.751251
RPS_All,H2-CT,VT,VT,2044,0.0
RPS_All,H2-CT,NH,NH,2029,0.0
RPS_All,H2-CT,NH,NH,2044,-0.0
RPS_All,upv_1,OR,OR,2026,1290812.470022
RPS_All,upv_1,OR,OR,2029,1264263.029773
RPS_All,upv_1,OR,OR,2032,1213503.071354
RPS_All,upv_1,OR,OR,2035,1104535.104354
RPS_All,upv_1,OR,OR,2038,1075835.394995
RPS_All,upv_1,OR,OR,2041,993010.138847
RPS_All,upv_1,OR,OR,2044,1036802.080741
RPS_All,upv_1,OR,OR,2047,1008254.958208
RPS_All,upv_1,OR,OR,2050,705366.559117
RPS_All,upv_1,MN,MN,2026,2446023.516261
RPS_All,upv_1,MN,MN,2029,5309493.666345
