,,damage_$,damage_$,damage_$,damage_$,damage_$,damage_$,mortality,mortality,mortality,mortality,mortality,mortality
,,count,mean,std,min,50%,max,count,mean,std,min,50%,max
state_abbr,year,,,,,,,,,,,,
AL,2010,6.0,2485324857.0433335,1297639634.2279654,1183234008.73,2380124987.625,4419845250.559999,6.0,358.4907666666666,187.17547286969696,170.6732,343.31645000000003,637.5318
AL,2015,6.0,510376633.8883333,273648605.7589755,237628810.95,487739032.61,937688605.38,6.0,73.61831666666666,39.471896841596894,34.2763,70.35305,135.2551
AL,2020,6.0,455372836.7633333,259188434.0208955,201715046.04,432206628.275,889415536.87,6.0,65.68435,37.38611440386658,29.095999999999997,62.34275,128.292
AL,2023,6.0,1169842884.365,651163556.169773,526576281.89000005,1111563428.72,2235935277.59,6.0,168.74165000000002,93.92580786905695,75.9549,160.3352,322.5181
AL,2026,6.0,874084236.0333333,465480520.5628706,408724545.47999996,835059648.75,1593011465.57,6.0,126.08055000000002,67.14231467677443,58.955600000000004,120.45155,229.7808
AL,2029,6.0,1115914323.1583335,619436648.1552652,503517752.58,1060748511.5600001,2127025534.59,6.0,160.96286666666668,89.34937205412618,72.629,153.00555000000003,306.8085
AL,2032,6.0,1100050833.375,583936838.6665823,515907249.81,1051410598.7700001,1997227250.53,6.0,158.67465,84.22884860188343,74.416,151.6586,288.0861
AL,2035,6.0,1050583585.7566667,558080164.3688396,492275980.59000003,1003884662.81,1909003681.84,6.0,151.53936666666667,80.49916097810379,71.0074,144.80335,275.3605
AL,2038,6.0,1037211885.7333335,550937178.6605347,486027020.39000005,991095839.135,1884536913.3799999,6.0,149.6106166666667,79.46882316341213,70.106,142.9587,271.8313
AL,2041,6.0,1184674784.18,660132874.437354,532989524.73,1125807201.875,2266793915.76,6.0,170.88108333333335,95.21956284347071,76.88,162.3899,326.9692
AL,2044,6.0,960481549.0733333,512391213.03681093,448781939.2,917894656.7949998,1754244458.8899999,6.0,138.54275,73.90884559874414,64.7337,132.39985000000001,253.0375
AL,2047,6.0,815554863.4516665,439415724.25981075,379135876.17,780319795.97,1507040734.25,6.0,117.63811666666665,63.38260281488657,54.687799999999996,112.55574999999999,217.3801
