,,damage_$,damage_$,damage_$,damage_$,damage_$,damage_$,mortality,mortality,mortality,mortality,mortality,mortality
,,count,mean,std,min,50%,max,count,mean,std,min,50%,max
state_abbr,year,,,,,,,,,,,,
AL,2010,6.0,2528959652.56,1320489536.8254106,1204045881.6399999,2422029681.965,4497794809.44,6.0,364.78475000000003,190.47144437158818,173.67510000000001,349.3609,648.7756
AL,2015,6.0,606593361.7183334,341714251.6546543,270995700.28,576441996.12,1173257110.09,6.0,87.49686666666666,49.289878197076796,39.0893,83.14775,169.23409999999998
AL,2020,6.0,683934000.9,357449866.41187763,326394925.29999995,656399748.075,1218402338.58,6.0,98.6527,51.55964813875284,47.080200000000005,94.68105,175.74599999999998
AL,2023,6.0,1256594740.3816667,656648505.0651101,595703883.6899999,1200392033.51,2236031966.41,6.0,181.25508333333335,94.71691628082952,85.9263,173.14819999999997,322.53200000000004
AL,2026,6.0,1065145681.1666666,564075242.8456734,499894403.41,1017374497.3500001,1928033052.25,6.0,153.63985000000002,81.36389166977573,72.1063,146.74915,278.1053
AL,2029,6.0,1255909654.74,695167562.9748338,567703020.79,1193773578.63,2386898177.99,6.0,181.15621666666667,100.27310412642896,81.8872,172.19344999999998,344.2935
AL,2032,6.0,2302744837.818333,1212852519.973802,1086873585.6200001,2202032520.735,4140798494.1099997,6.0,332.1549333333333,174.9455962883509,156.774,317.6279,597.2814999999999
AL,2035,6.0,1112749909.755,589641447.0806396,522049686.53000003,1062900239.605,2015722723.48,6.0,160.50641666666667,85.05166358096511,75.30199999999999,153.3159,290.754
AL,2038,6.0,1258001938.735,697635451.935843,567720602.13,1195450018.46,2395398245.2,6.0,181.4579666666667,100.62910614466703,81.8896,172.43529999999998,345.5195
AL,2041,6.0,1456892925.1783333,787941692.5012674,669286025.39,1385402265.55,2701034343.22,6.0,210.1466,113.65505315518533,96.5398,199.8346,389.6053
AL,2044,6.0,1615236106.6783333,839327990.361825,774680835.72,1550846704.04,2855409496.99,6.0,232.98658333333333,121.06726854907429,111.7423,223.69889999999998,411.87300000000005
AL,2047,6.0,983264832.9883333,561514985.2639588,435500889.02,934398744.22,1926753266.8500001,6.0,141.82913333333332,80.99453989171533,62.8181,134.78055,277.9206
