ba,state_abbr,year,pollutant,tons,model,cr,md,damage_$,mortality
p1,WA,2010,SO2,62.72,AP2,ACS,3649.64,228900.81,0.033
p1,WA,2010,SO2,62.72,AP2,H6C,9375.9,588045.15,0.0848
p1,WA,2010,SO2,62.72,EASIUR,ACS,18204.36,1141755.14,0.1647
p1,WA,2010,SO2,62.72,EASIUR,H6C,46771.73,2933465.68,0.4231
p1,WA,2010,SO2,62.72,InMAP,ACS,4154.93,260592.12,0.0376
p1,WA,2010,SO2,62.72,InMAP,H6C,10674.16,669470.47,0.0966
p1,WA,2015,SO2,29.4,AP2,ACS,3649.64,107306.84,0.0155
p1,WA,2015,SO2,29.4,AP2,H6C,9375.9,275670.78,0.0398
p1,WA,2015,SO2,29.4,EASIUR,ACS,18204.36,535245.52,0.0772
p1,WA,2015,SO2,29.4,EASIUR,H6C,46771.73,1375184.84,0.1984
p1,WA,2015,SO2,29.4,InMAP,ACS,4154.93,122163.47,0.0176
p1,WA,2015,SO2,29.4,InMAP,H6C,10674.16,313842.31,0.0453
p1,WA,2020,SO2,49.53,AP2,ACS,3649.64,180775.4,0.0261
p1,WA,2020,SO2,49.53,AP2,H6C,9375.9,464411.18,0.067
p1,WA,2020,SO2,49.53,EASIUR,ACS,18204.36,901706.0,0.1301
p1,WA,2020,SO2,49.53,EASIUR,H6C,46771.73,2316717.07,0.3342
p1,WA,2020,SO2,49.53,InMAP,ACS,4154.93,205803.74,0.0297
p1,WA,2020,SO2,49.53,InMAP,H6C,10674.16,528717.17,0.0763
p1,WA,2023,SO2,26.34,AP2,ACS,3649.64,96138.62,0.0139
p1,WA,2023,SO2,26.34,AP2,H6C,9375.9,246979.69,0.0356
p1,WA,2023,SO2,26.34,EASIUR,ACS,18204.36,479538.57,0.0692
p1,WA,2023,SO2,26.34,EASIUR,H6C,46771.73,1232059.21,0.1777
p1,WA,2023,SO2,26.34,InMAP,ACS,4154.93,109449.01,0.0158
p1,WA,2023,SO2,26.34,InMAP,H6C,10674.16,281178.42,0.0406
