eall,r,t,dr,Value
CH4,p1,2020,2.5,574477405.1393
CH4,p1,2020,2.0,707049114.0176
CH4,p1,2020,1.5,1016383101.4003
CH4,p1,2023,2.5,236837336.92644
CH4,p1,2023,2.0,294446418.88152003
CH4,p1,2023,1.5,411264835.06821
CH4,p1,2026,2.5,699640055.3974
CH4,p1,2026,2.0,876657418.8112
CH4,p1,2026,1.5,1196974552.6076002
CH4,p1,2029,2.5,606521020.864
CH4,p1,2029,2.0,764743895.872
CH4,p1,2029,1.5,1025152377.6559999
CH4,p1,2032,2.5,352227357.12464
CH4,p1,2032,2.0,441139117.17552
CH4,p1,2032,1.5,581346123.4096
CH4,p1,2035,2.5,250690777.9775
CH4,p1,2035,2.0,310638572.71125
CH4,p1,2035,1.5,403285164.5725
CH4,p1,2038,2.5,603420188.74522
CH4,p1,2038,2.0,741209050.74216
CH4,p1,2038,1.5,950268013.772
CH4,p1,2041,2.5,1167689694.63446
CH4,p1,2041,2.0,1423909375.83123
CH4,p1,2041,1.5,1810339058.94767
CH4,p1,2044,2.5,1929536015.84892
CH4,p1,2044,2.0,2338444310.59836
CH4,p1,2044,1.5,2964585136.93344
CH4,p1,2047,2.5,2123440585.8083599
CH4,p1,2047,2.0,2559853221.54198
CH4,p1,2047,1.5,3237269850.1434197
CH4,p1,2050,2.5,2326929232.3655
CH4,p1,2050,2.0,2792315078.8385997
CH4,p1,2050,1.5,3523635694.7249
CH4,p10,2020,2.5,3351661306.0853
CH4,p10,2020,2.0,4125121607.4896
CH4,p10,2020,1.5,5929862310.7663
CH4,p10,2023,2.5,6205372802.647039
CH4,p10,2023,2.0,7714787808.69632
CH4,p10,2023,1.5,10775546015.40736
CH4,p10,2026,2.5,5538616190.1885195
CH4,p10,2026,2.0,6939952816.621759
CH4,p10,2026,1.5,9475704807.310478
CH4,p10,2029,2.5,6684353147.57856
CH4,p10,2029,2.0,8428097446.946879
CH4,p10,2029,1.5,11298009939.65724
CH4,p10,2032,2.5,16115496759.975998
CH4,p10,2032,2.0,20183486233.368
CH4,p10,2032,1.5,26598392710.64
CH4,p10,2035,2.5,19560137736.243004
CH4,p10,2035,2.0,24237561977.5185
CH4,p10,2035,1.5,31466308532.217003
CH4,p10,2038,2.5,26145433868.76098
CH4,p10,2038,2.0,32115651051.391438
CH4,p10,2038,1.5,41173911604.348
CH4,p10,2041,2.5,25114022040.17002
CH4,p10,2041,2.0,30624652775.603012
CH4,p10,2041,1.5,38935767983.14129
CH4,p10,2044,2.5,21793320041.43798
CH4,p10,2044,2.0,26411771970.74934
CH4,p10,2044,1.5,33483776487.507362
CH4,p10,2047,2.5,21211195982.01198
CH4,p10,2047,2.0,25570552211.44389
CH4,p10,2047,1.5,32337314119.81581
CH4,p10,2050,2.5,20698948100.697998
CH4,p10,2050,2.0,24838737720.837597
CH4,p10,2050,1.5,31344121409.628395
CH4,p100,2020,2.5,802925898.5696
CH4,p100,2020,2.0,988216490.5472
CH4,p100,2020,1.5,1420561205.1615999
CH4,p100,2023,2.5,905359854.49568
CH4,p100,2023,2.0,1125582521.80544
CH4,p100,2023,1.5,1572145152.73912
CH4,p100,2026,2.5,1248653785.7898202
CH4,p100,2026,2.0,1564578237.6161602
CH4,p100,2026,1.5,2136251055.20668
CH4,p100,2029,2.5,941013924.1001601
CH4,p100,2029,2.0,1186495817.3436801
CH4,p100,2029,1.5,1590518099.9736402
CH4,p100,2032,2.5,639099344.17098
CH4,p100,2032,2.0,800425392.21414
CH4,p100,2032,1.5,1054824160.2822001
CH4,p100,2035,2.5,402110782.5782
CH4,p100,2035,2.0,498267708.8469
CH4,p100,2035,1.5,646873867.6258
CH4,p100,2038,2.5,364635225.94526
CH4,p100,2038,2.0,447898387.77527994
CH4,p100,2038,1.5,574228702.2759999
CH4,p100,2041,2.5,468840895.41746
CH4,p100,2041,2.0,571716055.92273
CH4,p100,2041,1.5,726872035.70117
CH4,p100,2044,2.5,612039141.6053799
CH4,p100,2044,2.0,741742800.7535399
CH4,p100,2044,1.5,940351528.82416
CH4,p101,2020,2.5,20364860116.9039
CH4,p101,2020,2.0,25064443220.804802
CH4,p101,2020,1.5,36030137129.9069
CH4,p101,2023,2.5,21338883825.96552
CH4,p101,2023,2.0,26529423134.98416
CH4,p101,2023,1.5,37054683400.49418
CH4,p101,2026,2.5,20337941458.423958
CH4,p101,2026,2.0,25483685682.84448
CH4,p101,2026,1.5,34795032374.65304
CH4,p101,2029,2.5,18129359243.246162
CH4,p101,2029,2.0,22858757306.701683
CH4,p101,2029,1.5,30642558286.138893
CH4,p101,2032,2.5,17323872213.28468
CH4,p101,2032,2.0,21696888500.13324
CH4,p101,2032,1.5,28592798798.6252
CH4,p101,2035,2.5,18457293946.956
CH4,p101,2035,2.0,22870994673.402
CH4,p101,2035,1.5,29692168523.364002
CH4,p101,2038,2.5,21375904729.65698
CH4,p101,2038,2.0,26257016833.279438
CH4,p101,2038,1.5,33662842093.947998
CH4,p101,2041,2.5,22648167535.971485
CH4,p101,2041,2.0,27617729477.317745
CH4,p101,2041,1.5,35112806503.610466
CH4,p101,2044,2.5,20013739797.41972
CH4,p101,2044,2.0,24255062138.59476
CH4,p101,2044,1.5,30749586973.51904
CH4,p101,2047,2.5,16997161427.497938
CH4,p101,2047,2.0,20490443070.57267
CH4,p101,2047,1.5,25912850397.13643
CH4,p101,2050,2.5,16375968702.999498
CH4,p101,2050,2.0,19651162443.5994
CH4,p101,2050,1.5,24797895464.5421
CH4,p102,2020,2.5,8159827869.7117
CH4,p102,2020,2.0,10042865070.4144
CH4,p102,2020,1.5,14436618538.7207
CH4,p102,2023,2.5,9082660801.58068
CH4,p102,2023,2.0,11291956672.23544
CH4,p102,2023,1.5,15771917743.28537
CH4,p102,2026,2.5,8345169748.05932
CH4,p102,2026,2.0,10456598238.53216
CH4,p102,2026,1.5,14277278364.14968
CH4,p102,2029,2.5,8221257164.671279
CH4,p102,2029,2.0,10365932946.75944
CH4,p102,2029,1.5,13895711838.11287
CH4,p102,2032,2.5,8054660746.971261
CH4,p102,2032,2.0,10087876081.15818
CH4,p102,2032,1.5,13294100261.991402
CH4,p102,2035,2.5,10620022977.2373
CH4,p102,2035,2.0,13159593689.18535
CH4,p102,2035,1.5,17084384789.4687
CH4,p102,2038,2.5,13549115280.882118
CH4,p102,2038,2.0,16643007746.595358
CH4,p102,2038,1.5,21337189418.711998
CH4,p102,2041,2.5,15237286274.31538
CH4,p102,2041,2.0,18580719593.49969
CH4,p102,2041,1.5,23623274763.41701
CH4,p102,2044,2.5,16045968357.5345
CH4,p102,2044,2.0,19446438473.0385
CH4,p102,2044,1.5,24653408337.404003
CH4,p102,2047,2.5,14732571478.9846
CH4,p102,2047,2.0,17760431261.4753
CH4,p102,2047,1.5,22460392714.8937
CH4,p102,2050,2.5,14625128955.619
CH4,p102,2050,2.0,17550154746.742798
CH4,p102,2050,1.5,22146623847.0802
CH4,p103,2020,2.5,6778204372.215899
CH4,p103,2020,2.0,8342405381.1888
CH4,p103,2020,1.5,11992207735.458899
CH4,p103,2023,2.5,6608795460.760961
CH4,p103,2023,2.0,8216340302.56768
CH4,p103,2023,1.5,11476084009.56464
CH4,p103,2026,2.5,6359053129.70226
CH4,p103,2026,2.0,7967970186.61488
CH4,p103,2026,1.5,10879343908.64724
CH4,p103,2029,2.5,5740352591.34816
CH4,p103,2029,2.0,7237835876.04768
CH4,p103,2029,1.5,9702443782.115639
CH4,p103,2032,2.5,4125777022.1634603
CH4,p103,2032,2.0,5167235299.60278
CH4,p103,2032,1.5,6809534890.9494
CH4,p103,2035,2.5,2024181031.1899002
CH4,p103,2035,2.0,2508224321.25705
CH4,p103,2035,1.5,3256291224.0881
CH4,p103,2038,2.5,8680578399.788921
CH4,p103,2038,2.0,10662757719.42576
CH4,p103,2038,1.5,13670202204.392
CH4,p103,2041,2.5,10494006421.63628
CH4,p103,2041,2.0,12796648118.47014
CH4,p103,2041,1.5,16269484775.99006
CH4,p103,2044,2.5,12252012838.194838
CH4,p103,2044,2.0,14848465889.997717
CH4,p103,2044,1.5,18824284625.570877
CH4,p103,2047,2.5,14731395377.873482
CH4,p103,2047,2.0,17759013446.33214
CH4,p103,2047,1.5,22458599701.850063
CH4,p103,2050,2.5,12587970640.322
CH4,p103,2050,2.0,15105564768.3864
CH4,p103,2050,1.5,19061784112.487602
CH4,p104,2020,2.5,791367428.9560001
CH4,p104,2020,2.0,973990681.7920002
CH4,p104,2020,1.5,1400111605.0760002
CH4,p104,2023,2.5,962602806.25256
CH4,p104,2023,2.0,1196749434.80048
CH4,p104,2023,1.5,1671546764.91154
CH4,p104,2026,2.5,1086666891.5409198
CH4,p104,2026,2.0,1361606707.4729598
CH4,p104,2026,1.5,1859116850.5880797
CH4,p104,2029,2.5,635721755.6562401
CH4,p104,2029,2.0,801562213.6535201
CH4,p104,2029,1.5,1074507967.44071
CH4,p104,2032,2.5,419377382.70028
CH4,p104,2032,2.0,525239634.64404
CH4,p104,2032,1.5,692176262.7092
CH4,p104,2035,2.5,289399341.0488
CH4,p104,2035,2.0,358603531.2996
CH4,p104,2035,1.5,465555461.6872
CH4,p104,2038,2.5,269346098.44922
CH4,p104,2038,2.0,330850325.65416
CH4,p104,2038,1.5,424167084.172
CH4,p104,2041,2.5,348312541.72488004
CH4,p104,2041,2.0,424740833.25444
CH4,p104,2041,1.5,540009731.9547601
CH4,p104,2044,2.5,352623668.67192
CH4,p104,2044,2.0,427351863.35736
CH4,p104,2044,1.5,541779411.46944
CH4,p104,2047,2.5,455865838.62668
CH4,p104,2047,2.0,549556056.99474
CH4,p104,2047,1.5,694985649.6854601
CH4,p104,2050,2.5,588002675.6695001
CH4,p104,2050,2.0,705603210.8034
CH4,p104,2050,1.5,890404051.7281001
CH4,p105,2020,2.5,2971312334.4930997
CH4,p105,2020,2.0,3656999796.2991996
CH4,p105,2020,1.5,5256937207.1800995
CH4,p105,2023,2.5,2443761111.17632
CH4,p105,2023,2.0,3038189489.57056
CH4,p105,2023,1.5,4243558145.75888
CH4,p105,2026,2.5,3364234409.02432
CH4,p105,2026,2.0,4215426247.45216
CH4,p105,2026,1.5,5755678145.55968
CH4,p105,2029,2.5,2967503943.9177604
CH4,p105,2029,2.0,3741635407.54848
CH4,p105,2029,1.5,5015726774.77404
CH4,p105,2032,2.5,1885240559.02902
CH4,p105,2032,2.0,2361126525.38586
CH4,p105,2032,1.5,3111562087.7178
CH4,p105,2035,2.5,1423343152.2147002
CH4,p105,2035,2.0,1763707819.0486503
CH4,p105,2035,1.5,2289725940.5193005
CH4,p105,2038,2.5,1422466322.49626
CH4,p105,2038,2.0,1747281467.00328
CH4,p105,2038,1.5,2240104444.876
CH4,p105,2041,2.5,1940028160.01916
CH4,p105,2041,2.0,2365717792.25358
CH4,p105,2041,1.5,3007741499.88582
CH4,p105,2044,2.5,2280503742.65844
CH4,p105,2044,2.0,2763789304.01652
CH4,p105,2044,1.5,3503820319.84608
CH4,p105,2047,2.5,5113200070.15614
CH4,p105,2047,2.0,6164072477.21277
CH4,p105,2047,1.5,7795277407.56933
CH4,p105,2050,2.5,5227666759.1225
CH4,p105,2050,2.0,6273200110.9470005
CH4,p105,2050,1.5,7916181092.3855
CH4,p106,2020,2.5,938796737.4734
CH4,p106,2020,2.0,1155442138.4288
CH4,p106,2020,1.5,1660948073.9914
CH4,p106,2023,2.5,186580983.878
CH4,p106,2023,2.0,231965547.524
CH4,p106,2023,1.5,323995357.13949996
CH4,p106,2026,2.5,178688145.09732002
CH4,p106,2026,2.0,223898398.67616
CH4,p106,2026,1.5,305707428.96168
CH4,p106,2029,2.5,138686047.15008
CH4,p106,2029,2.0,174865015.97184
CH4,p106,2029,1.5,234409568.82432002
CH4,p106,2032,2.5,134534453.36008
CH4,p106,2032,2.0,168494606.63544
CH4,p106,2032,1.5,222047156.03120002
CH4,p106,2035,2.5,143393245.3486
CH4,p106,2035,2.0,177682934.45369998
CH4,p106,2035,1.5,230676090.3434
CH4,p106,2038,2.5,1169554121.3265002
CH4,p106,2038,2.0,1436617660.842
CH4,p106,2038,1.5,1841817513.9
CH4,p106,2041,2.5,1332059526.2844
CH4,p106,2041,2.0,1624345969.1021998
CH4,p106,2041,1.5,2065171423.8437998
CH4,p106,2044,2.5,1783002368.01106
CH4,p106,2044,2.0,2160857174.4769797
CH4,p106,2044,1.5,2739447346.8779197
CH4,p106,2047,2.5,1949407706.4714599
CH4,p106,2047,2.0,2350052848.59903
CH4,p106,2047,1.5,2971949785.6328697
CH4,p106,2050,2.5,1839085686.5814998
CH4,p106,2050,2.0,2206902823.8978
CH4,p106,2050,1.5,2784901182.5376997
CH4,p107,2020,2.5,2678393103.7981
CH4,p107,2020,2.0,3296483820.0592
CH4,p107,2020,1.5,4738695491.3351
CH4,p107,2023,2.5,4665773781.626
CH4,p107,2023,2.0,5800691728.508
CH4,p107,2023,1.5,8102053120.7965
CH4,p107,2026,2.5,4544896100.912221
CH4,p107,2026,2.0,5694809572.227361
CH4,p107,2026,1.5,7775605377.464281
CH4,p107,2029,2.5,3591110842.6072
CH4,p107,2029,2.0,4527922366.7656
CH4,p107,2029,1.5,6069758000.2763
CH4,p107,2032,2.5,2097677730.0841002
CH4,p107,2032,2.0,2627188613.4063
CH4,p107,2032,1.5,3462186544.7990003
CH4,p107,2035,2.5,1647317434.1118999
CH4,p107,2035,2.0,2041241168.3560498
CH4,p107,2035,1.5,2650032394.0060997
CH4,p107,2038,2.5,2097413894.2443402
CH4,p107,2038,2.0,2576350925.21352
CH4,p107,2038,1.5,3303014006.684
CH4,p107,2041,2.5,2144409414.8263402
CH4,p107,2041,2.0,2614945293.61917
CH4,p107,2041,1.5,3324605963.27393
CH4,p107,2044,2.5,1824488111.54144
CH4,p107,2044,2.0,2211134598.7555203
CH4,p107,2044,1.5,2803187032.30208
CH4,p107,2047,2.5,1360945402.3392801
CH4,p107,2047,2.0,1640648905.27404
CH4,p107,2047,1.5,2074815536.6951602
CH4,p107,2050,2.5,1371130106.787
CH4,p107,2050,2.0,1645356128.1444001
CH4,p107,2050,1.5,2076282733.1346002
CH4,p108,2020,2.5,1187256232.682
CH4,p108,2020,2.0,1461238440.224
CH4,p108,2020,1.5,2100530257.8219998
CH4,p108,2023,2.5,961822283.8392401
CH4,p108,2023,2.0,1195779055.58392
CH4,p108,2023,1.5,1670191398.2884102
CH4,p108,2026,2.5,1247477535.45342
CH4,p108,2026,2.0,1563104381.77296
CH4,p108,2026,1.5,2134238675.11308
CH4,p108,2029,2.5,816858515.4090401
CH4,p108,2029,2.0,1029952041.1679201
CH4,p108,2029,1.5,1380668468.9794102
CH4,p108,2032,2.5,653161728.4511399
CH4,p108,2032,2.0,818037504.56502
CH4,p108,2032,1.5,1078033920.7445998
CH4,p108,2035,2.5,591880866.859
CH4,p108,2035,2.0,733417595.8905
CH4,p108,2035,1.5,952156177.1209999
CH4,p108,2038,2.5,664856825.79804
CH4,p108,2038,2.0,816674526.17712
CH4,p108,2038,1.5,1047018623.304
CH4,p108,2041,2.5,722182594.248
CH4,p108,2041,2.0,880647120.324
CH4,p108,2041,1.5,1119642798.996
CH4,p108,2044,2.5,700391994.52866
CH4,p108,2044,2.0,848819437.07778
CH4,p108,2044,1.5,1076098958.48112
CH4,p108,2047,2.5,605504143.09808
CH4,p108,2047,2.0,729948246.1274401
CH4,p108,2047,1.5,923115212.0237601
CH4,p108,2050,2.5,553595463.078
CH4,p108,2050,2.0,664314555.6936
CH4,p108,2050,1.5,838301701.2324001
CH4,p109,2020,2.5,6668297928.697599
CH4,p109,2020,2.0,8207135912.243199
CH4,p109,2020,1.5,11797757873.8496
CH4,p109,2023,2.5,5663594272.3308
CH4,p109,2023,2.0,7041225311.546399
CH4,p109,2023,1.5,9834754918.8447
CH4,p109,2026,2.5,6129028537.74924
CH4,p109,2026,2.0,7679746601.517119
CH4,p109,2026,1.5,10485807859.76376
CH4,p109,2029,2.5,8096682964.185921
CH4,p109,2029,2.0,10208861128.75616
CH4,p109,2029,1.5,13685154357.944681
CH4,p109,2032,2.5,7134038264.44334
CH4,p109,2032,2.0,8934863457.40962
CH4,p109,2032,1.5,11774626261.7026
CH4,p109,2035,2.5,4221796410.5618
CH4,p109,2035,2.0,5231356421.7831
CH4,p109,2035,1.5,6791585530.0342
CH4,p109,2038,2.5,5159247716.09658
CH4,p109,2038,2.0,6337343651.26824
CH4,p109,2038,1.5,8124799552.908
CH4,p109,2041,2.5,4439704626.85906
CH4,p109,2041,2.0,5413884419.08353
CH4,p109,2041,1.5,6883139187.684371
CH4,p109,2044,2.5,4528983613.04758
CH4,p109,2044,2.0,5488768219.78614
CH4,p109,2044,1.5,6958438398.85456
CH4,p109,2047,2.5,3989633500.94144
CH4,p109,2047,2.0,4809588852.36192
CH4,p109,2047,1.5,6082355367.99968
CH4,p109,2050,2.5,3928158393.9919996
CH4,p109,2050,2.0,4713790072.7904
CH4,p109,2050,1.5,5948354139.473599
CH4,p11,2020,2.5,425142568.82240003
CH4,p11,2020,2.0,523252392.39680004
