sys_costs,r,t,Value
inv_converter_costs,p20,2035,8153053.173118
inv_converter_costs,p20,2038,1754140.39711
inv_converter_costs,p20,2041,69247739.481633
inv_converter_costs,p20,2044,88951657.939944
inv_converter_costs,p20,2047,24298853.634339
inv_converter_costs,p20,2050,53553435.444851
inv_converter_costs,p24,2035,11487252.301237
inv_converter_costs,p24,2038,12643181.438274
inv_converter_costs,p24,2041,39768595.334559
inv_converter_costs,p24,2044,123113121.897574
inv_converter_costs,p24,2050,133879211.888189
inv_converter_costs,p31,2035,42409091.608651
inv_converter_costs,p31,2038,4243137.77614
inv_converter_costs,p31,2041,113341403.850271
inv_converter_costs,p31,2044,74111091.403033
inv_converter_costs,p32,2041,11056658.710371
inv_converter_costs,p32,2044,3957142.580351
inv_converter_costs,p32,2047,50728715.60173
inv_converter_costs,p32,2050,11302952.658289
inv_converter_costs,p34,2032,49671374.998676
inv_converter_costs,p34,2035,177579850.792207
inv_converter_costs,p34,2041,657894.267163
inv_converter_costs,p34,2044,12204666.328775
inv_converter_costs,p34,2047,47917326.533918
inv_converter_costs,p34,2050,279033.833729
inv_converter_costs,p57,2035,79457567.884841
inv_converter_costs,p57,2041,695627173.243557
inv_converter_costs,p57,2044,164258541.922815
inv_converter_costs,p57,2050,53745292.759578
inv_h2_production,p5,2035,-5e-06
inv_h2_production,p6,2035,1.1e-05
inv_h2_production,p6,2047,-1.1e-05
inv_h2_production,p7,2035,-6e-06
inv_h2_production,p15,2047,-0.0
inv_h2_production,p18,2035,399578983.43628
inv_h2_production,p19,2032,103189753.219764
inv_h2_production,p20,2035,-0.0
inv_h2_production,p20,2050,-5e-06
inv_h2_production,p22,2035,144062508.32283
inv_h2_production,p23,2032,1e-06
inv_h2_production,p23,2035,426072220.122495
inv_h2_production,p24,2035,66106763.548441
inv_h2_production,p31,2029,58248237.095418
inv_h2_production,p31,2032,18337919.234871
inv_h2_production,p31,2035,623968121.044564
inv_h2_production,p32,2032,21022386.184457
inv_h2_production,p32,2035,505533062.895749
inv_h2_production,p35,2035,70952666.969166
inv_h2_production,p39,2035,526741388.057346
inv_h2_production,p45,2047,-0.0
inv_h2_production,p47,2032,293955995.566724
inv_h2_production,p47,2035,134890793.974224
inv_h2_production,p48,2035,1097958535.909761
inv_h2_production,p49,2035,1369628417.871383
inv_h2_production,p50,2035,2548030379.227959
inv_h2_production,p52,2035,75954960.358465
inv_h2_production,p53,2035,3649498006.28443
inv_h2_production,p55,2050,-0.01975
inv_h2_production,p58,2050,-0.0
inv_h2_production,p60,2032,1791225509.256521
inv_h2_production,p60,2035,4677330609.258748
inv_h2_production,p61,2032,-0.0
inv_h2_production,p61,2035,4333282351.858272
inv_h2_production,p62,2035,548731161.815865
inv_h2_production,p63,2035,4401958837.128358
inv_h2_production,p64,2035,2538002158.546421
inv_h2_production,p65,2035,-0.0
inv_h2_production,p69,2035,1e-06
inv_h2_production,p69,2047,-0.0
inv_h2_production,p71,2050,8e-06
inv_h2_production,p74,2035,679280173.659419
inv_h2_production,p84,2047,-0.0
inv_h2_production,p86,2050,-0.00044
inv_h2_production,p90,2050,3.1e-05
inv_h2_production,p93,2035,-0.0
inv_h2_production,p102,2050,-1e-06
inv_h2_production,p107,2050,-0.000178
inv_h2_production,p127,2041,1543121121.724651
inv_h2_production,p127,2044,9163226.409041
inv_h2_production,p127,2047,600617197.332673
inv_h2_production,p128,2050,-3e-06
inv_h2_production,p130,2044,0.0
inv_h2_production,p134,2044,-0.0
inv_h2_production,p134,2050,-0.000107
inv_h2_storage,p2,2035,-0.0
inv_h2_storage,p2,2038,0.0
inv_h2_storage,p2,2041,0.0
inv_h2_storage,p3,2035,-1e-06
inv_h2_storage,p3,2038,1e-06
inv_h2_storage,p3,2050,-0.0
inv_h2_storage,p4,2035,-5e-06
inv_h2_storage,p4,2038,5e-06
inv_h2_storage,p4,2041,0.0
inv_h2_storage,p5,2035,0.0
inv_h2_storage,p5,2038,-0.0
inv_h2_storage,p5,2041,1e-06
inv_h2_storage,p5,2044,-1e-06
inv_h2_storage,p5,2047,1e-06
inv_h2_storage,p5,2050,-1e-06
inv_h2_storage,p6,2035,1e-06
inv_h2_storage,p6,2038,-3e-06
inv_h2_storage,p6,2044,2e-06
inv_h2_storage,p6,2047,0.0
inv_h2_storage,p6,2050,-1e-06
inv_h2_storage,p7,2035,-0.0
inv_h2_storage,p7,2038,-0.0
inv_h2_storage,p7,2041,2e-06
inv_h2_storage,p7,2044,-1e-06
inv_h2_storage,p7,2047,0.0
inv_h2_storage,p7,2050,-0.0
inv_h2_storage,p8,2044,0.0
inv_h2_storage,p8,2047,-0.0
inv_h2_storage,p9,2044,-0.0
inv_h2_storage,p9,2047,0.0
inv_h2_storage,p15,2035,6.9e-05
inv_h2_storage,p15,2038,-6.7e-05
inv_h2_storage,p15,2041,-3e-06
inv_h2_storage,p15,2044,0.0
inv_h2_storage,p15,2047,-0.0
inv_h2_storage,p15,2050,-0.0
inv_h2_storage,p16,2038,0.0
inv_h2_storage,p16,2041,-0.0
inv_h2_storage,p16,2044,0.0
inv_h2_storage,p16,2047,-0.0
inv_h2_storage,p18,2035,93329563.095155
inv_h2_storage,p18,2041,31333666.266959
inv_h2_storage,p18,2044,14143696.043262
inv_h2_storage,p19,2032,1738827.702359
inv_h2_storage,p20,2050,0.0
inv_h2_storage,p22,2032,0.0
inv_h2_storage,p22,2035,22681700.15321
inv_h2_storage,p22,2038,10253301.555818
inv_h2_storage,p22,2041,2516747.185974
inv_h2_storage,p22,2044,7456324.020128
inv_h2_storage,p23,2032,0.0
inv_h2_storage,p23,2035,66963653.836159
inv_h2_storage,p23,2038,40377228.746281
inv_h2_storage,p23,2041,16629676.406144
inv_h2_storage,p23,2044,18355278.065845
inv_h2_storage,p24,2035,14306823.830135
inv_h2_storage,p24,2038,4918379.738494
inv_h2_storage,p24,2041,3146813.749444
inv_h2_storage,p24,2044,2307109.835259
inv_h2_storage,p25,2050,-0.0
inv_h2_storage,p29,2044,-0.0
inv_h2_storage,p29,2047,0.0
inv_h2_storage,p29,2050,0.0
inv_h2_storage,p31,2029,12161980.568437
inv_h2_storage,p31,2035,92552672.125807
inv_h2_storage,p31,2041,13950110.738226
inv_h2_storage,p31,2044,14898290.058978
inv_h2_storage,p32,2032,3283855.197152
inv_h2_storage,p32,2035,83678383.158395
inv_h2_storage,p32,2038,41376979.062258
inv_h2_storage,p32,2041,20940089.46175
inv_h2_storage,p33,2050,0.0
inv_h2_storage,p34,2035,0.0
inv_h2_storage,p34,2038,-0.0
inv_h2_storage,p35,2035,10887770.700965
inv_h2_storage,p35,2038,490693.657758
inv_h2_storage,p35,2041,3063812.340599
inv_h2_storage,p35,2044,3012033.887166
inv_h2_storage,p39,2035,75437437.180719
inv_h2_storage,p39,2038,22638335.365656
inv_h2_storage,p39,2041,30315212.991914
inv_h2_storage,p39,2044,30567661.798731
inv_h2_storage,p42,2035,-0.0
inv_h2_storage,p42,2038,0.0
inv_h2_storage,p42,2044,0.0
inv_h2_storage,p42,2047,-0.0
inv_h2_storage,p43,2044,-0.0
inv_h2_storage,p43,2047,0.0
inv_h2_storage,p44,2038,0.0
inv_h2_storage,p44,2041,-0.0
inv_h2_storage,p46,2032,-0.0
inv_h2_storage,p46,2035,0.0
inv_h2_storage,p46,2038,0.0
inv_h2_storage,p46,2044,-0.0
inv_h2_storage,p46,2047,0.0
inv_h2_storage,p47,2032,47179041.406375
inv_h2_storage,p47,2035,21948082.667873
inv_h2_storage,p47,2038,13420785.949377
inv_h2_storage,p47,2041,11781229.380614
inv_h2_storage,p48,2032,0.0
inv_h2_storage,p48,2035,184424305.541865
inv_h2_storage,p48,2038,30517771.695306
inv_h2_storage,p48,2041,92037057.624154
inv_h2_storage,p48,2044,45652399.833004
inv_h2_storage,p49,2035,208654532.951363
inv_h2_storage,p49,2038,16113549.545868
inv_h2_storage,p49,2041,75606889.343667
inv_h2_storage,p49,2044,10079989.239651
inv_h2_storage,p50,2035,399714027.700681
inv_h2_storage,p50,2038,95086003.199169
inv_h2_storage,p50,2041,125278490.792531
inv_h2_storage,p50,2044,58341879.776292
inv_h2_storage,p50,2047,49973499.317288
inv_h2_storage,p50,2050,145559265.111511
inv_h2_storage,p51,2050,-0.0
inv_h2_storage,p52,2035,11426977.417084
inv_h2_storage,p52,2041,5134726.552429
inv_h2_storage,p52,2044,1654921.153465
inv_h2_storage,p53,2035,565154443.07446
inv_h2_storage,p53,2038,37222564.551473
inv_h2_storage,p53,2041,195780158.894728
inv_h2_storage,p53,2044,62927898.794347
inv_h2_storage,p58,2050,0.0
inv_h2_storage,p60,2032,276365545.116948
inv_h2_storage,p60,2035,727882004.929126
inv_h2_storage,p60,2038,178185069.070154
inv_h2_storage,p60,2041,541165612.260562
inv_h2_storage,p60,2044,52090877.0958
inv_h2_storage,p61,2032,-0.0
inv_h2_storage,p61,2035,683375436.197518
inv_h2_storage,p61,2041,411495426.936482
inv_h2_storage,p61,2044,174970091.021661
inv_h2_storage,p62,2035,88127964.572652
inv_h2_storage,p62,2041,55471737.382821
inv_h2_storage,p62,2044,25292279.764982
inv_h2_storage,p63,2035,706734501.179323
inv_h2_storage,p63,2038,175560663.274483
inv_h2_storage,p63,2041,257028074.951037
inv_h2_storage,p63,2044,62542753.130631
inv_h2_storage,p63,2047,405326336.413706
inv_h2_storage,p64,2035,413503232.186935
inv_h2_storage,p64,2038,82700646.437387
inv_h2_storage,p64,2041,196213823.796414
inv_h2_storage,p64,2044,62718570.787877
inv_h2_storage,p64,2047,15261115.341344
inv_h2_storage,p64,2050,80581921.736485
inv_h2_storage,p65,2032,-0.0
inv_h2_storage,p65,2035,0.0
inv_h2_storage,p65,2038,0.0
inv_h2_storage,p65,2044,-0.0
inv_h2_storage,p65,2047,0.0
inv_h2_storage,p65,2050,-0.0
inv_h2_storage,p66,2044,-0.0
inv_h2_storage,p66,2047,0.0
inv_h2_storage,p67,2032,-0.0
inv_h2_storage,p67,2035,0.0
inv_h2_storage,p69,2050,-0.0
inv_h2_storage,p71,2050,0.0
inv_h2_storage,p72,2038,0.0
inv_h2_storage,p72,2041,-0.0
inv_h2_storage,p73,2050,0.0
inv_h2_storage,p74,2035,161719636.157419
inv_h2_storage,p74,2041,18543980.411127
inv_h2_storage,p74,2044,24896362.175668
inv_h2_storage,p74,2050,71724332.591359
inv_h2_storage,p75,2035,1e-06
inv_h2_storage,p75,2038,-1e-06
inv_h2_storage,p75,2041,-0.0
inv_h2_storage,p75,2044,0.0
inv_h2_storage,p75,2050,-0.0
inv_h2_storage,p76,2050,-0.0
inv_h2_storage,p80,2050,-0.0
inv_h2_storage,p84,2050,-0.000305
inv_h2_storage,p85,2041,-0.0
inv_h2_storage,p85,2044,0.0
inv_h2_storage,p86,2038,-0.0
inv_h2_storage,p86,2041,0.0
inv_h2_storage,p86,2044,-0.0
inv_h2_storage,p86,2050,1.3e-05
inv_h2_storage,p89,2035,0.0
inv_h2_storage,p89,2038,4e-06
inv_h2_storage,p89,2041,-4e-06
inv_h2_storage,p89,2044,4e-06
inv_h2_storage,p89,2047,-4e-06
inv_h2_storage,p90,2050,8e-06
inv_h2_storage,p91,2041,-0.0
inv_h2_storage,p91,2044,0.0
inv_h2_storage,p93,2035,0.0
inv_h2_storage,p93,2038,-0.0
inv_h2_storage,p94,2032,0.0
inv_h2_storage,p94,2035,-0.0
inv_h2_storage,p94,2050,0.0
inv_h2_storage,p95,2038,-2.4e-05
inv_h2_storage,p95,2041,2.4e-05
inv_h2_storage,p96,2035,0.0
